,lng,lat,count
678,106.5467,26.3921,29
679,106.5537,26.444,29
680,106.5565,26.394,29
681,106.6774,26.5776,29
682,106.5565,26.3935,29
683,106.6569,26.4212,29
684,106.5564,26.3909,29
685,106.623,26.4035,29
686,106.5563,26.3907,29
687,106.6722,26.4355,29
688,106.4828,26.546,29
689,106.6548,26.6869,29
690,106.6342,26.3831,29
691,106.6665,26.4324,29
692,106.7055,26.4561,29
693,106.6069,26.4689,29
694,106.54,26.4151,29
695,106.6664,26.4068,29
696,106.4822,26.5465,29
697,106.5426,26.4099,28
698,106.5923,26.3884,28
699,106.6844,26.3268,28
700,106.5115,26.398,28
701,106.5367,26.3792,28
702,106.5565,26.3943,28
703,106.5408,26.3813,28
704,106.6663,26.4065,28
705,106.6038,26.4713,28
706,106.5923,26.3883,28
707,106.6087,26.3992,28
708,106.543,26.381,28
709,106.6785,26.578,28
710,106.6154,26.3745,28
711,106.6154,26.3744,28
712,106.5402,26.4093,28
713,106.6666,26.6222,28
714,106.6741,26.5127,28
715,106.6044,26.4706,28
716,106.6487,26.4174,27
717,106.48,26.358,27
718,106.6225,26.4042,27
719,106.645,26.6232,27
720,106.5538,26.4438,27
721,106.5366,26.3793,27
722,106.5932,26.3869,27
723,106.5423,26.3805,27
724,106.539,26.3797,27
725,106.6225,26.3818,27
726,106.6565,26.7252,27
727,106.5311,26.3719,27
728,106.6247,26.6883,27
729,106.6231,26.4031,27
730,106.6445,26.6206,27
731,106.4739,26.3652,27
732,106.5415,26.3807,27
733,106.5564,26.3949,27
734,106.5567,26.3963,27
735,106.5581,26.395,27
736,106.6125,26.398,27
737,106.6389,26.6121,27
738,106.5563,26.3909,27
739,106.6284,26.4128,27
740,106.6722,26.4349,27
741,106.5571,26.3956,27
742,106.6689,26.6202,27
743,106.5028,26.3574,27
744,106.505,26.354,27
745,106.6529,26.648,27
746,106.5565,26.3926,27
747,106.6508,26.6264,27
748,106.6592,26.5633,27
749,106.4972,26.5289,26
750,106.4756,26.3624,26
751,106.6733,26.5112,26
752,106.4997,26.4046,26
753,106.6224,26.4029,26
754,106.476,26.3629,26
755,106.5045,26.3522,26
756,106.5564,26.3913,26
757,106.5584,26.3948,26
758,106.5416,26.3803,26
759,106.6529,26.6481,26
760,106.6469,26.6246,26
761,106.5565,26.3938,26
762,106.6225,26.404,26
763,106.5003,26.4745,26
764,106.6864,26.3375,26
765,106.5311,26.3716,26
766,106.5565,26.3931,26
767,106.5379,26.3787,26
768,106.6504,26.6185,26
769,106.6866,26.3378,26
770,106.5565,26.3929,26
771,106.5565,26.3921,26
772,106.6123,26.3985,26
773,106.5373,26.3786,26
774,106.5425,26.4101,26
775,106.6093,26.4727,26
776,106.5408,26.3812,25
777,106.6664,26.4064,25
778,106.6733,26.5116,25
779,106.6877,26.771,25
780,106.5156,26.3972,25
781,106.6687,26.6202,25
782,106.6248,26.6886,25
783,106.4829,26.5458,25
784,106.5668,26.4107,25
785,106.6534,26.4175,25
786,106.6669,26.4121,25
787,106.5427,26.41,25
788,106.6504,26.6187,25
789,106.5922,26.3882,25
790,106.6255,26.689,25
791,106.629,26.4132,25
792,106.6155,26.3743,25
793,106.6759,26.5783,25
794,106.6738,26.5128,25
795,106.6571,26.7243,25
796,106.5532,26.4489,25
797,106.6588,26.3875,25
798,106.6149,26.3746,25
799,106.6131,26.3982,25
800,106.5073,26.354,25
801,106.5652,26.42,25
802,106.5429,26.3809,25
803,106.5463,26.3924,25
804,106.5565,26.3941,25
805,106.6569,26.7244,25
806,106.6184,26.389,24
807,106.5428,26.41,24
808,106.6722,26.4356,24
809,106.6037,26.4713,24
810,106.6591,26.4263,24
811,106.6229,26.4113,24
812,106.5561,26.3906,24
813,106.4827,26.5462,24
814,106.5565,26.3928,24
815,106.5922,26.3641,24
816,106.653,26.6503,24
817,106.6458,26.6237,24
818,106.4827,26.5463,24
819,106.6227,26.403,24
820,106.6223,26.4035,24
821,106.6734,26.5116,24
822,106.5534,26.4447,24
823,106.7094,26.5076,24
824,106.6537,26.4174,24
825,106.654,26.4127,24
826,106.6231,26.3812,24
827,106.5565,26.392,24
828,106.6539,26.4125,24
829,106.4819,26.546,24
830,106.537,26.379,24
831,106.5565,26.3934,24
832,106.7097,26.5453,24
833,106.5546,26.3908,24
834,106.5406,26.3809,24
835,106.629,26.4131,24
836,106.6863,26.335,24
837,106.5565,26.3939,24
838,106.5399,26.3794,23
839,106.654,26.4128,23
840,106.6478,26.6206,23
841,106.6092,26.4003,23
842,106.5565,26.3922,23
843,106.6546,26.6869,23
844,106.6484,26.6264,23
845,106.5372,26.3816,23
846,106.6287,26.394,23
847,106.5406,26.3808,23
848,106.6274,26.4025,23
849,106.5414,26.3806,23
850,106.6537,26.4129,23
851,106.6518,26.6862,23
852,106.653,26.6508,23
853,106.6746,26.4371,23
854,106.778,26.5449,23
855,106.5408,26.3804,23
856,106.6875,26.3358,23
857,106.6525,26.6872,23
858,106.6552,26.687,23
859,106.6866,26.3375,23
860,106.5427,26.4099,23
861,106.5538,26.444,23
862,106.6552,26.6868,23
863,106.6568,26.4213,23
864,106.5583,26.3948,23
865,106.5924,26.3881,23
866,106.6122,26.3985,23
867,106.6137,26.6221,23
868,106.6645,26.4391,22
869,106.5563,26.3954,22
870,106.5373,26.3817,22
871,106.4753,26.3618,22
872,106.4752,26.3618,22
873,106.6734,26.5097,22
874,106.668,26.4126,22
875,106.506,26.3539,22
876,106.5563,26.3908,22
877,106.6742,26.5127,22
878,106.5565,26.3924,22
879,106.607,26.4688,22
880,106.709,26.5073,22
881,106.6349,26.377,22
882,106.5429,26.41,22
883,106.5565,26.3932,22
884,106.6351,26.3828,22
885,106.5512,26.3914,22
886,106.5156,26.3973,22
887,106.6543,26.4127,22
888,106.5004,26.4751,22
889,106.5593,26.3975,22
890,106.6498,26.6173,22
891,106.653,26.6502,22
892,106.6528,26.6493,22
893,106.6086,26.4723,22
894,106.5157,26.397,22
895,106.5565,26.3925,22
896,106.443,26.3435,22
897,106.6529,26.6494,22
898,106.6458,26.6238,22
899,106.5925,26.388,22
900,106.5534,26.4448,22
901,106.7133,26.9522,22
902,106.5592,26.3826,22
903,106.489,26.4465,21
904,106.6537,26.4175,21
905,106.5559,26.3906,21
906,106.5372,26.3794,21
907,106.6749,26.437,21
908,106.6168,26.4023,21
909,106.5401,26.4093,21
910,106.6657,26.5655,21
911,106.6489,26.673,21
912,106.5652,26.4198,21
913,106.6365,26.6864,21
914,106.5386,26.3961,21
915,106.5425,26.4099,21
916,106.5401,26.4151,21
917,106.6226,26.4039,21
918,106.6288,26.394,21
919,106.6266,26.4023,21
920,106.655,26.687,21
921,106.6731,26.4231,21
922,106.4819,26.5459,21
923,106.6545,26.6871,21
924,106.5373,26.3819,21
925,106.5409,26.3812,21
926,106.6105,26.3994,21
927,106.6597,26.4264,21
928,106.5534,26.4446,21
929,106.453,26.4108,21
930,106.5432,26.381,21
931,106.5432,26.41,21
932,106.6352,26.3791,21
933,106.6456,26.623,21
934,106.5399,26.3793,21
935,106.685,26.747,21
936,106.6225,26.4041,21
937,106.5861,26.3614,21
938,106.6732,26.4231,21
939,106.6461,26.6496,21
940,106.5861,26.3597,21
941,106.6066,26.4691,21
942,106.6095,26.3996,21
943,106.5568,26.3962,21
944,106.6869,26.3377,21
945,106.665,26.3681,21
946,106.6472,26.6248,21
947,106.6231,26.403,20
948,106.6231,26.4029,20
949,106.5355,26.3949,20
950,106.6514,26.4188,20
951,106.4758,26.3631,20
952,106.6122,26.3986,20
953,106.6345,26.3709,20
954,106.6586,26.4261,20
955,106.5511,26.3914,20
956,106.5582,26.395,20
957,106.7591,26.5117,20
958,106.5372,26.3815,20
959,106.5371,26.3788,20
960,106.6719,26.4399,20
961,106.5311,26.372,20
962,106.5075,26.3542,20
963,106.6641,26.5501,20
964,106.6248,26.6883,20
965,106.6228,26.3857,20
966,106.6392,26.6122,20
967,106.5463,26.392,20
968,106.6276,26.3979,20
969,106.5431,26.381,20
970,106.5565,26.3942,20
971,106.6539,26.4124,20
972,106.6038,26.4712,20
973,106.6671,26.589,20
974,106.6285,26.3941,20
975,106.6996,26.5647,20
976,106.6153,26.4083,20
977,106.6219,26.6869,20
978,106.5379,26.3791,20
979,106.6477,26.6205,20
980,106.6528,26.6494,20
981,106.6812,26.3398,20
982,106.6724,26.4346,20
983,106.663,26.4396,20
984,106.5549,26.3853,20
985,106.4843,26.5456,20
986,106.6226,26.4041,19
987,106.6449,26.6232,19
988,106.6683,26.4125,19
989,106.5406,26.3799,19
990,106.6449,26.6233,19
991,106.5118,26.3994,19
992,106.6721,26.4355,19
993,106.627,26.398,19
994,106.6456,26.6236,19
995,106.6494,26.6264,19
996,106.6467,26.607,19
997,106.5565,26.3936,19
998,106.6542,26.413,19
999,106.4884,26.5394,19
1000,106.537,26.381,19
1001,106.5565,26.393,19
1002,106.5598,26.3966,19
1003,106.5378,26.3786,19
1004,106.5562,26.3906,19
1005,106.6254,26.6892,19
1006,106.4825,26.5456,19
