,lng,lat,count
8919,106.6566,26.6472,3
8920,106.5831,26.4087,3
8921,106.5099,26.3857,3
8922,106.6432,26.6262,3
8923,106.5526,26.4234,3
8924,106.5831,26.4088,3
8925,106.6784,26.5768,3
8926,106.6241,26.688,3
8927,106.4625,26.3584,3
8928,106.5493,26.4158,3
8929,106.6784,26.5765,3
8930,106.6503,26.6745,3
8931,106.6332,26.37,3
8932,106.5514,26.3913,3
8933,106.4941,26.3515,3
8934,106.6242,26.4066,3
8935,106.5494,26.4031,3
8936,106.6346,26.3713,3
8937,106.6692,26.6146,3
8938,106.5494,26.4161,3
8939,106.6523,26.6448,3
8940,106.5494,26.416,3
8941,106.5516,26.4209,3
8942,106.6786,26.5943,3
8943,106.4508,26.3847,3
8944,106.6692,26.6147,3
8945,106.5814,26.4089,3
8946,106.5814,26.4088,3
8947,106.665,26.5434,3
8948,106.5494,26.4047,3
8949,106.5526,26.423,3
8950,106.6535,26.4988,3
8951,106.6692,26.3397,3
8952,106.5493,26.3918,3
8953,106.5526,26.4235,3
8954,106.6717,26.5652,3
8955,106.4974,26.3519,3
8956,106.6602,26.4395,3
8957,106.5833,26.4087,3
8958,106.6081,26.468,3
8959,106.6678,26.4112,3
8960,106.5527,26.3938,3
8961,106.5514,26.4053,3
8962,106.6503,26.6624,3
8963,106.6331,26.3829,3
8964,106.6691,26.5635,3
8965,106.6863,26.4422,3
8966,106.5491,26.4081,3
8967,106.625,26.412,3
8968,106.5798,26.4093,3
8969,106.6692,26.6156,3
8970,106.6787,26.3399,3
8971,106.6241,26.6845,3
8972,106.491,26.5327,3
8973,106.6081,26.4676,3
8974,106.6079,26.477,3
8975,106.4626,26.3586,3
8976,106.6076,26.4048,3
8977,106.5492,26.4157,3
8978,106.6859,26.3391,3
8979,106.6635,26.4124,3
8980,106.6081,26.4678,3
8981,106.6076,26.402,3
8982,106.5492,26.4153,3
8983,106.5798,26.4508,3
8984,106.5492,26.4081,3
8985,106.6076,26.4019,3
8986,106.5492,26.4028,3
8987,106.5528,26.4073,3
8988,106.6635,26.3955,3
8989,106.6562,26.4244,3
8990,106.5482,26.4132,3
8991,106.6074,26.4709,3
8992,106.5839,26.4088,3
8993,106.6505,26.6814,3
8994,106.5482,26.4134,3
8995,106.7071,26.436,3
8996,106.553,26.386,3
8997,106.553,26.391,3
8998,106.6438,26.6233,3
8999,106.6505,26.6815,3
9000,106.6154,26.4087,3
9001,106.553,26.4056,3
9002,106.624,26.4077,3
9003,106.4978,26.5204,3
9004,106.5481,26.4131,3
9005,106.6692,26.6193,3
9006,106.6734,26.5105,3
9007,106.6651,26.5621,3
9008,106.6634,26.5703,3
9009,106.6438,26.4495,3
9010,106.6154,26.4765,3
9011,106.6874,26.3357,3
9012,106.4645,26.3587,3
9013,106.6079,26.4718,3
9014,106.6503,26.6265,3
9015,106.5515,26.4208,3
9016,106.5792,26.4095,3
9017,106.6074,26.4712,3
9018,106.5483,26.4133,3
9019,106.5515,26.4209,3
9020,106.5483,26.4084,3
9021,106.6505,26.6813,3
9022,106.6432,26.4927,3
9023,106.5102,26.3836,3
9024,106.5481,26.4129,3
9025,106.625,26.6885,3
9026,106.6248,26.4049,3
9027,106.6741,26.438,3
9028,106.6875,26.3347,3
9029,106.548,26.413,3
9030,106.548,26.4129,3
9031,106.6729,26.5049,3
9032,106.6158,26.4821,3
9033,106.6567,26.4987,3
9034,106.6347,26.3756,3
9035,106.6875,26.3355,3
9036,106.584,26.4535,3
9037,106.548,26.4008,3
9038,106.548,26.4007,3
9039,106.7164,26.6096,3
9040,106.7062,26.5901,3
9041,106.553,26.4244,3
9042,106.4655,26.359,3
9043,106.5839,26.4534,3
9044,106.6505,26.6816,3
9045,106.6661,26.5366,3
9046,106.5811,26.4089,3
9047,106.7164,26.8704,3
9048,106.6691,26.6201,3
9049,106.6154,26.4015,3
9050,106.6504,26.6822,3
9051,106.6154,26.3966,3
9052,106.553,26.4243,3
9053,106.584,26.4089,3
9054,106.553,26.4239,3
9055,106.4499,26.3569,3
9056,106.5084,26.354,3
9057,106.5481,26.392,3
9058,106.7449,26.6282,3
9059,106.6874,26.3346,3
9060,106.5529,26.448,3
9061,106.6432,26.6254,3
9062,106.6635,26.4987,3
9063,106.5487,26.3869,3
9064,106.6241,26.4042,3
9065,106.6606,26.4395,3
9066,106.638,26.4926,3
9067,106.7204,26.5813,3
9068,106.6691,26.5047,3
9069,106.5086,26.354,3
9070,106.6606,26.4394,3
9071,106.638,26.4925,3
9072,106.5486,26.4054,3
9073,106.6503,26.6294,3
9074,106.7075,26.4456,3
9075,106.6562,26.4213,3
9076,106.5529,26.3912,3
9077,106.6286,26.4919,3
9078,106.6678,26.5975,3
9079,106.5486,26.4019,3
9080,106.6691,26.6209,3
9081,106.6247,26.4887,3
9082,106.6285,26.6859,3
9083,106.5487,26.4143,3
9084,106.4531,26.3573,3
9085,106.665,26.499,3
9086,106.6432,26.6252,3
9087,106.6511,26.6714,3
9088,106.6345,26.383,3
9089,106.5487,26.4022,3
9090,106.4909,26.5329,3
9091,106.6691,26.6204,3
9092,106.5487,26.3919,3
9093,106.6194,26.4029,3
9094,106.7487,26.6108,3
9095,106.5486,26.402,3
9096,106.6741,26.4348,3
9097,106.5484,26.4016,3
9098,106.4643,26.3588,3
9099,106.6386,26.4154,3
9100,106.6437,26.6864,3
9101,106.6729,26.5015,3
9102,106.6428,26.6266,3
9103,106.5793,26.4095,3
9104,106.6432,26.6236,3
9105,106.6862,26.5142,3
9106,106.618,26.483,3
9107,106.6386,26.4155,3
9108,106.5838,26.4533,3
9109,106.6729,26.5017,3
9110,106.6503,26.6281,3
9111,106.6532,26.3875,3
9112,106.4975,26.3597,3
9113,106.618,26.4831,3
9114,106.6522,26.4191,3
9115,106.6535,26.6207,3
9116,106.6082,26.468,3
9117,106.4639,26.3587,3
9118,106.6529,26.6478,3
9119,106.6741,26.4358,3
9120,106.5529,26.4055,3
9121,106.6432,26.6248,3
9122,106.5486,26.387,3
9123,106.5486,26.3869,3
9124,106.5529,26.424,3
9125,106.5529,26.4057,3
9126,106.5485,26.4141,3
9127,106.6569,26.6672,3
9128,106.6082,26.4721,3
9129,106.6635,26.4988,3
9130,106.5515,26.4053,3
9131,106.583,26.4526,3
9132,106.6156,26.4018,3
9133,106.5516,26.4212,3
9134,106.5506,26.4051,3
9135,106.6434,26.4162,3
9136,106.6787,26.5936,3
9137,106.6195,26.3982,3
9138,106.5505,26.3916,3
9139,106.6346,26.3752,3
9140,106.6692,26.5049,3
9141,106.6635,26.4381,3
9142,106.6523,26.6436,3
9143,106.6157,26.3964,3
9144,106.6504,26.6284,3
9145,106.7105,26.581,3
9146,106.6245,26.385,3
9147,106.6861,26.3385,3
9148,106.608,26.4049,3
9149,106.6504,26.6283,3
9150,106.6245,26.4057,3
9151,106.6785,26.5784,3
9152,106.6504,26.6298,3
9153,106.5519,26.4214,3
9154,106.5519,26.4073,3
9155,106.7062,26.5855,3
9156,106.5506,26.4042,3
9157,106.6785,26.5945,3
9158,106.6565,26.4144,3
9159,106.5817,26.4089,3
9160,106.582,26.4087,3
9161,106.6523,26.6435,3
9162,106.5506,26.3867,3
9163,106.6157,26.4019,3
9164,106.5804,26.4509,3
9165,106.6651,26.439,3
9166,106.5505,26.585,3
9167,106.665,26.5813,3
9168,106.686,26.3389,3
9169,106.6522,26.6871,3
9170,106.686,26.3387,3
9171,106.509,26.3543,3
9172,106.666,26.5376,3
9173,106.6244,26.6847,3
9174,106.6077,26.4717,3
9175,106.5503,26.418,3
9176,106.5521,26.4219,3
9177,106.5511,26.4045,3
9178,106.5096,26.3839,3
9179,106.5521,26.4055,3
9180,106.5521,26.4221,3
9181,106.5822,26.452,3
9182,106.6728,26.5043,3
9183,106.5503,26.4077,3
9184,106.5503,26.4054,3
9185,106.5503,26.4049,3
9186,106.5511,26.3915,3
9187,106.5803,26.4092,3
9188,106.666,26.5378,3
9189,106.6504,26.6279,3
9190,106.6564,26.6672,3
9191,106.6692,26.505,3
9192,106.6077,26.4767,3
9193,106.6867,26.3349,3
9194,106.6522,26.687,3
9195,106.6692,26.5051,3
9196,106.5803,26.4093,3
9197,106.6077,26.4765,3
9198,106.4516,26.3831,3
9199,106.5094,26.3831,3
9200,106.5511,26.3866,3
9201,106.5822,26.4087,3
9202,106.6603,26.6206,3
9203,106.5026,26.4897,3
9204,106.6157,26.4082,3
9205,106.6195,26.403,3
9206,106.6569,26.4254,3
9207,106.674,26.4365,3
9208,106.6382,26.6079,3
9209,106.6669,26.4083,3
9210,106.5508,26.4194,3
9211,106.6382,26.6078,3
9212,106.551,26.4045,3
9213,106.5508,26.4192,3
9214,106.6723,26.4348,3
9215,106.6078,26.4048,3
9216,106.6433,26.6266,3
9217,106.4975,26.3576,3
9218,106.6245,26.6881,3
9219,106.6523,26.6429,3
9220,106.5508,26.4043,3
9221,106.6433,26.6385,3
9222,106.608,26.4678,3
9223,106.6382,26.6121,3
9224,106.6678,26.4242,3
9225,106.6661,26.4056,3
9226,106.6723,26.4351,3
9227,106.6157,26.482,3
9228,106.6248,26.4889,3
9229,106.6565,26.6673,3
9230,106.5509,26.4192,3
9231,106.4975,26.358,3
9232,106.5818,26.4089,3
9233,106.6158,26.3742,3
9234,106.6565,26.6667,3
9235,106.6861,26.3382,3
9236,106.5806,26.4092,3
9237,106.6196,26.3799,3
9238,106.5818,26.4516,3
9239,106.5818,26.4517,3
9240,106.6246,26.4046,3
9241,106.5817,26.4517,3
9242,106.6078,26.4018,3
9243,106.6861,26.3352,3
9244,106.6245,26.4885,3
9245,106.6629,26.5574,3
9246,106.6245,26.4887,3
9247,106.6523,26.6433,3
9248,106.6866,26.3371,3
9249,106.5519,26.4051,3
9250,106.5519,26.4054,3
9251,106.7072,26.5811,3
9252,106.666,26.5389,3
9253,106.6504,26.6301,3
9254,106.6346,26.3749,3
9255,106.6565,26.425,3
9256,106.551,26.4197,3
9257,106.5095,26.3841,3
9258,106.5095,26.3842,3
9259,106.4564,26.3578,3
9260,106.6431,26.3919,3
9261,106.6159,26.3962,3
9262,106.4561,26.3577,3
9263,106.6604,26.4279,3
9264,106.5819,26.4089,3
9265,106.5805,26.4511,3
9266,106.5507,26.4192,3
9267,106.6504,26.6304,3
9268,106.6157,26.4087,3
9269,106.5805,26.4092,3
9270,106.6568,26.4253,3
9271,106.5819,26.4516,3
9272,106.6568,26.4212,3
9273,106.4976,26.3517,3
9274,106.5819,26.4517,3
9275,106.5507,26.4043,3
9276,106.6504,26.6312,3
9277,106.6504,26.6313,3
9278,106.5521,26.4223,3
9279,106.5521,26.4486,3
9280,106.6244,26.6241,3
9281,106.6669,26.408,3
9282,106.5498,26.3867,3
9283,106.5524,26.4226,3
9284,106.5827,26.4088,3
9285,106.6504,26.4184,3
9286,106.6196,26.403,3
9287,106.6635,26.3671,3
9288,106.6692,26.613,3
9289,106.5497,26.4168,3
9290,106.4908,26.4541,3
9291,106.5524,26.4228,3
9292,106.6429,26.6267,3
9293,106.6246,26.4887,3
9294,106.6081,26.4013,3
9295,106.6523,26.6444,3
9296,106.4608,26.3582,3
9297,106.6692,26.6128,3
9298,106.5524,26.4053,3
9299,106.6566,26.4213,3
9300,106.665,26.5614,3
9301,106.5498,26.4169,3
9302,106.6077,26.4019,3
9303,106.6346,26.3829,3
9304,106.5498,26.4034,3
9305,106.6433,26.4163,3
9306,106.674,26.5704,3
9307,106.6635,26.4404,3
9308,106.6314,26.3829,3
9309,106.5827,26.4087,3
9310,106.5523,26.4227,3
9311,106.5801,26.4093,3
9312,106.58,26.4509,3
9313,106.5524,26.3911,3
9314,106.5497,26.4166,3
9315,106.5828,26.4088,3
9316,106.5828,26.4522,3
9317,106.5495,26.4163,3
9318,106.6605,26.4992,3
9319,106.6603,26.4133,3
9320,106.6431,26.6262,3
9321,106.6569,26.4252,3
9322,106.6729,26.4491,3
9323,106.665,26.5438,3
9324,106.5495,26.4162,3
9325,106.6158,26.4082,3
9326,106.5815,26.4088,3
9327,106.6287,26.492,3
9328,106.6604,26.4133,3
9329,106.6569,26.4253,3
9330,106.5495,26.4047,3
9331,106.583,26.4525,3
9332,106.6332,26.3699,3
9333,106.4614,26.3585,3
9334,106.6859,26.34,3
9335,106.6505,26.4183,3
9336,106.6523,26.6446,3
9337,106.4908,26.4425,3
9338,106.5497,26.4034,3
9339,106.6784,26.5952,3
9340,106.6692,26.6133,3
9341,106.5525,26.4233,3
9342,106.6786,26.5784,3
9343,106.5496,26.4162,3
9344,106.6864,26.3374,3
9345,106.618,26.4026,3
9346,106.6523,26.6447,3
9347,106.5807,26.4091,3
9348,106.6717,26.4961,3
9349,106.6522,26.6431,3
9350,106.6869,26.338,3
9351,106.6734,26.5109,3
9352,106.6243,26.4118,3
9353,106.6718,26.4336,3
9354,106.6078,26.4681,3
9355,106.5501,26.4174,3
9356,106.6196,26.3873,3
9357,106.5511,26.4199,3
9358,106.5824,26.4087,3
9359,106.666,26.6433,3
9360,106.5517,26.4211,3
9361,106.6504,26.6314,3
9362,106.5802,26.4092,3
9363,106.643,26.4927,3
9364,106.5501,26.4049,3
9365,106.6564,26.4144,3
9366,106.5824,26.4088,3
9367,106.4599,26.3581,3
9368,106.5816,26.4089,3
9369,106.6605,26.4133,3
9370,106.665,26.5617,3
9371,106.7068,26.4354,3
9372,106.6345,26.375,3
9373,106.6692,26.5631,3
9374,106.6244,26.4884,3
9375,106.4586,26.3581,3
9376,106.6244,26.4064,3
9377,106.6244,26.4063,3
9378,106.6077,26.4715,3
9379,106.6511,26.6762,3
9380,106.5502,26.4177,3
9381,106.5502,26.4077,3
9382,106.6734,26.5107,3
9383,106.665,26.5622,3
9384,106.6564,26.4247,3
9385,106.5522,26.4052,3
9386,106.6605,26.428,3
9387,106.55,26.4173,3
9388,106.6869,26.3379,3
9389,106.6243,26.4885,3
9390,106.6505,26.6274,3
9391,106.643,26.4924,3
9392,106.6159,26.4773,3
9393,106.6246,26.412,3
9394,106.6869,26.3347,3
9395,106.5499,26.4173,3
9396,106.5826,26.4088,3
9397,106.55,26.3868,3
9398,106.6717,26.506,3
9399,106.6869,26.3366,3
9400,106.6692,26.6124,3
9401,106.6869,26.3367,3
9402,106.5499,26.4035,3
9403,106.5097,26.4389,3
9404,106.6286,26.6857,3
9405,106.6522,26.644,3
9406,106.7067,26.5066,3
9407,106.6077,26.4051,3
9408,106.6651,26.5243,3
9409,106.5517,26.4054,3
9410,106.494,26.4621,3
9411,106.5517,26.4049,3
9412,106.6523,26.4186,3
9413,106.6661,26.4994,3
9414,106.5801,26.4509,3
9415,106.6651,26.4244,3
9416,106.5523,26.4052,3
9417,106.611,26.3961,3
9418,106.608,26.4769,3
9419,106.6535,26.6221,3
9420,106.5825,26.452,3
9421,106.6505,26.6265,3
9422,106.5809,26.4511,3
9423,106.6021,26.4695,3
9424,106.6783,26.5103,3
9425,106.7109,26.4904,3
9426,106.6147,26.3745,3
9427,106.546,26.387,3
9428,106.546,26.3868,3
9429,106.6553,26.6686,3
9430,106.6066,26.4018,3
9431,106.546,26.3864,3
9432,106.546,26.3863,3
9433,106.546,26.3862,3
9434,106.4934,26.4604,3
9435,106.6553,26.665,3
9436,106.6497,26.4454,3
9437,106.546,26.3854,3
9438,106.5867,26.4096,3
9439,106.546,26.3849,3
9440,106.546,26.3847,3
9441,106.6293,26.4922,3
9442,106.5115,26.3988,3
9443,106.546,26.3842,3
9444,106.6146,26.4815,3
9445,106.6066,26.39,3
9446,106.5866,26.4559,3
9447,106.546,26.3884,3
9448,106.623,26.4046,3
9449,106.6536,26.4208,3
9450,106.6666,26.3478,3
9451,106.5864,26.4558,3
9452,106.476,26.3628,3
9453,106.5865,26.3623,3
9454,106.6293,26.412,3
9455,106.6696,26.4242,3
9456,106.4761,26.3533,3
9457,106.6066,26.4692,3
9458,106.5865,26.456,3
9459,106.6293,26.4122,3
9460,106.6662,26.4994,3
9461,106.546,26.391,3
9462,106.5114,26.3832,3
9463,106.6066,26.4684,3
9464,106.6333,26.3829,3
9465,106.653,26.4989,3
9466,106.6497,26.6177,3
9467,106.6333,26.383,3
9468,106.6312,26.4928,3
9469,106.6443,26.6232,3
9470,106.546,26.3839,3
9471,106.4904,26.4425,3
9472,106.6231,26.3856,3
9473,106.6496,26.6265,3
9474,106.4923,26.4421,3
9475,106.7207,26.5492,3
9476,106.5869,26.3629,3
9477,106.6444,26.4166,3
9478,106.6649,26.4018,3
9479,106.5869,26.4097,3
9480,106.4767,26.353,3
9481,106.6779,26.606,3
9482,106.6743,26.5061,3
9483,106.5459,26.3838,3
9484,106.6199,26.3868,3
9485,106.623,26.3817,3
9486,106.4767,26.36,3
9487,106.6444,26.4934,3
9488,106.5458,26.4041,3
9489,106.6293,26.6798,3
9490,106.6696,26.5056,3
9491,106.6649,26.4014,3
9492,106.6731,26.4399,3
9493,106.5458,26.3851,3
9494,106.5459,26.3855,3
9495,106.5459,26.3857,3
9496,106.623,26.4045,3
9497,106.5459,26.3879,3
9498,106.6672,26.4998,3
9499,106.623,26.4038,3
9500,106.4764,26.3637,3
9501,106.6536,26.6205,3
9502,106.6649,26.4129,3
9503,106.5459,26.3888,3
9504,106.6649,26.4127,3
9505,106.4904,26.4368,3
9506,106.5459,26.3883,3
9507,106.6553,26.4988,3
9508,106.6519,26.6419,3
9509,106.6333,26.493,3
9510,106.5459,26.3874,3
9511,106.5459,26.3871,3
9512,106.6065,26.4689,3
9513,106.6519,26.642,3
9514,106.6496,26.6725,3
9515,106.6339,26.4931,3
9516,106.5459,26.386,3
9517,106.7155,26.6121,3
9518,106.5113,26.4054,3
9519,106.4759,26.3631,3
9520,106.5102,26.395,3
9521,106.6554,26.6871,3
9522,106.6536,26.4164,3
9523,106.475,26.3617,3
9524,106.7408,26.4047,3
9525,106.6667,26.4996,3
9526,106.4751,26.3611,3
9527,106.6498,26.6174,3
9528,106.6148,26.4816,3
9529,106.5462,26.393,3
9530,106.6512,26.4186,3
9531,106.7407,26.4047,3
9532,106.6498,26.6204,3
9533,106.4752,26.3611,3
9534,106.7407,26.4046,3
9535,106.6292,26.4922,3
9536,106.705,26.501,3
9537,106.5862,26.3617,3
9538,106.6313,26.3521,3
9539,106.5462,26.3914,3
9540,106.6743,26.4274,3
9541,106.663,26.4352,3
9542,106.6498,26.6203,3
9543,106.5463,26.3913,3
9544,106.5111,26.3545,3
9545,106.5463,26.3934,3
9546,106.6636,26.4404,3
9547,106.7051,26.4363,3
9548,106.5861,26.4096,3
9549,106.6068,26.3905,3
9550,106.6443,26.4933,3
9551,106.5463,26.4047,3
9552,106.5861,26.4554,3
9553,106.6628,26.3813,3
9554,106.5463,26.3936,3
9555,106.653,26.42,3
9556,106.6677,26.3412,3
9557,106.4748,26.3616,3
9558,106.6555,26.4147,3
9559,106.7409,26.4046,3
9560,106.6232,26.4042,3
9561,106.4749,26.3616,3
9562,106.4749,26.3648,3
9563,106.6232,26.404,3
9564,106.6636,26.4411,3
9565,106.6498,26.6263,3
9566,106.7158,26.6122,3
9567,106.5462,26.3904,3
9568,106.652,26.4192,3
9569,106.6231,26.4034,3
9570,106.4757,26.3625,3
9571,106.7403,26.6245,3
9572,106.6716,26.5651,3
9573,106.5024,26.4791,3
9574,106.6554,26.4985,3
9575,106.5461,26.3901,3
9576,106.652,26.4989,3
9577,106.5461,26.3897,3
9578,106.6743,26.4339,3
9579,106.6348,26.3828,3
9580,106.6148,26.3897,3
9581,106.6067,26.4028,3
9582,106.6148,26.3746,3
9583,106.6067,26.4018,3
9584,106.6348,26.383,3
9585,106.6497,26.6736,3
9586,106.6512,26.4188,3
9587,106.5461,26.3884,3
9588,106.6497,26.6724,3
9589,106.6292,26.686,3
9590,106.5864,26.3619,3
9591,106.6611,26.4286,3
9592,106.6611,26.4123,3
9593,106.5863,26.3598,3
9594,106.5462,26.3902,3
9595,106.4754,26.3624,3
9596,106.6067,26.4697,3
9597,106.5462,26.3899,3
9598,106.5462,26.3898,3
9599,106.6636,26.4419,3
9600,106.5462,26.3896,3
9601,106.5862,26.4554,3
9602,106.5862,26.4556,3
9603,106.6148,26.4084,3
9604,106.5461,26.3915,3
9605,106.6198,26.4842,3
9606,106.6333,26.3708,3
9607,106.5863,26.4095,3
9608,106.663,26.4356,3
9609,106.653,26.4201,3
9610,106.5461,26.3922,3
9611,106.6716,26.5652,3
9612,106.4756,26.3625,3
9613,106.5461,26.3916,3
9614,106.5871,26.3631,3
9615,106.5458,26.3847,3
9616,106.4768,26.3599,3
9617,106.663,26.5565,3
9618,106.5882,26.3649,3
9619,106.6294,26.6859,3
9620,106.6228,26.4044,3
9621,106.6648,26.5769,3
9622,106.6518,26.6863,3
9623,106.544,26.4098,3
9624,106.6495,26.4178,3
9625,106.6628,26.3784,3
9626,106.6182,26.4831,3
9627,106.544,26.3805,3
9628,106.6334,26.3679,3
9629,106.6142,26.4814,3
9630,106.4783,26.355,3
9631,106.5882,26.4102,3
9632,106.4783,26.3631,3
9633,106.6637,26.4374,3
9634,106.4783,26.3633,3
9635,106.4784,26.3518,3
9636,106.6061,26.4691,3
9637,106.6447,26.4934,3
9638,106.6228,26.4108,3
9639,106.6228,26.4109,3
9640,106.4785,26.3552,3
9641,106.6062,26.4027,3
9642,106.6062,26.4036,3
9643,106.6778,26.6056,3
9644,106.5444,26.4097,3
9645,106.5879,26.41,3
9646,106.6519,26.3873,3
9647,106.4779,26.3545,3
9648,106.6778,26.5997,3
9649,106.6062,26.4034,3
9650,106.5443,26.3876,3
9651,106.5443,26.3809,3
9652,106.6518,26.6867,3
9653,106.6446,26.4933,3
9654,106.588,26.4574,3
9655,106.6518,26.687,3
9656,106.5881,26.41,3
9657,106.5442,26.3876,3
9658,106.6637,26.433,3
9659,106.5442,26.3806,3
9660,106.6518,26.6868,3
9661,106.4923,26.4573,3
9662,106.6312,26.3518,3
9663,106.5882,26.4578,3
9664,106.6496,26.4989,3
9665,106.5435,26.3808,3
9666,106.663,26.5575,3
9667,106.4787,26.3629,3
9668,106.5884,26.458,3
9669,106.7151,26.5903,3
9670,106.5435,26.3927,3
9671,106.606,26.4747,3
9672,106.7041,26.5809,3
9673,106.7151,26.5785,3
9674,106.6697,26.6209,3
9675,106.4902,26.5339,3
9676,106.6648,26.5618,3
9677,106.6676,26.5,3
9678,106.5434,26.41,3
9679,106.6778,26.5069,3
9680,106.4902,26.5338,3
9681,106.5885,26.4102,3
9682,106.5434,26.3876,3
9683,106.6494,26.6204,3
9684,106.6227,26.4867,3
9685,106.6676,26.4999,3
9686,106.5884,26.4102,3
9687,106.6142,26.4082,3
9688,106.6294,26.6861,3
9689,106.5437,26.3804,3
9690,106.5437,26.4099,3
9691,106.6778,26.5773,3
9692,106.5437,26.3927,3
9693,106.6648,26.5621,3
9694,106.6494,26.6726,3
9695,106.6778,26.5772,3
9696,106.5437,26.3809,3
9697,106.5437,26.3808,3
9698,106.5437,26.3807,3
9699,106.5437,26.3803,3
9700,106.4786,26.3553,3
9701,106.6648,26.5619,3
9702,106.663,26.5571,3
9703,106.5436,26.4108,3
9704,106.5436,26.4099,3
9705,106.5883,26.4576,3
9706,106.6494,26.6725,3
9707,106.5436,26.3877,3
9708,106.4786,26.3515,3
9709,106.5436,26.3809,3
9710,106.5878,26.4572,3
9711,106.6744,26.4278,3
9712,106.5445,26.3925,3
9713,106.5119,26.3981,3
9714,106.4903,26.4522,3
9715,106.6199,26.4728,3
9716,106.5455,26.3873,3
9717,106.5455,26.3829,3
9718,106.5455,26.3827,3
9719,106.6519,26.6405,3
9720,106.5455,26.3823,3
9721,106.6637,26.3959,3
9722,106.6662,26.6118,3
9723,106.6512,26.4989,3
9724,106.4771,26.3638,3
9725,106.5119,26.3983,3
9726,106.5119,26.3984,3
9727,106.6199,26.4842,3
9728,106.6229,26.4043,3
9729,106.6063,26.4692,3
9730,106.6495,26.6733,3
9731,106.6445,26.4932,3
9732,106.5875,26.3641,3
9733,106.5452,26.4095,3
9734,106.7388,26.5656,3
9735,106.5456,26.3827,3
9736,106.5878,26.457,3
9737,106.6064,26.4049,3
9738,106.5458,26.3843,3
9739,106.5458,26.384,3
9740,106.4769,26.3534,3
9741,106.6519,26.6412,3
9742,106.5871,26.4098,3
9743,106.477,26.3535,3
9744,106.6349,26.3767,3
9745,106.6229,26.4112,3
9746,106.6496,26.4988,3
9747,106.6064,26.4034,3
9748,106.6496,26.4181,3
9749,106.5872,26.3632,3
9750,106.5457,26.3827,3
9751,106.6649,26.3679,3
9752,106.6374,26.4927,3
9753,106.5456,26.4094,3
9754,106.5872,26.4099,3
9755,106.4771,26.3528,3
9756,106.6229,26.4103,3
9757,106.6444,26.6233,3
9758,106.6779,26.5072,3
9759,106.6731,26.5069,3
9760,106.4773,26.3538,3
9761,106.4777,26.3521,3
9762,106.5876,26.4098,3
9763,106.5449,26.3924,3
9764,106.512,26.3982,3
9765,106.6445,26.6239,3
9766,106.6063,26.3893,3
9767,106.5876,26.4572,3
9768,106.6445,26.624,3
9769,106.6552,26.423,3
9770,106.5448,26.3924,3
9771,106.6552,26.4213,3
9772,106.6229,26.404,3
9773,106.6697,26.4237,3
9774,106.5877,26.457,3
9775,106.5447,26.3925,3
9776,106.6519,26.4193,3
9777,106.6294,26.4923,3
9778,106.653,26.6234,3
9779,106.5447,26.3811,3
9780,106.5878,26.4099,3
9781,106.5446,26.3813,3
9782,106.4776,26.3635,3
9783,106.6063,26.4033,3
9784,106.5876,26.3643,3
9785,106.545,26.3819,3
9786,106.5452,26.3823,3
9787,106.6349,26.3779,3
9788,106.7387,26.5657,3
9789,106.6199,26.4843,3
9790,106.6495,26.6725,3
9791,106.5452,26.3818,3
9792,106.6063,26.4688,3
9793,106.4776,26.3524,3
9794,106.5451,26.3924,3
9795,106.5875,26.41,3
9796,106.6779,26.507,3
9797,106.6536,26.6527,3
9798,106.5451,26.3819,3
9799,106.6182,26.4027,3
9800,106.6229,26.3863,3
9801,106.6624,26.499,3
9802,106.545,26.4095,3
9803,106.5875,26.457,3
9804,106.512,26.3549,3
9805,106.6695,26.477,3
9806,106.5109,26.3546,3
9807,106.5464,26.3923,3
9808,106.5851,26.3593,3
9809,106.6072,26.4758,3
9810,106.585,26.4543,3
9811,106.6152,26.4087,3
9812,106.5473,26.4103,3
9813,106.7163,26.6098,3
9814,106.5473,26.4101,3
9815,106.585,26.4545,3
9816,106.5473,26.4097,3
9817,106.6677,26.6211,3
9818,106.6441,26.4165,3
9819,106.6742,26.4342,3
9820,106.6559,26.688,3
9821,106.5473,26.4085,3
9822,106.5851,26.3603,3
9823,106.5473,26.4079,3
9824,106.5473,26.4078,3
9825,106.5473,26.4077,3
9826,106.5473,26.4075,3
9827,106.5473,26.4074,3
9828,106.6521,26.6422,3
9829,106.6501,26.6747,3
9830,106.6238,26.4116,3
9831,106.5473,26.4069,3
9832,106.6878,26.3383,3
9833,106.5474,26.4027,3
9834,106.5474,26.4024,3
9835,106.5474,26.4019,3
9836,106.5474,26.401,3
9837,106.4686,26.3585,3
9838,106.5474,26.4008,3
9839,106.6347,26.4929,3
9840,106.5849,26.3599,3
9841,106.6186,26.3885,3
9842,106.4907,26.4354,3
9843,106.6627,26.4348,3
9844,106.6521,26.6428,3
9845,106.5474,26.3997,3
9846,106.6878,26.4424,3
9847,106.5474,26.3994,3
9848,106.6502,26.4183,3
9849,106.6288,26.492,3
9850,106.6288,26.4921,3
9851,106.5474,26.399,3
9852,106.5474,26.3987,3
9853,106.5473,26.407,3
9854,106.6072,26.4706,3
9855,106.5472,26.4093,3
9856,106.7205,26.5269,3
9857,106.6289,26.3832,3
9858,106.6742,26.4359,3
9859,106.6535,26.6538,3
9860,106.6071,26.4758,3
9861,106.5473,26.3991,3
9862,106.5473,26.3989,3
9863,106.5852,26.6248,3
