road,value,avgVhlSpd,mileage_km,vin
G,11494,74.2,2287.93,LFB1E6073KJB05644
O,11492,25.44,2208.14,LFB1E6075KJB11445
G,11489,57.59,5861.91,LFB1E6074KJB05264
S,11488,49,1526.31,LFB1E6674KJB10309
O,11488,25.66,3603.61,LFB1E6075KJB09033
O,11485,28.97,9642.18,LFB1E607XKJB07746
G,11483,51.65,1598.94,LFB1E6675KJB06088
G,11483,89.76,2864.03,LFB1E6079KJB08113
O,11482,28.04,8653.22,LFB1E6075KJB08173
O,11481,27.89,825.89,LFB1E6671KJB03866
O,11480,29.31,1251.65,LFB1E6074KJB07659
O,11479,25.46,769.14,LFB1E6076KJB05234
O,11471,16.35,693.57,LFB1E6072KJB04842
S,11468,43.22,1373.53,LFB1E6670KJB09044
O,11466,24.82,2648.44,LFB1E6674KJB06471
G,11464,59.26,2189.28,LFB1E6671KJB03785
O,11463,32.59,1078.91,LFB1E6675KJB07807
S,11456,45.59,1648.51,LFB1E6678KJB02178
G,11450,81.33,3153.74,LFB1E6673KJB03657
G,11444,69.27,2219.78,LFB1E6671KJB05214
G,11443,60.49,3547.75,LFB1E6676KJB09792
S,11442,52.13,1640.18,LFB1E6077KJB07381
O,11441,34.9,1472.75,LFB1E6676KJB11154
O,11439,23.96,739.68,LFB1E6675KJB09623
G,11429,62.16,1967.42,LFB1E6071KJB06341
O,11428,29.29,839.86,LFB1E6079KJB03686
O,11427,25.33,2459.61,LFB1E6671KJB08467
G,11426,69.6,2218.94,LFB1E6673KJB10821
O,11426,19.8,15742.63,LFB1E6678KJB06473
G,11424,80.06,2518.15,LFB1E6076KJB05959
G,11423,67.32,2340.8,LFB1E6076KJB06030
O,11422,31.47,968.33,LFB1E6678KJB11804
O,11416,25.28,1096.48,LFB1E6077KJB07378
O,11414,21.3,639.5,LFB1E6076KJB11762
O,11412,30.67,953.98,LFB1E6678KJB08062
S,11412,48.33,1531.02,LFB1E6072KJB05506
O,11411,27.93,938.92,LFB1E6678KJB15304
O,11411,29.17,918.44,LFB1E6673KJB11712
O,11407,29.9,1470.03,LFB1E6674KJB03036
S,11407,45.72,1425.32,LFB1E6679KJB05204
O,11406,49.94,2267.53,LFB1E6676KJB08254
S,11405,48.6,1668.05,LFB1E6074KJB06348
O,11405,34.73,1184.93,LFB1E6671KJB13426
O,11405,24.83,786.9,LFB1E6072KJB06770
O,11401,25.6,6101.83,LFB1E6072KJB12309
O,11396,26.42,812.4,LFB1E6670KJB06449
G,11394,39.08,1198.23,LFB1E6072KJB04985
O,11393,23.05,768.01,LFB1E6071KJB08848
S,11393,103.49,3167.81,LFB1E667XKJB05308
O,11390,33.64,1140.91,LFB1E6070KJB08338
G,11388,75.14,2351.36,LFB1E6675KJB03076
O,11387,23.81,9374,LFB1E6076KJB08389
O,11385,23.15,873.76,LFB1E6672KJB03553
O,11385,37.3,3018.01,LFB1E6671KJB09294
S,11385,34.18,9965.42,LFB1E6674KJB02145
O,11385,28.79,6692.77,LFB1E6074KJB04079
O,11385,26.91,3601.47,LFB1E6673KJB07577
G,11384,63.54,1930.95,LFB1E6074KJB05068
O,11382,25.83,847.08,LFB1E6077KJB08384
S,11380,35.88,1144.9,LFB1E6677KJB13723
O,11378,33.68,1131.51,LFB1E607XKJB07598
O,11378,35.76,1118.05,LFB1E6670KJB10176
O,11377,26.87,1133.39,LFB1E6675KJB07127
G,11374,82.87,2572.19,LFB1E6676KJB06262
G,11373,74.32,2348.95,LFB1E6076KJB05587
R,11372,39.52,1412.43,LFB1E6075KJB05936
O,11369,18.68,597.07,LFB1E6678KJB04688
O,11369,29.88,887.66,LFB1E6077KJB08532
S,11368,60.98,1909.39,LFB1E6073KJB07331
S,11366,49.92,2788.5,LFB1E6070KJB06198
O,11366,21.88,21136.35,LFB1E6073KJB07247
O,11364,22.05,691.04,LFB1E6076KJB08103
G,11362,81.69,2671.45,LFB1E6679KJB07776
O,11360,31.48,1547.4,LFB1E6674KJB10942
O,11358,25.07,778.96,LFB1E667XKJB11786
O,11356,35.36,1203,LFB1E6079KJB07544
S,11356,49.79,1662.29,LFB1E6678KJB04142
O,11353,35.16,2287.29,LFB1E6671KJB03351
O,11353,27.82,948.02,LFB1E6076KJB10465
S,11352,43.35,1336.62,LFB1E6075KJB07914
O,11351,29.61,897.68,LFB1E6075KJB08335
O,11351,34.47,3212.75,LFB1E6679KJB04070
O,11347,22.49,682.73,LFB1E6675KJB10576
O,11342,31.55,930.48,LFB1E6678KJB12614
G,11339,53.9,1691.9,LFB1E6676KJB06021
O,11337,30.85,1002.68,LFB1E6070KJB09599
O,11334,29.17,1118.01,LFB1E667XKJB03302
S,11333,65.95,2073.16,LFB1E6074KJB06785
O,11329,26.06,991.43,LFB1E6673KJB05036
O,11323,24.74,999.73,LFB1E6676KJB08836
O,11322,34.81,1505.94,LFB1E6672KJB08025
S,11321,39.13,1245,LFB1E6673KJB07045
O,11320,24.01,854.43,LFB1E6077KJB09065
S,11319,31.41,996.94,LFB1E667XKJB02621
O,11319,29.91,1116.98,LFB1E6073KJB08995
O,11309,32.01,1560.68,LFB1E6076KJB07663
S,11308,45.24,1424.51,LFB1E6679KJB07082
O,11307,22.6,691.4,LFB1E6072KJB10754
O,11305,31.57,15374.51,LFB1E6676KJB07010
G,11304,50.36,1570.75,LFB1E6072KJB04694
O,11302,26.16,15984.4,LFB1E6678KJB03072
O,11301,27.47,1052.07,LFB1E6679KJB15005
O,11301,27.48,6471.7,LFB1E6672KJB08400
G,11297,50.7,1526.61,LFB1E6676KJB06097
O,11292,33.53,1967.07,LFB1E6074KJB05376
O,11290,25.44,747.86,LFB1E667XKJB06989
G,11288,52.02,1538.39,LFB1E6077KJB04707
G,11287,84.98,2743.76,LFB1E6679KJB06059
O,11286,25.84,792.26,LFB1E667XKJB13697
O,11284,28.05,2017.47,LFB1E6077KJB06621
O,11271,26.4,948.06,LFB1E6674KJB08642
S,11269,47.11,1390.58,LFB1E6670KJB02675
O,11268,29.51,857.71,LFB1E6070KJB06136
O,11267,38.46,1245.32,LFB1E6676KJB08125
O,11264,36.69,2424.04,LFB1E6071KJB04590
O,11263,28.29,5491.04,LFB1E6677KJB09719
O,11259,29.22,964.96,LFB1E6077KJB09678
O,11259,22.52,761.64,LFB1E6077KJB11575
O,11257,26,1458.02,LFB1E6070KJB05374
O,11254,28.85,937.02,LFB1E6673KJB09023
O,11251,24.69,721.83,LFB1E6073KJB09032
O,11250,34.3,1056.83,LFB1E6077KJB06974
G,11248,78.3,2470.26,LFB1E6679KJB03341
O,11245,34.95,10467.01,LFB1E6070KJB04645
S,11242,38.13,1192.35,LFB1E6675KJB05460
O,11241,29.51,2638.83,LFB1E6074KJB07192
O,11241,29.72,1141.86,LFB1E6076KJB06271
S,11233,31.42,976.95,LFB1E6071KJB07859
O,11232,28.31,854.55,LFB1E607XKJB09061
O,11228,31.22,3219.03,LFB1E6670KJB03387
S,11227,53.09,1647.97,LFB1E6071KJB09126
O,11227,24.08,718.13,LFB1E6073KJB10004
G,11227,25.04,761.98,LFB1E6670KJB07441
O,11226,27.58,3470.39,LFB1E6079KJB10606
G,11224,46.95,1411.97,LFB1E6677KJB08957
O,11218,31,3028.09,LFB1E6079KJB06040
O,11217,27.47,1346.48,LFB1E6075KJB05399
S,11212,48.36,1584.82,LFB1E6676KJB05709
O,11212,34.93,12646.34,LFB1E6076KJB09364
O,11207,31.44,948.64,LFB1E6677KJB04598
G,11206,85.11,2638.48,LFB1E667XKJB04952
O,11205,37.1,5611.6,LFB1E607XKJB08346
O,11205,32.98,1007.15,LFB1E6674KJB11086
S,11204,56.68,1767.84,LFB1E6670KJB04216
O,11199,32.38,1087.63,LFB1E6672KJB12558
O,11196,31.34,954.18,LFB1E6079KJB08564
O,11195,24.82,758.29,LFB1E667XKJB10556
G,11195,70.6,2137.45,LFB1E6676KJB04379
O,11189,25.6,800.34,LFB1E6078KJB11424
O,11188,28.64,1011.77,LFB1E6079KJB08676
G,11186,75.74,2510.59,LFB1E607XKJB08007
O,11184,23.46,697.43,LFB1E6675KJB10898
O,11178,35.3,1693.16,LFB1E6678KJB10264
O,11177,30.53,938.55,LFB1E6678KJB11432
O,11172,28.34,823.62,LFB1E6671KJB11661
S,11170,42.21,1278.01,LFB1E6077KJB02794
O,11168,27.07,10747.41,LFB1E6679KJB07843
O,11165,26.68,1448.99,LFB1E6671KJB07612
O,11164,30.3,912.55,LFB1E6071KJB06856
G,11162,73.08,2299.92,LFB1E667XKJB07284
O,11162,30.44,920.76,LFB1E6079KJB07883
O,11161,29.81,876.95,LFB1E6072KJB11368
O,11160,22.7,7181.46,LFB1E6676KJB10005
S,11157,70.29,2195.9,LFB1E6072KJB06719
O,11156,27.35,968.39,LFB1E6674KJB07734
S,11151,50.35,1542.03,LFB1E6678KJB12760
O,11150,26.59,767.06,LFB1E6670KJB09397
O,11150,28.35,6926.94,LFB1E6678KJB08076
G,11138,80.58,2495.45,LFB1E6673KJB05652
O,11131,24.73,747.13,LFB1E6670KJB08105
O,11129,26.66,28470.54,LFB1E6670KJB06306
O,11124,22.77,1906.03,LFB1E6076KJB02320
O,11123,20.86,885.66,LFB1E6077KJB07686
O,11122,28.25,1014.64,LFB1E6077KJB07347
G,11120,50.69,1732.83,LFB1E6674KJB05417
O,11116,29.45,895.78,LFB1E6678KJB13696
O,11114,28.12,1457.61,LFB1E6679KJB07972
O,11114,23.82,746.23,LFB1E6679KJB09723
O,11113,35.98,1516.22,LFB1E6677KJB11566
O,11112,32.77,2520.37,LFB1E6672KJB07974
G,11112,51.78,1579.93,LFB1E6672KJB04217
G,11110,49.9,1506.4,LFB1E6676KJB04267
O,11110,18.63,600.17,LFB1E6673KJB05957
O,11108,43.92,26206.45,LFB1E6074KJB04017
O,11107,30.55,1021.03,LFB1E6078KJB10869
O,11106,39.7,13284.71,LFB1E6677KJB06447
O,11104,20.54,773.57,LFB1E6675KJB07824
O,11102,29.71,861.85,LFB1E6078KJB08362
O,11100,32.78,5864.33,LFB1E6676KJB08271
O,11098,25.5,736.39,LFB1E6670KJB09139
G,11097,46.43,1416.44,LFB1E6672KJB08249
G,11095,56.96,1783.72,LFB1E6674KJB02369
G,11093,57.17,1751.5,LFB1E607XKJB04622
O,11093,23.18,4841.32,LFB1E6671KJB08081
G,11086,39.33,2525.63,LFB1E6073KJB03988
O,11082,27.73,842.76,LFB1E6677KJB08313
S,11080,22.11,633.7,LFB1E607XKJB06029
O,11079,17.67,1879.11,LFB1E6077KJB07199
O,11079,27.23,4392.85,LFB1E6070KJB09988
O,11069,32.13,968.09,LFB1E6071KJB09126
O,11069,23.5,3383.19,LFB1E607XKJB08203
S,11067,61,2212,LFB1E6070KJB02247
S,11065,61.87,1928.17,LFB1E6672KJB04881
G,11064,81.74,2618.18,LFB1E607XKJB07083
G,11061,73.15,2242.81,LFB1E6672KJB09658
O,11058,26.51,1199.36,LFB1E667XKJB11500
O,11057,27.78,1508.57,LFB1E6670KJB10095
O,11057,37.02,1140.2,LFB1E6678KJB08806
O,11053,33.49,995.6,LFB1E6675KJB08634
O,11052,40.17,1217.82,LFB1E6078KJB11746
O,11049,33.67,1342.17,LFB1E6070KJB06976
O,11049,31.08,923.47,LFB1E6070KJB09361
G,11044,104.95,3229.11,LFB1E6075KJB07072
G,11043,79,2221.74,LFB1E6079KJB07365
O,11035,23.93,736.33,LFB1E6671KJB12535
O,11034,36.76,1062.77,LFB1E6076KJB06349
O,11033,24.08,723.95,LFB1E6679KJB12136
O,11027,36.68,1208.36,LFB1E6679KJB07633
G,11025,87.85,2687.3,LFB1E6073KJB07197
S,11024,41.33,8251.8,LFB1E6678KJB07543
G,11023,81.9,5752.24,LFB1E607XKJB03759
O,11021,28.59,939.16,LFB1E6675KJB09900
G,11019,53.55,2572.58,LFB1E6670KJB06113
O,11018,39.61,1203.78,LFB1E6076KJB09168
O,11018,35.09,15586.41,LFB1E6072KJB06879
O,11015,28,819.14,LFB1E6077KJB09244
O,11013,32.52,988.51,LFB1E6679KJB10550
S,11013,60.33,1882.38,LFB1E6671KJB04399
O,11012,32.7,1011.46,LFB1E6078KJB09057
O,11011,28.98,837.43,LFB1E6671KJB12194
G,11009,80.95,2537.63,LFB1E6078KJB02688
O,11007,28.62,860.32,LFB1E6672KJB03052
O,11006,34.04,1031.36,LFB1E6076KJB09672
O,11003,35.73,1124.04,LFB1E6073KJB05644
G,11000,62.84,13694.71,LFB1E6674KJB10309
S,11000,45.96,1353.03,LFB1E6076KJB04553
S,10988,21.59,655.29,LFB1E6671KJB07903
O,10986,34.63,1029.92,LFB1E6072KJB08003
S,10985,60.01,1735.69,LFB1E6677KJB04875
O,10981,33.95,1682.9,LFB1E6079KJB08404
O,10981,30.19,1224.27,LFB1E6077KJB10345
G,10979,90.81,5334.03,LFB1E6075KJB02227
O,10979,27.04,965.84,LFB1E6673KJB03738
G,10977,45.64,1385.22,LFB1E6671KJB08422
G,10977,71.33,2275.09,LFB1E6675KJB08066
O,10976,28.02,1488.15,LFB1E6074KJB05443
G,10975,34.97,1433.39,LFB1E607XKJB04832
G,10974,42.31,1624.09,LFB1E6073KJB03554
G,10972,75.18,13285.28,LFB1E6677KJB06240
G,10970,26.62,761.96,LFB1E6077KJB08594
O,10970,27.18,1800.44,LFB1E6670KJB05172
O,10968,26.54,945.2,LFB1E6671KJB07688
O,10964,36.96,11684.83,LFB1E6671KJB07433
O,10963,27.73,852.47,LFB1E6678KJB08028
S,10961,54.98,1598.11,LFB1E607XKJB01798
O,10960,26.87,785.01,LFB1E6073KJB09130
S,10957,61.27,1913.06,LFB1E6670KJB06001
O,10954,26.95,3630,LFB1E6078KJB08751
O,10952,28.92,3939.1,LFB1E6678KJB12340
S,10950,33.66,972.3,LFB1E607XKJB06970
O,10949,27.9,808.31,LFB1E6670KJB05642
R,10948,28.61,840.18,LFB1E6078KJB07194
O,10945,29.73,2896.24,LFB1E6677KJB08635
G,10943,83.95,2501.96,LFB1E6072KJB06574
O,10941,34.35,974.42,LFB1E6070KJB08808
O,10941,32.5,956.99,LFB1E6670KJB13286
G,10939,98.13,2992.36,LFB1E6076KJB07534
G,10937,90.53,3116.5,LFB1E6074KJB13882
G,10935,72.24,2098.02,LFB1E6077KJB05629
G,10934,54.54,1567.49,LFB1E6070KJB09537
S,10934,48.65,1383.82,LFB1E607XKJB05303
O,10933,30.41,909.67,LFB1E6071KJB07778
O,10932,31.59,2785.33,LFB1E607XKJB05138
O,10930,23.6,803.14,LFB1E6671KJB08162
O,10929,20.69,1204.77,LFB1E6079KJB03932
G,10928,86.72,2600.51,LFB1E6675KJB07113
O,10926,31.42,6775.67,LFB1E6072KJB09619
O,10925,27.16,2127.78,LFB1E6075KJB04690
S,10925,30.1,878.87,LFB1E6078KJB05476
O,10924,28.52,848.79,LFB1E6071KJB06923
O,10922,31.25,917.44,LFB1E6073KJB08916
O,10921,34.51,1646.92,LFB1E6675KJB12098
S,10916,38.49,1195.83,LFB1E607XKJB02272
G,10913,44.66,1237.07,LFB1E6674KJB04686
R,10911,35.18,2799.26,LFB1E667XKJB04367
O,10911,28.26,1413.97,LFB1E6676KJB10635
G,10909,57.66,1745.63,LFB1E6675KJB05152
G,10905,60.58,4841,LFB1E6677KJB08988
O,10904,32.02,924.35,LFB1E6679KJB07907
S,10900,29.26,850.72,LFB1E6674KJB07510
O,10897,20.86,618.34,LFB1E6672KJB10440
O,10895,23.89,753.33,LFB1E6670KJB09271
O,10894,30.79,897.84,LFB1E6070KJB12826
O,10887,39.73,1335.09,LFB1E6079KJB08550
G,10887,84.24,2556.98,LFB1E6079KJB08712
G,10886,79.15,2503.03,LFB1E6079KJB06961
G,10885,64.42,2005.83,LFB1E6072KJB05067
O,10881,30.68,825.19,LFB1E6077KJB07283
O,10873,23.68,700.64,LFB1E6071KJB09577
O,10870,31.67,957.32,LFB1E6677KJB13723
S,10866,41.64,1152.06,LFB1E667XKJB08483
S,10864,33,1001.64,LFB1E6078KJB07292
G,10862,61.47,1953.19,LFB1E607XKJB06967
O,10859,28.1,848.26,LFB1E6676KJB12837
O,10857,34.18,1031.14,LFB1E6077KJB05890
O,10852,32.57,1074.13,LFB1E6675KJB05538
S,10849,66.11,2198.47,LFB1E6078KJB06918
O,10847,32.64,1266.53,LFB1E6674KJB09547
O,10843,31.46,930.16,LFB1E6671KJB08422
G,10834,60.74,1897.84,LFB1E6670KJB08699
S,10833,36.81,1457.4,LFB1E6674KJB03344
O,10833,28.39,6190.32,LFB1E6075KJB08464
G,10832,60.38,1819.65,LFB1E6674KJB06793
S,10830,36.2,1047.1,LFB1E6674KJB05806
G,10829,59.36,2027.44,LFB1E6673KJB03089
O,10824,33.05,962.86,LFB1E6670KJB05687
G,10821,77.09,2323.43,LFB1E6675KJB04440
O,10821,24.89,8333.67,LFB1E6678KJB04111
O,10820,33.42,1241.14,LFB1E6078KJB10242
G,10818,87.1,2656.44,LFB1E6078KJB04313
O,10815,28.82,938.55,LFB1E6070KJB09344
G,10814,46.16,1363.07,LFB1E6671KJB09277
S,10814,48.48,1894.67,LFB1E6071KJB02600
O,10802,25.56,864.66,LFB1E6079KJB07561
G,10802,32.47,960.81,LFB1E6078KJB05199
O,10801,26.29,21092.13,LFB1E6672KJB07361
O,10798,28.17,831.19,LFB1E6077KJB07896
O,10797,20.73,608.95,LFB1E6073KJB06826
O,10796,19.83,547.12,LFB1E6072KJB10902
O,10790,33.06,947.96,LFB1E6074KJB07032
O,10782,30.33,5856.25,LFB1E6672KJB07845
O,10782,24.83,6471.99,LFB1E6073KJB07121
S,10781,32.29,3000.88,LFB1E6071KJB05271
O,10778,35.86,1004.58,LFB1E607XKJB08332
O,10778,35.55,1030.72,LFB1E6077KJB07316
O,10778,29.23,861.84,LFB1E6075KJB09209
G,10777,67.24,2230.9,LFB1E6679KJB03761
O,10777,24.58,671.98,LFB1E6670KJB11246
G,10777,54.11,1865.6,LFB1E6077KJB09163
O,10776,30.68,1562.66,LFB1E6670KJB10727
S,10774,57.98,2583.91,LFB1E6676KJB05189
O,10773,36.15,8404.45,LFB1E6670KJB12266
O,10770,33.48,1208.25,LFB1E6075KJB08108
O,10764,39.07,1077.63,LFB1E6072KJB08681
O,10761,39.12,3252.08,LFB1E6071KJB13693
O,10761,27.62,837.73,LFB1E6075KJB06973
O,10761,34.48,1240.72,LFB1E6072KJB07689
O,10760,23.61,3639.58,LFB1E6676KJB08030
O,10760,28.34,850.78,LFB1E6071KJB07389
G,10759,68.08,2039.91,LFB1E6673KJB05389
G,10758,72.28,3541.27,LFB1E6075KJB06164
O,10758,23.97,3422.98,LFB1E6675KJB09041
O,10755,30.15,884.65,LFB1E6071KJB11894
O,10752,28.78,839.6,LFB1E6673KJB10186
O,10751,27.42,828.36,LFB1E6671KJB10705
R,10751,45.84,1344.44,LFB1E6675KJB06012
G,10750,84.45,2423.48,LFB1E667XKJB05910
O,10749,36.54,1469.71,LFB1E6676KJB05550
O,10744,32.7,2679.06,LFB1E6071KJB12334
O,10743,34.23,6291.8,LFB1E6676KJB07993
O,10740,28.45,1135.44,LFB1E607XKJB08119
O,10739,32.3,1290.51,LFB1E6672KJB07988
O,10737,22.09,604.98,LFB1E6678KJB09390
O,10733,19.56,568.44,LFB1E6679KJB12945
G,10729,61.19,1807.61,LFB1E6675KJB08519
G,10728,62.75,1944.53,LFB1E6673KJB09796
O,10727,35.44,1082.37,LFB1E6676KJB09971
O,10720,25.22,743,LFB1E6078KJB07423
O,10719,30.62,982.21,LFB1E6075KJB10103
G,10718,66.47,1997.11,LFB1E607XKJB10694
O,10717,35.86,3177.78,LFB1E6079KJB13778
S,10712,54.87,1626.74,LFB1E6076KJB07436
O,10711,27.97,811.49,LFB1E6070KJB09845
O,10706,22.28,3181.36,LFB1E6074KJB10271
O,10703,28.3,829.43,LFB1E6673KJB12357
R,10700,49.38,1449.19,LFB1E6674KJB08737
G,10699,84.34,2368.94,LFB1E6076KJB09591
O,10698,31.01,1122.95,LFB1E6075KJB08612
O,10697,23.29,1374.14,LFB1E6673KJB07627
O,10697,26.49,777.58,LFB1E6073KJB08463
O,10695,33.8,1041.94,LFB1E6671KJB15130
O,10687,34.05,1142.83,LFB1E6075KJB14989
S,10687,55.07,1560.2,LFB1E6671KJB06038
G,10685,66.92,1967.94,LFB1E6071KJB06940
G,10685,75.31,2147.61,LFB1E6075KJB02888
O,10679,35.87,1468.42,LFB1E6670KJB07729
S,10679,53.77,1606.16,LFB1E667XKJB09469
G,10679,85.37,2305.03,LFB1E6670KJB04992
O,10678,34.99,1002.39,LFB1E6074KJB05068
O,10677,24.06,1045.24,LFB1E6078KJB06840
O,10675,23.86,671.44,LFB1E6672KJB10101
G,10675,46.93,1490.25,LFB1E6675KJB09881
G,10675,55.77,1621.66,LFB1E6077KJB05498
S,10673,55.92,1710.8,LFB1E6676KJB09792
O,10668,20.58,570.3,LFB1E6672KJB08056
O,10666,26.66,817.93,LFB1E667XKJB13747
O,10663,27.28,1153.29,LFB1E6679KJB09799
S,10662,41.45,1179.38,LFB1E6071KJB05335
O,10660,27.46,1343.49,LFB1E607XKJB12915
O,10656,20.57,2513.06,LFB1E607XKJB06029
O,10656,24.42,651.17,LFB1E6079KJB05485
O,10654,40.87,1289.03,LFB1E6072KJB14688
O,10653,28.41,793.15,LFB1E6672KJB07165
O,10653,35.64,1338.26,LFB1E6075KJB11946
O,10652,21.42,717.7,LFB1E6073KJB02520
S,10647,49.59,1362.38,LFB1E667XKJB07933
O,10645,32.8,7412.29,LFB1E6670KJB07410
O,10645,27.05,789.56,LFB1E6674KJB10696
O,10644,20.6,657.03,LFB1E6675KJB07015
O,10643,22.07,640.49,LFB1E6078KJB10533
O,10640,34.47,1036.55,LFB1E6079KJB10881
G,10638,58.85,1699.71,LFB1E6074KJB06656
O,10634,34.16,1208.24,LFB1E6671KJB10767
O,10632,25.08,719.65,LFB1E6674KJB08754
O,10629,29.2,1089.47,LFB1E6073KJB07863
O,10626,24.7,704.28,LFB1E6078KJB07809
O,10625,24.21,1295.94,LFB1E6676KJB06987
O,10625,22.62,1309.3,LFB1E607XKJB08539
G,10623,87.69,2583.93,LFB1E6673KJB08616
S,10622,40.05,1568.12,LFB1E607XKJB02496
G,10622,83.09,2563.07,LFB1E667XKJB10668
O,10621,30.8,896.87,LFB1E6678KJB13746
G,10619,49.53,1904.66,LFB1E6671KJB05469
O,10618,30.79,927.36,LFB1E6075KJB10456
O,10616,30.77,889,LFB1E6075KJB11655
G,10613,83.26,2560.99,LFB1E6077KJB10345
O,10611,29.41,887.32,LFB1E6674KJB06423
S,10611,63.27,1837.79,LFB1E6072KJB09491
O,10610,23.29,644.89,LFB1E607XKJB08198
O,10607,27.26,812.35,LFB1E6071KJB08378
G,10603,80.44,2675.23,LFB1E6675KJB04695
O,10598,28.77,836.72,LFB1E667XKJB11013
G,10596,88.22,2663.1,LFB1E6677KJB03273
S,10594,53.75,1736.58,LFB1E6674KJB03120
G,10588,61.22,1776.76,LFB1E6679KJB08636
G,10586,63.52,1769.5,LFB1E6075KJB06472
O,10584,33.24,1043.03,LFB1E6072KJB06946
O,10584,33.28,1034.35,LFB1E6079KJB11545
O,10582,35.52,1034.16,LFB1E667XKJB09472
O,10572,31.42,2803.63,LFB1E6678KJB03153
S,10570,51.9,1514.2,LFB1E6073KJB06180
O,10569,25.04,664.78,LFB1E6075KJB09744
O,10569,28,810.05,LFB1E607XKJB07732
O,10566,25.5,712.01,LFB1E6078KJB04974
S,10565,34.7,1096.18,LFB1E6676KJB06990
S,10562,59.48,4093.54,LFB1E6678KJB04951
O,10561,25.86,812.29,LFB1E6075KJB10392
O,10560,26.72,826.63,LFB1E6070KJB08131
G,10559,51.83,1549.54,LFB1E6672KJB10633
O,10558,31.96,953.44,LFB1E6673KJB10270
R,10557,33.87,1047.46,LFB1E6070KJB04628
O,10553,23.21,636.73,LFB1E6078KJB05106
S,10552,46.56,1413.88,LFB1E6678KJB08692
G,10552,63.37,1957.61,LFB1E6677KJB07842
S,10551,39.85,1209.59,LFB1E6075KJB04253
O,10551,29.07,849.64,LFB1E6075KJB07184
G,10548,66.19,1988.41,LFB1E6078KJB03064
O,10544,33.6,941.79,LFB1E6077KJB04402
O,10542,44.28,1310.2,LFB1E6071KJB07232
O,10540,32.67,5249.12,LFB1E6074KJB09170
G,10540,80.11,2352.28,LFB1E6079KJB07883
O,10535,26.65,884.88,LFB1E6075KJB09842
O,10533,27.54,838.22,LFB1E6677KJB04388
O,10531,29.83,3978.07,LFB1E6078KJB11892
G,10530,64.21,1826.03,LFB1E6674KJB04624
O,10529,32.11,1181.79,LFB1E6076KJB07369
O,10529,26.57,4962.43,LFB1E6671KJB08761
S,10524,45.44,1316.14,LFB1E6070KJB06475
O,10524,26.04,1130.43,LFB1E6670KJB03941
S,10523,38.93,1132.59,LFB1E6679KJB03341
S,10522,50,1533.1,LFB1E6675KJB04812
G,10516,83.72,2435.83,LFB1E6076KJB06514
G,10515,75.9,2225.66,LFB1E6070KJB09098
S,10513,37.41,999.14,LFB1E6073KJB08172
G,10512,45.08,1317.91,LFB1E6679KJB04800
G,10512,94.4,2737.49,LFB1E6674KJB03814
S,10512,58.56,1719.01,LFB1E6677KJB13768
G,10509,62.87,1797.11,LFB1E6071KJB06839
R,10508,41.59,1184.06,LFB1E6678KJB05145
G,10508,55.62,1537.92,LFB1E6074KJB04387
G,10505,90.36,2634.49,LFB1E6678KJB09325
S,10504,34.91,1312.62,LFB1E6672KJB07862
O,10502,27.37,822.36,LFB1E6071KJB09904
S,10501,87.84,2436.64,LFB1E6674KJB05496
S,10501,64.08,1854.58,LFB1E6672KJB07151
G,10498,64.32,1875.27,LFB1E6679KJB07762
O,10497,53.15,1573.09,LFB1E6674KJB12349
O,10497,35.86,1026.79,LFB1E6073KJB12447
O,10497,31.34,913.2,LFB1E6670KJB09335
O,10496,33.9,1023.57,LFB1E6675KJB04390
O,10493,25.02,821.65,LFB1E6673KJB07871
O,10490,27.17,782.25,LFB1E6076KJB09834
S,10488,33.82,2681.12,LFB1E6076KJB03547
O,10487,28.43,721.23,LFB1E6677KJB12376
O,10483,33.7,969.16,LFB1E6075KJB04477
O,10483,20.24,632.2,LFB1E6070KJB09005
G,10482,80.75,63501.93,LFB1E6671KJB06329
O,10482,35.83,1003.53,LFB1E6078KJB05686
O,10480,32.57,932.85,LFB1E6070KJB11255
G,10478,76.25,2168.76,LFB1E6675KJB03806
G,10474,79.61,4030.18,LFB1E6076KJB08859
O,10472,33.02,920.04,LFB1E6073KJB08429
O,10469,35.5,1022.64,LFB1E6074KJB12716
S,10468,56.59,1608.91,LFB1E6073KJB06986
O,10467,25.17,712.27,LFB1E607XKJB06774
G,10466,56.35,1635.6,LFB1E6074KJB08701
G,10466,95.36,2959.64,LFB1E6675KJB10481
O,10465,25.36,1343.98,LFB1E6073KJB10908
G,10460,43.62,1756.88,LFB1E607XKJB09125
G,10458,55.47,1604.17,LFB1E667XKJB08824
R,10456,26.41,812.09,LFB1E6073KJB09211
G,10452,67.18,1976.91,LFB1E6074KJB06818
S,10449,53.3,1445.99,LFB1E6074KJB05779
G,10448,72.37,2084.26,LFB1E6673KJB09653
O,10446,37.3,1065.31,LFB1E6075KJB08951
G,10446,85.12,7602.42,LFB1E6676KJB05807
S,10445,67.78,2021.01,LFB1E6677KJB08683
O,10441,25.33,880.53,LFB1E607XKJB07066
O,10441,23.63,677.83,LFB1E6675KJB10710
O,10440,31.59,847.69,LFB1E6679KJB08233
O,10439,21.63,1618.2,LFB1E6070KJB05634
G,10438,59.07,1711.68,LFB1E6674KJB10732
O,10435,29.53,849.47,LFB1E607XKJB10002
O,10435,26.6,3169.28,LFB1E6671KJB04094
O,10435,31.6,899.31,LFB1E6074KJB07466
