name,value,position,veh_series,avgOStime_min,avgOSmileage_km,vin
0~10%,1,outside,HS5,0.17,0,LFB1E6678KJB10264
20%~50%,25,outside,HS5,7.24,13.44,LFB1E6674KJB14375
0~10%,21,outside,HS5,0.6,1.1,LFB1E6077KJB07235
0~10%,24,outside,HS5,0.72,1.21,LFB1E6675KJB05006
20%~50%,4,outside,HS5,6.5,11.25,LFB1E6672KJB07862
20%~50%,12,outside,HS5,9.87,20.08,LFB1E6074KJB06186
0~10%,26,outside,HS5,1.33,2.23,LFB1E6075KJB08612
0~10%,4,outside,HS5,0.5,1.25,LFB1E6076KJB05508
20%~50%,57,outside,HS5,9.14,17.09,LFB1E6674KJB08401
10%~20%,12,outside,HS5,3.36,5.92,LFB1E6075KJB14474
20%~50%,1,outside,HS5,0.17,1,LFB1E667XKJB17670
0~10%,6,outside,HS5,1.59,2.5,LFB1E6076KJB11907
20%~50%,27,outside,HS5,13.09,24.41,LFB1E6074KJB14501
20%~50%,3,outside,HS5,16.53,36.67,LFB1E6072KJB09619
50%~70%,7,outside,HS5,10.44,19.57,LFB1E6670KJB10579
20%~50%,9,outside,HS5,17.45,29.89,LFB1E6076KJB05234
10%~20%,5,outside,HS5,4.17,7,LFB1E6075KJB06584
10%~20%,27,outside,HS5,4.01,7.52,LFB1E6673KJB04355
10%~20%,2,outside,HS5,6.25,11.5,LFB1E6072KJB09216
0~10%,3,outside,HS5,1.5,2,LFB1E6077KJB14296
50%~70%,14,outside,HS5,22.37,45.36,LFB1E6671KJB04841
10%~20%,2,outside,HS5,1.75,3,LFB1E6676KJB05130
0~10%,1,outside,HS5,0.33,1,LFB1E6074KJB09038
0~10%,1,outside,HS5,0.15,1,LFB1E6675KJB10576
10%~20%,14,outside,HS5,3.57,6.07,LFB1E6074KJB06348
10%~20%,3,outside,HS5,7.1,12.33,LFB1E6679KJB13965
50%~70%,5,outside,HS5,23.72,65,LFB1E6073KJB03165
10%~20%,68,outside,HS5,6.85,11.96,LFB1E6071KJB02421
10%~20%,8,outside,HS5,19.29,32.88,LFB1E6678KJB13729
0~10%,1,outside,HS5,0.5,1,LFB1E6074KJB07547
0~10%,16,outside,HS5,0.81,1.44,LFB1E6677KJB11115
0~10%,11,outside,HS5,0.57,0.91,LFB1E6678KJB03461
20%~50%,3,outside,HS5,3.55,5.67,LFB1E667XKJB12839
0~10%,3,outside,HS5,0.22,0.67,LFB1E6077KJB08322
0~10%,12,outside,HS5,1.43,2.5,LFB1E6677KJB03225
0~10%,8,outside,HS5,1.95,4.13,LFB1E6077KJB06831
10%~20%,5,outside,HS5,2.57,4.4,LFB1E6672KJB08686
20%~50%,1,outside,HS5,2.17,4,LFB1E6673KJB13735
10%~20%,1,outside,HS5,0.1,0,LFB1E6670KJB01090
20%~50%,11,outside,HS5,5.18,9.27,LFB1E667XKJB04949
10%~20%,12,outside,HS5,2.14,3.5,LFB1E6671KJB14849
0~10%,5,outside,HS5,1.6,2.6,LFB1E6672KJB09885
0~10%,19,outside,HS5,0.53,1,LFB1E6677KJB01734
10%~20%,5,outside,HS5,0.4,0.4,LFB1E6075KJB09162
10%~20%,4,outside,HS5,5.55,18.5,LFB1E6076KJB03905
10%~20%,45,outside,HS5,6.59,11.44,LFB1E6072KJB06896
0~10%,10,outside,HS5,2,3.3,LFB1E6675KJB13154
10%~20%,14,outside,HS5,1.71,3,LFB1E6675KJB10464
50%~70%,1,outside,HS5,49.17,112,LFB1E6672KJB12205
20%~50%,1,outside,HS5,0.18,0,LFB1E6077KJB11107
0~10%,2,outside,HS5,0.58,1,LFB1E6076KJB15147
10%~20%,35,outside,HS5,2.74,4.91,LFB1E6675KJB02574
0~10%,27,outside,HS5,0.63,1.41,LFB1E6677KJB10286
20%~50%,2,outside,HS5,6.75,12,LFB1E6673KJB14397
50%~70%,2,outside,HS5,46.18,92,LFB1E6678KJB05470
0~10%,1,outside,HS5,2,3,LFB1E6076KJB13656
0~10%,14,outside,HS5,0.79,1.71,LFB1E6076KJB07257
0~10%,35,outside,HS5,1.62,2.66,LFB1E607XKJB02434
20%~50%,4,outside,HS5,1.25,2,LFB1E6671KJB07884
20%~50%,1,outside,HS5,0.12,0,LFB1E6074KJB08360
0~10%,32,outside,HS5,2.64,4.66,LFB1E6073KJB03330
0~10%,47,outside,HS5,1.12,1.81,LFB1E6076KJB05766
0~10%,3,outside,HS5,0.22,0.33,LFB1E6075KJB11929
10%~20%,21,outside,HS5,3.25,5.52,LFB1E6079KJB08919
50%~70%,1,outside,HS5,19.33,34,LFB1E6671KJB06590
20%~50%,11,outside,HS5,7.27,12.73,LFB1E6076KJB05492
20%~50%,15,outside,HS5,20.98,38.27,LFB1E6673KJB08423
70%+,1,outside,HS5,50.83,100,LFB1E6071KJB05383
20%~50%,49,outside,HS5,15.71,28.65,LFB1E6671KJB09800
20%~50%,1,outside,HS5,6.67,12,LFB1E6076KJB11891
10%~20%,5,outside,HS5,8.97,15.8,LFB1E6671KJB15936
20%~50%,2,outside,HS5,15,26,LFB1E6075KJB11655
20%~50%,7,outside,HS5,23.4,40,LFB1E6075KJB05256
70%+,2,outside,HS5,0.99,0,LFB1E6678KJB07140
10%~20%,11,outside,HS5,3.17,5.27,LFB1E6678KJB07588
10%~20%,25,outside,HS5,15.88,28.48,LFB1E6675KJB05152
50%~70%,1,outside,HS5,41.33,80,LFB1E6670KJB04863
20%~50%,26,outside,HS5,17.64,32.12,LFB1E667XKJB08189
10%~20%,18,outside,HS5,3.85,6.56,LFB1E6076KJB07145
10%~20%,15,outside,HS5,9.58,16.8,LFB1E6073KJB04879
20%~50%,4,outside,HS5,16.81,30.25,LFB1E6678KJB09907
10%~20%,1,outside,HS5,0.17,0,LFB1E6678KJB15903
50%~70%,3,outside,HS5,32.88,64.67,LFB1E6072KJB11502
10%~20%,29,outside,HS5,4.93,10.41,LFB1E6678KJB09504
20%~50%,3,outside,HS5,22.17,40.33,LFB1E667XKJB16504
0~10%,1,outside,HS5,5.83,10,LFB1E6076KJB08344
20%~50%,1,outside,HS5,8.67,16,LFB1E6671KJB08971
50%~70%,1,outside,HS5,16.5,33,LFB1E6079KJB08550
20%~50%,1,outside,HS5,0.18,0,LFB1E6076KJB08070
0~10%,5,outside,HS5,1.83,3,LFB1E6076KJB06853
20%~50%,1,outside,HS5,0.83,2,LFB1E6071KJB18618
0~10%,7,outside,HS5,1.28,2,LFB1E6075KJB08108
10%~20%,21,outside,HS5,5.13,8.67,LFB1E6673KJB13590
0~10%,30,outside,HS5,0.44,0.63,LFB1E6078KJB05476
10%~20%,2,outside,HS5,2.48,12,LFB1E6075KJB11817
0~10%,29,outside,HS5,0.72,0,LFB1E6071KJB00538
0~10%,10,outside,HS5,1.63,3,LFB1E6679KJB04022
10%~20%,4,outside,HS5,0.76,1.25,LFB1E6074KJB09184
0~10%,10,outside,HS5,0.93,1.5,LFB1E6075KJB06617
10%~20%,15,outside,HS5,1.03,1.6,LFB1E6679KJB04909
50%~70%,2,outside,HS5,23.35,43,LFB1E6672KJB12463
10%~20%,7,outside,HS5,3.74,6.57,LFB1E6674KJB10486
20%~50%,6,outside,HS5,12.55,25,LFB1E6077KJB11365
10%~20%,4,outside,HS5,13.04,22,LFB1E6075KJB12479
20%~50%,1,outside,HS5,0.17,1,LFB1E6670KJB09397
20%~50%,2,outside,HS5,7.67,14,LFB1E667XKJB09276
10%~20%,21,outside,HS5,9.3,15.67,LFB1E6073KJB05966
20%~50%,7,outside,HS5,8.29,15.71,LFB1E6076KJB03239
10%~20%,6,outside,HS5,4.62,9.83,LFB1E6674KJB12402
10%~20%,16,outside,HS5,5.81,9.81,LFB1E6075KJB10988
10%~20%,16,outside,HS5,11.89,21.69,LFB1E6076KJB08232
0~10%,1,outside,HS5,0.83,2,LFB1E6075KJB07279
10%~20%,8,outside,HS5,4.56,8.75,LFB1E6674KJB06003
0~10%,7,outside,HS5,0.43,0.86,LFB1E6677KJB06061
20%~50%,8,outside,HS5,17.75,31.88,LFB1E667XKJB07785
20%~50%,1,outside,HS5,3.67,7,LFB1E6074KJB04616
0~10%,6,outside,HS5,1.06,1.83,LFB1E6075KJB05788
10%~20%,6,outside,HS5,10.08,17.5,LFB1E6677KJB06948
0~10%,45,outside,HS5,7.4,12.67,LFB1E6677KJB04570
10%~20%,73,outside,HS5,12.46,24.05,LFB1E6676KJB03135
50%~70%,3,outside,HS5,8,11.67,LFB1E667XKJB06491
20%~50%,10,outside,HS5,12.5,22.8,LFB1E6672KJB14844
20%~50%,8,outside,HS5,14.27,44.13,LFB1E6674KJB13467
0~10%,27,outside,HS5,0.96,1.56,LFB1E6078KJB06563
0~10%,1,outside,HS5,0.17,1,LFB1E6676KJB10733
10%~20%,7,outside,HS5,5.99,10.43,LFB1E6075KJB12904
10%~20%,8,outside,HS5,7.98,14.38,LFB1E6671KJB09795
20%~50%,1,outside,HS5,0.17,0,LFB1E6073KJB16837
10%~20%,2,outside,HS5,7.75,14,LFB1E607XKJB10470
20%~50%,1,outside,HS5,0.17,1,LFB1E6672KJB06954
20%~50%,13,outside,HS5,12.9,23.92,LFB1E6671KJB08209
10%~20%,21,outside,HS5,4.5,7.67,LFB1E607XKJB04071
20%~50%,4,outside,HS5,3.04,5.25,LFB1E6674KJB11976
20%~50%,3,outside,HS5,12.5,21.67,LFB1E6073KJB08947
50%~70%,8,outside,HS5,13.65,27,LFB1E6672KJB07151
10%~20%,9,outside,HS5,5.58,9.44,LFB1E6674KJB11573
0~10%,46,outside,HS5,1.5,2.7,LFB1E6071KJB10177
10%~20%,3,outside,HS5,0.39,0.33,LFB1E6679KJB16039
10%~20%,2,outside,HS5,3.17,6,LFB1E6073KJB08544
20%~50%,5,outside,HS5,31.9,59.6,LFB1E667XKJB16762
20%~50%,1,outside,HS5,22.82,41,LFB1E667XKJB08872
70%+,1,outside,HS5,87.5,0,LFB1E6670KJB00733
10%~20%,12,outside,HS5,6.65,11.42,LFB1E6679KJB08149
0~10%,5,outside,HS5,1.41,2.2,LFB1E6075KJB14765
0~10%,11,outside,HS5,0.98,1.82,LFB1E6075KJB08366
0~10%,9,outside,HS5,2.94,-11.67,LFB1E6675KJB11159
0~10%,1,outside,HS5,0.83,2,LFB1E6077KJB11897
0~10%,1,outside,HS5,1.33,2,LFB1E6079KJB10380
10%~20%,34,outside,HS5,14.69,25.44,LFB1E6072KJB06817
0~10%,18,outside,HS5,0.9,1.56,LFB1E6075KJB06875
0~10%,5,outside,HS5,1.03,1.8,LFB1E6674KJB14828
0~10%,21,outside,HS5,0.58,1.1,LFB1E6077KJB05498
20%~50%,2,outside,HS5,27.5,51.5,LFB1E6674KJB14554
10%~20%,7,outside,HS5,2.48,4.29,LFB1E6076KJB02432
0~10%,32,outside,HS5,0.71,1.25,LFB1E6074KJB06639
0~10%,4,outside,HS5,0.84,1.5,LFB1E6071KJB10602
50%~70%,1,outside,HS5,6.17,12,LFB1E6071KJB09692
50%~70%,2,outside,HS5,3.41,6.5,LFB1E6671KJB06086
10%~20%,29,outside,HS5,4.02,6.69,LFB1E6674KJB06261
50%~70%,1,outside,HS5,9.87,52,LFB1E6671KJB04595
10%~20%,9,outside,HS5,1.94,3.56,LFB1E6076KJB08490
20%~50%,1,outside,HS5,14,26,LFB1E6671KJB07805
50%~70%,1,outside,HS5,35.5,71,LFB1E6678KJB03900
10%~20%,6,outside,HS5,9.78,17.17,LFB1E6677KJB08697
10%~20%,38,outside,HS5,4.93,8.53,LFB1E6673KJB06025
10%~20%,110,outside,HS5,5.69,10.92,LFB1E6676KJB03393
0~10%,2,outside,HS5,2.01,4,LFB1E6676KJB12482
0~10%,34,outside,HS5,0.76,1.12,LFB1E6071KJB11264
20%~50%,1,outside,HS5,0.5,1,LFB1E6079KJB15739
0~10%,37,outside,HS5,1.25,2.19,LFB1E6676KJB06083
10%~20%,8,outside,HS5,5.29,8.63,LFB1E6075KJB06763
20%~50%,6,outside,HS5,2.74,4.83,LFB1E6078KJB04036
0~10%,2,outside,HS5,0.43,1.5,LFB1E6070KJB11028
50%~70%,1,outside,HS5,47.67,90,LFB1E6678KJB12452
0~10%,19,outside,HS5,1.44,2.32,LFB1E6078KJB02819
0~10%,1,outside,HS5,1.5,3,LFB1E6077KJB14475
0~10%,28,outside,HS5,1.13,1.82,LFB1E6676KJB04592
0~10%,2,outside,HS5,2,4,LFB1E6075KJB09453
20%~50%,1,outside,HS5,12.88,31,LFB1E6076KJB11812
70%+,1,outside,HS5,15.67,31,LFB1E6678KJB05145
20%~50%,35,outside,HS5,12.83,23.91,LFB1E6076KJB05413
50%~70%,1,outside,HS5,48.5,88,LFB1E6678KJB06053
0~10%,9,outside,HS5,0.69,1.33,LFB1E6074KJB09217
0~10%,1,outside,HS5,0.17,0,LFB1E6074KJB15616
20%~50%,7,outside,HS5,24.58,50.43,LFB1E6671KJB08467
20%~50%,1,outside,HS5,0.17,1,LFB1E6674KJB17132
20%~50%,8,outside,HS5,12.16,20.88,LFB1E6076KJB03922
0~10%,53,outside,HS5,1.82,3.28,LFB1E6075KJB07962
10%~20%,1,outside,HS5,1.67,3,LFB1E667XKJB09696
0~10%,1,outside,HS5,0.83,2,LFB1E6076KJB14239
0~10%,43,outside,HS5,2.04,4.23,LFB1E6674KJB15915
50%~70%,13,outside,HS5,12.87,26.77,LFB1E6079KJB06555
10%~20%,54,outside,HS5,7.19,12.22,LFB1E6071KJB02600
0~10%,18,outside,HS5,1.36,2.39,LFB1E6073KJB10312
0~10%,3,outside,HS5,1.78,2.33,LFB1E6074KJB07726
20%~50%,2,outside,HS5,1.93,5,LFB1E6673KJB11998
10%~20%,3,outside,HS5,0.34,1.67,LFB1E6076KJB03659
20%~50%,57,outside,HS5,20.74,39.32,LFB1E6675KJB10481
0~10%,20,outside,HS5,1.34,2.45,LFB1E6076KJB06349
20%~50%,30,outside,HS5,11.9,20.83,LFB1E6074KJB13851
0~10%,7,outside,HS5,1.83,3.14,LFB1E6077KJB14900
10%~20%,1,outside,HS5,5.83,10,LFB1E6074KJB15079
0~10%,5,outside,HS5,1.03,2,LFB1E6076KJB04858
20%~50%,9,outside,HS5,9.81,17.56,LFB1E6674KJB07751
10%~20%,1,outside,HS5,1.75,8,LFB1E6072KJB08566
10%~20%,2,outside,HS5,1.92,3,LFB1E6074KJB07189
20%~50%,23,outside,HS5,8.28,16.17,LFB1E6677KJB11020
20%~50%,24,outside,HS5,7.45,13.21,LFB1E6673KJB13914
20%~50%,1,outside,HS5,0.67,1,LFB1E6672KJB17680
20%~50%,6,outside,HS5,23.61,43.5,LFB1E6078KJB13013
10%~20%,13,outside,HS5,4.22,7.08,LFB1E6673KJB07112
0~10%,2,outside,HS5,3.92,7,LFB1E6074KJB08388
0~10%,15,outside,HS5,0.57,1.13,LFB1E6676KJB07170
70%+,2,outside,HS5,13.78,47.5,LFB1E6678KJB12631
0~10%,1,outside,HS5,2.5,4,LFB1E6071KJB10860
0~10%,11,outside,HS5,1.03,1.64,LFB1E6077KJB09163
20%~50%,34,outside,HS5,13.84,25.76,LFB1E6079KJB08936
10%~20%,11,outside,HS5,10.63,18.73,LFB1E6076KJB02690
20%~50%,4,outside,HS5,24.98,45,LFB1E6078KJB05123
0~10%,1,outside,HS5,0.5,1,LFB1E6675KJB13333
20%~50%,9,outside,HS5,9.85,18.56,LFB1E6075KJB02857
10%~20%,3,outside,HS5,1.95,3.67,LFB1E6075KJB07850
0~10%,63,outside,HS5,2.43,4.19,LFB1E6070KJB04225
0~10%,14,outside,HS5,5.45,9,LFB1E607XKJB10503
20%~50%,7,outside,HS5,6.95,14.57,LFB1E6671KJB09554
20%~50%,35,outside,HS5,17.15,31.66,LFB1E6673KJB06686
0~10%,56,outside,HS5,1.17,1.95,LFB1E6076KJB07436
20%~50%,14,outside,HS5,21.8,43,LFB1E6076KJB07162
10%~20%,4,outside,HS5,2.23,5.25,LFB1E6075KJB10909
0~10%,2,outside,HS5,0.1,0.5,LFB1E6679KJB11004
0~10%,53,outside,HS5,1.26,2.25,LFB1E6078KJB10967
20%~50%,6,outside,HS5,26.05,46.83,LFB1E6672KJB12849
10%~20%,35,outside,HS5,5.42,9.14,LFB1E6673KJB04792
0~10%,18,outside,HS5,1.78,3,LFB1E6070KJB11286
0~10%,56,outside,HS5,0.75,1.25,LFB1E6679KJB03114
70%+,1,outside,HS5,1.67,0,LFB1E6077KJB16663
20%~50%,1,outside,HS5,0.17,1,LFB1E6673KJB08602
10%~20%,61,outside,HS5,3.34,5.8,LFB1E6070KJB02197
20%~50%,8,outside,HS5,4.43,16.75,LFB1E6672KJB04959
10%~20%,3,outside,HS5,2.39,4,LFB1E6074KJB08276
0~10%,2,outside,HS5,1.25,2,LFB1E6076KJB14497
70%+,8,outside,HS5,36.24,75.63,LFB1E6675KJB06544
10%~20%,71,outside,HS5,3.93,7.06,LFB1E6074KJB06785
50%~70%,1,outside,HS5,37.5,75,LFB1E6677KJB09980
0~10%,4,outside,HS5,0.21,0.25,LFB1E6074KJB15874
0~10%,17,outside,HS5,0.88,1.59,LFB1E6674KJB09774
10%~20%,5,outside,HS5,1.88,3.6,LFB1E607XKJB00585
10%~20%,6,outside,HS5,1.27,2.33,LFB1E6677KJB10353
20%~50%,1,outside,HS5,0.17,0,LFB1E667XKJB14767
50%~70%,11,outside,HS5,54.26,94.73,LFB1E667XKJB04921
0~10%,2,outside,HS5,4.33,7.5,LFB1E6070KJB13202
0~10%,8,outside,HS5,1.53,4.13,LFB1E6074KJB07984
70%+,1,outside,HS5,31,60,LFB1E6674KJB06308
10%~20%,12,outside,HS5,9.11,15.58,LFB1E6678KJB07767
20%~50%,1,outside,HS5,0.02,0,LFB1E6075KJB03944
70%+,1,outside,HS5,20.5,41,LFB1E6072KJB02458
0~10%,19,outside,HS5,1.1,1.79,LFB1E6073KJB10570
0~10%,48,outside,HS5,0.76,1.54,LFB1E6675KJB08021
0~10%,4,outside,HS5,1.67,2.75,LFB1E6076KJB16413
0~10%,25,outside,HS5,0.78,1.48,LFB1E6679KJB10175
0~10%,10,outside,HS5,0.5,0.7,LFB1E6078KJB15036
50%~70%,5,outside,HS5,4.13,9.6,LFB1E6075KJB04141
0~10%,1,outside,HS5,0.5,1,LFB1E6675KJB06530
10%~20%,87,outside,HS5,7.59,8.91,LFB1E6070KJB02622
20%~50%,3,outside,HS5,65.51,125.67,LFB1E6672KJB15427
10%~20%,1,outside,HS5,0.5,1,LFB1E6671KJB16777
0~10%,14,outside,HS5,0.93,1.36,LFB1E6078KJB07146
20%~50%,10,outside,HS5,19.52,34.8,LFB1E6078KJB13271
50%~70%,1,outside,HS5,19.67,39,LFB1E6679KJB03632
0~10%,622,outside,HS5,0.96,1.8,LFB1E6079KJB00495
50%~70%,1,outside,HS5,50,100,LFB1E6074KJB02414
0~10%,2,outside,HS5,0.67,1.5,LFB1E6070KJB12373
0~10%,1,outside,HS5,0.17,1,LFB1E667XKJB17619
0~10%,4,outside,HS5,0.38,0.5,LFB1E6079KJB10301
50%~70%,2,outside,HS5,6.33,11.5,LFB1E6073KJB06180
10%~20%,12,outside,HS5,5.76,10.42,LFB1E6073KJB09127
0~10%,11,outside,HS5,0.82,1.27,LFB1E6077KJB03928
0~10%,1,outside,HS5,0.17,1,LFB1E6070KJB10882
0~10%,3,outside,HS5,1.56,2.33,LFB1E6076KJB09185
20%~50%,5,outside,HS5,23.7,41.2,LFB1E6078KJB03890
0~10%,1,outside,HS5,0.17,1,LFB1E667XKJB09729
10%~20%,3,outside,HS5,4.04,9,LFB1E6077KJB11141
10%~20%,1,outside,HS5,0.17,0,LFB1E6673KJB10429
10%~20%,6,outside,HS5,4.36,7.5,LFB1E6674KJB02775
10%~20%,10,outside,HS5,7.53,13.6,LFB1E6073KJB07636
10%~20%,19,outside,HS5,5.64,9.84,LFB1E6678KJB08854
0~10%,15,outside,HS5,1.09,1.73,LFB1E6072KJB05022
20%~50%,18,outside,HS5,7.2,13.56,LFB1E6678KJB02200
20%~50%,3,outside,HS5,1.36,2.67,LFB1E6076KJB03418
0~10%,14,outside,HS5,0.79,1.29,LFB1E6072KJB11421
0~10%,21,outside,HS5,0.72,1.62,LFB1E6677KJB06240
0~10%,2,outside,HS5,1.08,2,LFB1E6075KJB07458
0~10%,2,outside,HS5,0.32,1,LFB1E6075KJB13857
20%~50%,8,outside,HS5,21.29,38.63,LFB1E6673KJB08860
0~10%,49,outside,HS5,0.97,1.78,LFB1E6676KJB06004
50%~70%,6,outside,HS5,18.43,38,LFB1E6077KJB07428
20%~50%,2,outside,HS5,9,15.5,LFB1E6075KJB13583
0~10%,7,outside,HS5,1.14,2.71,LFB1E6676KJB12403
20%~50%,1,outside,HS5,1.17,2,LFB1E6672KJB16514
10%~20%,1,outside,HS5,0.17,0,LFB1E6076KJB06920
0~10%,37,outside,HS5,0.92,1.49,LFB1E6075KJB05967
10%~20%,19,outside,HS5,4.85,8.42,LFB1E6676KJB03314
20%~50%,4,outside,HS5,7.79,13.5,LFB1E6075KJB07184
20%~50%,3,outside,HS5,9.34,16,LFB1E6674KJB13646
0~10%,11,outside,HS5,0.38,0.73,LFB1E6078KJB06742
0~10%,6,outside,HS5,0.98,2.83,LFB1E6676KJB10912
0~10%,9,outside,HS5,3.41,5.78,LFB1E6678KJB03136
0~10%,1,outside,HS5,0.33,1,LFB1E6671KJB10090
0~10%,55,outside,HS5,1.71,3.27,LFB1E6676KJB04513
0~10%,27,outside,HS5,1.24,2,LFB1E6673KJB09796
10%~20%,17,outside,HS5,2.1,3.71,LFB1E607XKJB04250
0~10%,6,outside,HS5,0.72,0.83,LFB1E6077KJB12905
20%~50%,19,outside,HS5,21.16,39.16,LFB1E6076KJB10479
50%~70%,1,outside,HS5,2.83,6,LFB1E6673KJB10060
10%~20%,4,outside,HS5,6.21,10.25,LFB1E6676KJB10375
10%~20%,10,outside,HS5,1.52,2.3,LFB1E6677KJB07789
20%~50%,1,outside,HS5,0.17,1,LFB1E667XKJB18432
0~10%,1,outside,HS5,3,4,LFB1E6076KJB16671
50%~70%,2,outside,HS5,51,106.5,LFB1E6672KJB07330
0~10%,7,outside,HS5,6.31,10.86,LFB1E6076KJB08781
0~10%,1,outside,HS5,0.33,1,LFB1E6676KJB11574
10%~20%,9,outside,HS5,1.52,2.56,LFB1E6674KJB03862
50%~70%,2,outside,HS5,7.17,14.5,LFB1E6678KJB05145
10%~20%,25,outside,HS5,7.56,12.88,LFB1E6673KJB03626
10%~20%,39,outside,HS5,6.24,11.72,LFB1E6677KJB09705
20%~50%,4,outside,HS5,19.83,34.5,LFB1E6071KJB10082
70%+,3,outside,HS5,35.48,0,LFB1E6670KJB00912
10%~20%,21,outside,HS5,5.06,8.86,LFB1E6074KJB13509
10%~20%,1,outside,HS5,0.33,1,LFB1E6075KJB05855
20%~50%,1,outside,HS5,2.67,5,LFB1E6672KJB07795
20%~50%,1,outside,HS5,0.17,0,LFB1E6075KJB16161
10%~20%,1,outside,HS5,0.17,0,LFB1E667XKJB16678
10%~20%,22,outside,HS5,13.17,23.18,LFB1E6676KJB04401
0~10%,15,outside,HS5,0.34,0.6,LFB1E6678KJB04223
0~10%,28,outside,HS5,1.01,1.68,LFB1E6074KJB06818
20%~50%,28,outside,HS5,17.64,33.14,LFB1E6674KJB08334
10%~20%,23,outside,HS5,0.44,0.57,LFB1E6676KJB02910
20%~50%,36,outside,HS5,18.26,33.72,LFB1E6675KJB03174
20%~50%,50,outside,HS5,22.32,40.3,LFB1E6672KJB09711
70%+,4,outside,HS5,12,25.5,LFB1E6670KJB03065
20%~50%,7,outside,HS5,21.57,39.29,LFB1E6078KJB10189
10%~20%,6,outside,HS5,3.15,5.17,LFB1E6674KJB14330
10%~20%,6,outside,HS5,2.48,5.67,LFB1E6073KJB07894
10%~20%,2,outside,HS5,9.08,14.5,LFB1E6679KJB15389
20%~50%,142,outside,HS5,12.34,23.77,LFB1E6076KJB03676
10%~20%,85,outside,HS5,4.33,7.66,LFB1E6674KJB06440
50%~70%,1,outside,HS5,37.5,74,LFB1E667XKJB12307
0~10%,2,outside,HS5,0.3,2,LFB1E6674KJB15669
20%~50%,2,outside,HS5,15.67,27.5,LFB1E6078KJB02299
0~10%,75,outside,HS5,1.36,2.27,LFB1E6676KJB06262
10%~20%,10,outside,HS5,4.95,8.2,LFB1E6070KJB10008
50%~70%,3,outside,HS5,18.56,36,LFB1E6677KJB07985
20%~50%,19,outside,HS5,11.37,20.89,LFB1E6079KJB09519
10%~20%,1,outside,HS5,0.33,1,LFB1E6679KJB17305
0~10%,4,outside,HS5,0.38,0.25,LFB1E6074KJB05989
50%~70%,2,outside,HS5,13,24.5,LFB1E6678KJB12631
0~10%,6,outside,HS5,0.25,0.17,LFB1E6678KJB03394
10%~20%,32,outside,HS5,8.87,15.06,LFB1E6679KJB07924
10%~20%,6,outside,HS5,3,5.17,LFB1E6076KJB11728
20%~50%,19,outside,HS5,20.31,36.74,LFB1E6675KJB12151
10%~20%,2,outside,HS5,3.08,5.5,LFB1E6076KJB05329
0~10%,31,outside,HS5,0.77,1.35,LFB1E6675KJB10934
0~10%,7,outside,HS5,0.49,0.86,LFB1E6077KJB06764
10%~20%,10,outside,HS5,4.92,8.9,LFB1E6078KJB10211
0~10%,1,outside,HS5,0.17,0,LFB1E6677KJB03158
10%~20%,3,outside,HS5,6.22,11.33,LFB1E6673KJB13265
10%~20%,8,outside,HS5,3.04,7.25,LFB1E6076KJB03838
50%~70%,1,outside,HS5,20.83,41,LFB1E607XKJB08685
10%~20%,4,outside,HS5,35.96,62.25,LFB1E6075KJB09095
0~10%,22,outside,HS5,1.35,2.32,LFB1E6074KJB07905
20%~50%,2,outside,HS5,11.5,21.5,LFB1E6074KJB15521
20%~50%,2,outside,HS5,1.67,2.5,LFB1E6674KJB09421
50%~70%,1,outside,HS5,9.33,18,LFB1E667XKJB05079
20%~50%,11,outside,HS5,22.88,39.09,LFB1E6670KJB06919
20%~50%,2,outside,HS5,21.83,38,LFB1E6674KJB07930
10%~20%,4,outside,HS5,4,6.75,LFB1E6074KJB07368
10%~20%,13,outside,HS5,1.72,2.77,LFB1E6072KJB08745
10%~20%,2,outside,HS5,7.33,12,LFB1E6679KJB14985
10%~20%,6,outside,HS5,7.08,11.67,LFB1E6676KJB06150
20%~50%,6,outside,HS5,7.5,20,LFB1E6078KJB03386
10%~20%,31,outside,HS5,5.95,9.9,LFB1E6679KJB08586
0~10%,1,outside,HS5,0.5,1,LFB1E6675KJB15003
20%~50%,25,outside,HS5,12.83,25.44,LFB1E6075KJB04527
0~10%,2,outside,HS5,1.58,3,LFB1E6077KJB09342
10%~20%,3,outside,HS5,0.33,0.67,LFB1E6076KJB14306
0~10%,24,outside,HS5,0.64,1.13,LFB1E6076KJB05699
0~10%,3,outside,HS5,0.33,0,LFB1E6675KJB13512
50%~70%,2,outside,HS5,53.26,96,LFB1E6072KJB02458
20%~50%,1,outside,HS5,0.22,0,LFB1E6074KJB08293
0~10%,26,outside,HS5,1.07,1.73,LFB1E6675KJB07113
0~10%,2,outside,HS5,0.5,0.5,LFB1E6678KJB10880
10%~20%,50,outside,HS5,6.73,11.5,LFB1E6673KJB05800
20%~50%,5,outside,HS5,12.1,21.8,LFB1E6078KJB11701
10%~20%,41,outside,HS5,6.36,10.73,LFB1E6675KJB02932
0~10%,8,outside,HS5,0.18,0.38,LFB1E6678KJB02990
0~10%,5,outside,HS5,1.13,2.8,LFB1E6076KJB09106
0~10%,2,outside,HS5,0.5,1,LFB1E6070KJB04404
0~10%,9,outside,HS5,1.09,1.78,LFB1E6078KJB14128
0~10%,22,outside,HS5,0.64,0.91,LFB1E6077KJB07851
0~10%,7,outside,HS5,1.24,2.29,LFB1E6677KJB02754
