name,value,position,veh_series,avgOStime_min,avgOSmileage_km,vin
0~50%,47,inside,HS5,5.53,10.19,LFB1E6672KJB02208
0~50%,1,inside,HS5,0.67,1,LFB1E6070KJB17234
0~50%,75,inside,HS5,4.17,7.49,LFB1E6071KJB09580
0~50%,11,inside,HS5,3.77,6.73,LFB1E6678KJB05419
0~50%,133,inside,HS5,9.33,16.19,LFB1E6070KJB09344
50%+,3,inside,HS5,14.29,29,LFB1E6672KJB10440
50%+,1,inside,HS5,5.33,11,LFB1E6675KJB04986
50%+,1,inside,HS5,31.83,56,LFB1E6678KJB13651
0~50%,5,inside,HS5,0.84,1.4,LFB1E607XKJB07732
0~50%,3,inside,HS5,0.28,1,LFB1E6078KJB17577
0~50%,27,inside,HS5,1.51,2.59,LFB1E6072KJB04985
50%+,18,inside,HS5,41.96,83.17,LFB1E6078KJB05462
0~50%,31,inside,HS5,10.16,17.94,LFB1E6679KJB08233
50%+,2,inside,HS5,0.11,0,LFB1E6071KJB12981
50%+,1,inside,HS5,0.75,0,LFB1E607XKJB14115
0~50%,71,inside,HS5,8.98,17.13,LFB1E6671KJB07061
0~50%,19,inside,HS5,16.54,30.16,LFB1E6671KJB13460
0~50%,35,inside,HS5,1.11,1.91,LFB1E6072KJB09054
0~50%,9,inside,HS5,13,25.67,LFB1E6072KJB15453
50%+,4,inside,HS5,55.99,112.25,LFB1E6070KJB06346
0~50%,19,inside,HS5,5.21,9.79,LFB1E6673KJB10592
0~50%,21,inside,HS5,8.09,16.33,LFB1E6671KJB05570
0~50%,216,inside,HS5,7.53,13.36,LFB1E6673KJB04193
50%+,1,inside,HS5,8.67,16,LFB1E6677KJB06187
0~50%,8,inside,HS5,0.8,1.38,LFB1E6070KJB08940
0~50%,8,inside,HS5,2.5,4.25,LFB1E6072KJB13962
0~50%,80,inside,HS5,3.71,6.7,LFB1E6672KJB10356
0~50%,85,inside,HS5,7.97,14.65,LFB1E6075KJB09999
0~50%,44,inside,HS5,8.85,15.7,LFB1E6072KJB07563
0~50%,5,inside,HS5,0.28,1.2,LFB1E6670KJB11733
0~50%,27,inside,HS5,1.59,2.85,LFB1E6678KJB07168
0~50%,8,inside,HS5,6.33,11,LFB1E6676KJB08545
0~50%,64,inside,HS5,5.49,9.33,LFB1E6071KJB07327
0~50%,133,inside,HS5,9.71,17.32,LFB1E6670KJB03843
0~50%,8,inside,HS5,2.39,3.88,LFB1E6675KJB08309
0~50%,56,inside,HS5,19.82,37.54,LFB1E6073KJB10858
0~50%,89,inside,HS5,4.19,7.21,LFB1E6073KJB04459
0~50%,2,inside,HS5,0.18,0.5,LFB1E6670KJB12395
0~50%,5,inside,HS5,9.67,16.2,LFB1E6071KJB14388
0~50%,1,inside,HS5,51,101,LFB1E6071KJB12897
0~50%,1,inside,HS5,0.17,0,LFB1E6679KJB16381
0~50%,122,inside,HS5,6.51,11.68,LFB1E6672KJB05044
0~50%,11,inside,HS5,12.77,23.27,LFB1E6679KJB14890
0~50%,6,inside,HS5,0.78,1.17,LFB1E6678KJB16145
0~50%,2,inside,HS5,1.09,1.5,LFB1E6675KJB13879
0~50%,5,inside,HS5,1.33,2.2,LFB1E6672KJB11443
0~50%,162,inside,HS5,4.73,8.36,LFB1E667XKJB06300
0~50%,32,inside,HS5,2.86,5.06,LFB1E6676KJB09632
0~50%,27,inside,HS5,5.29,9.78,LFB1E6672KJB03553
0~50%,29,inside,HS5,1.52,2.31,LFB1E6674KJB02176
0~50%,43,inside,HS5,6.8,11.86,LFB1E6071KJB06923
0~50%,219,inside,HS5,9.84,17.66,LFB1E6073KJB05546
0~50%,13,inside,HS5,7.35,12.46,LFB1E6073KJB11945
0~50%,62,inside,HS5,8.28,15,LFB1E6072KJB11709
0~50%,14,inside,HS5,2.28,3.71,LFB1E667XKJB13361
0~50%,24,inside,HS5,5.7,9.88,LFB1E6071KJB09076
0~50%,5,inside,HS5,5.04,9,LFB1E667XKJB11870
0~50%,21,inside,HS5,3.39,5.71,LFB1E667XKJB05471
0~50%,4,inside,HS5,0.92,1.75,LFB1E6070KJB15239
0~50%,79,inside,HS5,8.92,15.9,LFB1E607XKJB07228
0~50%,1,inside,HS5,0.17,1,LFB1E6073KJB16014
0~50%,105,inside,HS5,7.93,14.28,LFB1E6672KJB06131
50%+,4,inside,HS5,23.5,46,LFB1E667XKJB03302
0~50%,11,inside,HS5,12.03,21.36,LFB1E6070KJB07349
0~50%,83,inside,HS5,5.74,10.18,LFB1E6071KJB09501
0~50%,43,inside,HS5,4.09,7.14,LFB1E6674KJB03263
0~50%,44,inside,HS5,9.51,17.34,LFB1E6671KJB10803
0~50%,5,inside,HS5,2.3,4,LFB1E6677KJB15505
50%+,13,inside,HS5,20.72,41.92,LFB1E6670KJB10484
0~50%,7,inside,HS5,8.51,16.71,LFB1E6670KJB08170
50%+,4,inside,HS5,14.21,26.5,LFB1E6670KJB04085
0~50%,79,inside,HS5,4.43,7.78,LFB1E6679KJB04747
0~50%,11,inside,HS5,14.5,25.18,LFB1E607XKJB12798
0~50%,41,inside,HS5,8.7,16.12,LFB1E607XKJB06399
0~50%,21,inside,HS5,5.63,9.62,LFB1E6677KJB16167
0~50%,8,inside,HS5,9.53,17.75,LFB1E6673KJB10088
0~50%,16,inside,HS5,4.65,8.19,LFB1E607XKJB16205
50%+,1,inside,HS5,38.83,86,LFB1E6670KJB06001
0~50%,15,inside,HS5,10.37,18,LFB1E607XKJB08315
0~50%,22,inside,HS5,3.77,7.23,LFB1E6675KJB09654
0~50%,33,inside,HS5,7.02,12.24,LFB1E6670KJB11229
0~50%,75,inside,HS5,4.4,7.72,LFB1E6673KJB02198
0~50%,73,inside,HS5,5.66,10.08,LFB1E607XKJB06824
0~50%,4,inside,HS5,2.13,3.5,LFB1E6073KJB09211
0~50%,12,inside,HS5,4.37,8,LFB1E6677KJB06786
0~50%,24,inside,HS5,1.2,2.21,LFB1E6074KJB10450
50%+,1,inside,HS5,69.5,138,LFB1E6071KJB12902
0~50%,5,inside,HS5,0.71,1.2,LFB1E6073KJB15610
0~50%,11,inside,HS5,4.17,7.09,LFB1E6078KJB08779
0~50%,5,inside,HS5,11.77,21.6,LFB1E6679KJB15215
0~50%,2,inside,HS5,0.33,1,LFB1E6070KJB15497
0~50%,76,inside,HS5,10.48,17.99,LFB1E6070KJB09098
0~50%,22,inside,HS5,7.88,14,LFB1E6671KJB14043
0~50%,43,inside,HS5,6.76,11.7,LFB1E6679KJB05834
0~50%,35,inside,HS5,5.8,10.2,LFB1E6079KJB05535
0~50%,35,inside,HS5,5.12,9.03,LFB1E607XKJB07486
0~50%,1,inside,HS5,0.17,0,LFB1E6671KJB06153
0~50%,23,inside,HS5,8.07,14.3,LFB1E6073KJB14781
0~50%,23,inside,HS5,4.13,12.74,LFB1E667XKJB02389
0~50%,58,inside,HS5,1.66,2.84,LFB1E6671KJB04662
0~50%,103,inside,HS5,3.15,5.29,LFB1E6070KJB09523
0~50%,27,inside,HS5,6.01,10.85,LFB1E6072KJB08146
0~50%,7,inside,HS5,0.28,0.86,LFB1E6670KJB04426
0~50%,4,inside,HS5,2.47,4.75,LFB1E667XKJB10704
0~50%,63,inside,HS5,9.88,18.32,LFB1E6676KJB09128
0~50%,20,inside,HS5,8.03,17.5,LFB1E6670KJB10825
0~50%,174,inside,HS5,11.23,22.18,LFB1E6673KJB05201
0~50%,10,inside,HS5,0.98,1.4,LFB1E6676KJB07637
0~50%,1,inside,HS5,0.33,1,LFB1E6679KJB14811
50%+,1,inside,HS5,16.83,34,LFB1E6079KJB04028
0~50%,15,inside,HS5,1.03,1.87,LFB1E6673KJB03710
0~50%,153,inside,HS5,7.52,13.29,LFB1E6079KJB08113
0~50%,109,inside,HS5,5.82,611.77,LFB1E6075KJB00543
0~50%,62,inside,HS5,6.21,11.98,LFB1E607XKJB08573
0~50%,6,inside,HS5,0.67,1,LFB1E6079KJB06622
0~50%,23,inside,HS5,2.14,5.3,LFB1E6679KJB06921
0~50%,7,inside,HS5,2.07,3.86,LFB1E6671KJB15130
0~50%,60,inside,HS5,2.33,4.4,LFB1E667XKJB03476
0~50%,13,inside,HS5,6.67,12.31,LFB1E6670KJB03597
50%+,1,inside,HS5,47,99,LFB1E6074KJB10030
0~50%,57,inside,HS5,9.26,16.32,LFB1E6670KJB07004
0~50%,97,inside,HS5,5.84,10.47,LFB1E6679KJB09074
0~50%,3,inside,HS5,0.61,1,LFB1E6072KJB09233
50%+,5,inside,HS5,56.63,106.2,LFB1E6677KJB04875
0~50%,22,inside,HS5,4.49,8,LFB1E6072KJB07742
0~50%,46,inside,HS5,6.89,11.96,LFB1E6670KJB05513
0~50%,5,inside,HS5,4.2,7.8,LFB1E6670KJB11912
0~50%,3,inside,HS5,19.94,36.33,LFB1E6678KJB13746
0~50%,65,inside,HS5,8.07,15,LFB1E667XKJB03901
0~50%,3,inside,HS5,0.56,1,LFB1E6075KJB11011
0~50%,18,inside,HS5,14.01,28.28,LFB1E6073KJB06129
0~50%,39,inside,HS5,4.81,8.41,LFB1E6071KJB07506
0~50%,10,inside,HS5,5.93,10.3,LFB1E6072KJB16294
50%+,5,inside,HS5,20.78,43.2,LFB1E607XKJB07066
0~50%,6,inside,HS5,5.7,9.5,LFB1E6670KJB06175
0~50%,5,inside,HS5,0.83,1.4,LFB1E667XKJB12453
0~50%,17,inside,HS5,6.56,11.71,LFB1E6670KJB12574
0~50%,2,inside,HS5,2.77,4.5,LFB1E6672KJB11197
50%+,6,inside,HS5,26.81,52.33,LFB1E6675KJB08830
0~50%,33,inside,HS5,9.36,17.88,LFB1E6676KJB07895
0~50%,14,inside,HS5,7.75,13.71,LFB1E6071KJB06677
0~50%,19,inside,HS5,10.72,18.42,LFB1E6079KJB08371
0~50%,131,inside,HS5,8.57,16.02,LFB1E6672KJB05223
0~50%,3,inside,HS5,16.72,29,LFB1E6073KJB15106
0~50%,34,inside,HS5,4.28,7.29,LFB1E6079KJB14770
0~50%,1,inside,HS5,0.17,0,LFB1E6678KJB08434
0~50%,42,inside,HS5,2.07,3.55,LFB1E6073KJB07216
0~50%,3,inside,HS5,0.89,1.67,LFB1E6678KJB14833
0~50%,1,inside,HS5,2.67,4,LFB1E6073KJB13615
0~50%,20,inside,HS5,7.36,14.25,LFB1E6678KJB06943
0~50%,122,inside,HS5,5.49,9.41,LFB1E6072KJB09491
0~50%,8,inside,HS5,3.1,11.13,LFB1E667XKJB05650
0~50%,4,inside,HS5,6.67,11.5,LFB1E6678KJB09096
0~50%,33,inside,HS5,3.95,6.73,LFB1E6071KJB09255
0~50%,18,inside,HS5,2.41,4.11,LFB1E6073KJB12786
0~50%,6,inside,HS5,4.94,8.67,LFB1E6070KJB09019
0~50%,14,inside,HS5,5.66,9.79,LFB1E6073KJB06387
0~50%,30,inside,HS5,2.64,4.57,LFB1E6070KJB13927
0~50%,13,inside,HS5,4.14,7.23,LFB1E6070KJB07528
0~50%,50,inside,HS5,3.67,6.18,LFB1E607XKJB07407
0~50%,4,inside,HS5,1.58,2.75,LFB1E6074KJB11033
0~50%,64,inside,HS5,4.07,6.78,LFB1E607XKJB13806
0~50%,45,inside,HS5,7.4,13.07,LFB1E6672KJB06310
0~50%,51,inside,HS5,6.48,11.12,LFB1E6677KJB13768
0~50%,8,inside,HS5,16.98,30.88,LFB1E6073KJB14702
0~50%,50,inside,HS5,8.43,14.92,LFB1E6073KJB08303
50%+,53,inside,HS5,33.92,45.13,LFB1E6672KJB00734
50%+,3,inside,HS5,0.71,0,LFB1E6072KJB12892
0~50%,6,inside,HS5,1.33,2.5,LFB1E6672KJB13371
0~50%,11,inside,HS5,4.73,8.36,LFB1E607XKJB08069
50%+,2,inside,HS5,27.67,56,LFB1E6670KJB10663
0~50%,97,inside,HS5,2.47,4.61,LFB1E6070KJB06699
0~50%,16,inside,HS5,2.98,5.13,LFB1E6671KJB13135
0~50%,11,inside,HS5,15.94,29.36,LFB1E6672KJB11880
50%+,1,inside,HS5,0.05,0,LFB1E6678KJB06098
0~50%,7,inside,HS5,3.88,7,LFB1E6072KJB15128
0~50%,3,inside,HS5,0.4,1,LFB1E6675KJB17723
0~50%,131,inside,HS5,7,12.66,LFB1E6678KJB08692
0~50%,13,inside,HS5,0.59,0.85,LFB1E6073KJB07474
0~50%,54,inside,HS5,6.38,11.19,LFB1E6071KJB08851
50%+,2,inside,HS5,18.08,36.5,LFB1E6071KJB04766
0~50%,219,inside,HS5,6.42,11.5,LFB1E6670KJB05009
0~50%,9,inside,HS5,12.46,22.89,LFB1E6679KJB13478
0~50%,26,inside,HS5,11.2,20.35,LFB1E6072KJB07238
0~50%,10,inside,HS5,4.64,8.1,LFB1E6079KJB11688
0~50%,1,inside,HS5,1.67,3,LFB1E6078KJB16848
0~50%,31,inside,HS5,2.84,4.84,LFB1E6679KJB05588
50%+,2,inside,HS5,11.33,22,LFB1E6078KJB04733
0~50%,4,inside,HS5,0.29,0.25,LFB1E6676KJB06729
0~50%,7,inside,HS5,8.82,18.86,LFB1E6072KJB14299
0~50%,9,inside,HS5,5.07,8.78,LFB1E607XKJB09156
0~50%,3,inside,HS5,2.28,4,LFB1E6674KJB05191
0~50%,7,inside,HS5,5.95,10.71,LFB1E6671KJB14222
0~50%,75,inside,HS5,3.29,6,LFB1E6670KJB10579
50%+,3,inside,HS5,28.34,53.67,LFB1E6677KJB13348
50%+,1,inside,HS5,6,11,LFB1E6678KJB05694
0~50%,1,inside,HS5,0.17,0,LFB1E6073KJB14960
0~50%,46,inside,HS5,3.82,6.65,LFB1E6679KJB08166
0~50%,5,inside,HS5,1.74,3.8,LFB1E6679KJB14565
0~50%,256,inside,HS5,7.38,14.46,LFB1E6671KJB04841
0~50%,35,inside,HS5,2.76,4.6,LFB1E6070KJB09702
50%+,5,inside,HS5,0.16,0,LFB1E667XKJB12291
0~50%,37,inside,HS5,5.33,9.27,LFB1E6072KJB06834
50%+,6,inside,HS5,32.69,66.5,LFB1E6678KJB07610
0~50%,1,inside,HS5,0.18,1,LFB1E6071KJB18490
0~50%,1,inside,HS5,0.17,0,LFB1E6677KJB18095
0~50%,12,inside,HS5,0.55,1.67,LFB1E6672KJB01737
0~50%,53,inside,HS5,4.45,7.79,LFB1E6075KJB10103
0~50%,10,inside,HS5,3.65,6.3,LFB1E667XKJB13036
0~50%,14,inside,HS5,1.96,3.29,LFB1E6077KJB09809
0~50%,124,inside,HS5,6.86,11.5,LFB1E6075KJB02213
0~50%,138,inside,HS5,3.76,7.3,LFB1E6072KJB07496
0~50%,14,inside,HS5,3.91,7.14,LFB1E6070KJB08873
0~50%,261,inside,HS5,6.97,13.28,LFB1E667XKJB05146
0~50%,5,inside,HS5,12.63,22.8,LFB1E6676KJB16368
0~50%,28,inside,HS5,11.36,20.11,LFB1E6676KJB14877
0~50%,4,inside,HS5,3.46,5.5,LFB1E6072KJB17302
0~50%,6,inside,HS5,0.5,0.67,LFB1E6673KJB12441
0~50%,17,inside,HS5,3.27,5.59,LFB1E6071KJB05769
0~50%,11,inside,HS5,1.41,2.27,LFB1E6072KJB09412
0~50%,54,inside,HS5,5.4,9.19,LFB1E6676KJB06987
0~50%,34,inside,HS5,3.25,5.88,LFB1E6672KJB12205
50%+,18,inside,HS5,28.46,55.11,LFB1E6078KJB04991
0~50%,58,inside,HS5,7.14,12.9,LFB1E6072KJB07921
0~50%,78,inside,HS5,5.07,8.78,LFB1E6679KJB07762
50%+,2,inside,HS5,12.83,25.5,LFB1E607XKJB15135
0~50%,114,inside,HS5,4.01,6.95,LFB1E6676KJB08903
0~50%,33,inside,HS5,4.68,7.88,LFB1E6671KJB08081
0~50%,70,inside,HS5,4.25,7.47,LFB1E6671KJB06590
0~50%,2,inside,HS5,0.42,0.5,LFB1E6670KJB12753
0~50%,21,inside,HS5,4.59,8.52,LFB1E6072KJB08583
0~50%,21,inside,HS5,1.5,6.38,LFB1E667XKJB06233
0~50%,27,inside,HS5,2.64,4.48,LFB1E6073KJB13369
0~50%,56,inside,HS5,5.29,10.39,LFB1E6670KJB04863
0~50%,1,inside,HS5,1,2,LFB1E6071KJB14746
0~50%,125,inside,HS5,3.96,6.72,LFB1E6674KJB10424
0~50%,71,inside,HS5,6.12,15.06,LFB1E6079KJB08550
0~50%,64,inside,HS5,2.47,4.3,LFB1E6675KJB07838
0~50%,176,inside,HS5,6.45,15.07,LFB1E6674KJB04025
0~50%,77,inside,HS5,4.26,8.61,LFB1E667XKJB13294
0~50%,88,inside,HS5,2.74,4.75,LFB1E6073KJB03988
0~50%,23,inside,HS5,4.02,7.26,LFB1E6678KJB08613
0~50%,1,inside,HS5,0.23,1,LFB1E6672KJB03911
50%+,3,inside,HS5,20.21,40.67,LFB1E6078KJB04229
50%+,6,inside,HS5,53.74,121.17,LFB1E6671KJB03592
0~50%,18,inside,HS5,3.95,6.94,LFB1E6674KJB11086
0~50%,3,inside,HS5,3.87,13,LFB1E6672KJB12463
0~50%,39,inside,HS5,2.24,3.92,LFB1E6670KJB07441
0~50%,126,inside,HS5,2.86,4.91,LFB1E6071KJB07943
0~50%,1,inside,HS5,0.17,1,LFB1E6677KJB15438
0~50%,4,inside,HS5,10.79,18.75,LFB1E6073KJB06566
0~50%,62,inside,HS5,9.66,20.35,LFB1E6674KJB05112
0~50%,141,inside,HS5,1.53,2.66,LFB1E667XKJB06491
0~50%,338,inside,HS5,4.68,8.61,LFB1E6672KJB07151
50%+,11,inside,HS5,19.27,38.09,LFB1E6670KJB04443
0~50%,92,inside,HS5,4.72,8.23,LFB1E6674KJB12173
0~50%,99,inside,HS5,3.47,1.93,LFB1E6070KJB06878
0~50%,34,inside,HS5,3.96,7.18,LFB1E6673KJB04047
0~50%,1,inside,HS5,0.17,1,LFB1E6073KJB07653
0~50%,1,inside,HS5,0.17,0,LFB1E6673KJB10446
0~50%,12,inside,HS5,2.53,5.17,LFB1E6678KJB08871
0~50%,33,inside,HS5,13.04,22.97,LFB1E6677KJB08635
50%+,2,inside,HS5,35.83,70,LFB1E6070KJB04709
0~50%,14,inside,HS5,15.13,25.86,LFB1E6079KJB05468
0~50%,8,inside,HS5,2.96,5.63,LFB1E6079KJB11867
0~50%,26,inside,HS5,4.72,8.04,LFB1E6671KJB06086
0~50%,94,inside,HS5,3.92,9.45,LFB1E6071KJB09692
0~50%,1,inside,HS5,0.33,1,LFB1E6674KJB13260
0~50%,66,inside,HS5,18.01,32.85,LFB1E6677KJB09297
0~50%,1,inside,HS5,2,4,LFB1E6072KJB08079
0~50%,3,inside,HS5,1.79,3,LFB1E6072KJB14478
0~50%,119,inside,HS5,6.79,14.74,LFB1E6671KJB04595
0~50%,19,inside,HS5,4.92,8.58,LFB1E6671KJB14401
0~50%,6,inside,HS5,0.28,0.33,LFB1E6673KJB13024
0~50%,74,inside,HS5,2.45,4.35,LFB1E607XKJB07844
0~50%,33,inside,HS5,6.78,12.3,LFB1E6671KJB08002
0~50%,136,inside,HS5,4.51,8.09,LFB1E6074KJB05071
0~50%,70,inside,HS5,1.33,2.2,LFB1E6670KJB10758
0~50%,59,inside,HS5,4.32,8.1,LFB1E6674KJB05370
0~50%,13,inside,HS5,14.63,26,LFB1E667XKJB04238
0~50%,1,inside,HS5,0.17,1,LFB1E6677KJB17612
0~50%,93,inside,HS5,3.36,5.77,LFB1E6074KJB03580
0~50%,62,inside,HS5,1.79,4.23,LFB1E6673KJB05134
0~50%,37,inside,HS5,3.36,5.76,LFB1E6079KJB14445
0~50%,14,inside,HS5,22.83,40.71,LFB1E6677KJB09722
0~50%,13,inside,HS5,1.33,2.62,LFB1E6079KJB06555
0~50%,1,inside,HS5,0.67,1,LFB1E6671KJB13572
0~50%,57,inside,HS5,14.19,25.6,LFB1E6671KJB07173
0~50%,20,inside,HS5,8.36,14.65,LFB1E667XKJB13215
0~50%,86,inside,HS5,7.03,12.2,LFB1E6072KJB09166
0~50%,94,inside,HS5,3.1,5.7,LFB1E6073KJB03909
50%+,3,inside,HS5,32.17,60.67,LFB1E6671KJB05004
0~50%,40,inside,HS5,4.81,8.43,LFB1E6676KJB16547
50%+,1,inside,HS5,0.1,0,LFB1E6071KJB08610
0~50%,36,inside,HS5,7.73,13.92,LFB1E6672KJB04069
0~50%,1,inside,HS5,9.83,17,LFB1E6673KJB06221
0~50%,49,inside,HS5,20.1,37.33,LFB1E6674KJB11007
0~50%,7,inside,HS5,5.17,8.43,LFB1E6678KJB07705
0~50%,77,inside,HS5,9.16,16.91,LFB1E667XKJB10895
0~50%,38,inside,HS5,2.4,4.26,LFB1E6673KJB05392
0~50%,2,inside,HS5,1.08,2,LFB1E6073KJB15039
0~50%,98,inside,HS5,4.96,10.88,LFB1E6670KJB06533
0~50%,94,inside,HS5,7.7,16.95,LFB1E6677KJB09980
0~50%,3,inside,HS5,9,16,LFB1E6674KJB10178
50%+,1,inside,HS5,39.32,74,LFB1E6673KJB03223
0~50%,1,inside,HS5,69.5,124,LFB1E6678KJB14766
0~50%,483,inside,HS5,8.16,14.83,LFB1E667XKJB04921
0~50%,57,inside,HS5,1.37,2.26,LFB1E6075KJB04141
0~50%,1,inside,HS5,2.5,3,LFB1E6675KJB15907
0~50%,116,inside,HS5,3.93,5.28,LFB1E6674KJB00797
0~50%,31,inside,HS5,4.58,8.23,LFB1E6670KJB13594
0~50%,2,inside,HS5,2.08,3.5,LFB1E6075KJB02650
0~50%,88,inside,HS5,8.89,16.73,LFB1E6074KJB10304
0~50%,22,inside,HS5,3.69,7.68,LFB1E6674KJB02713
0~50%,223,inside,HS5,6.19,10.91,LFB1E6074KJB02414
0~50%,2,inside,HS5,1.25,2,LFB1E6678KJB17344
50%+,1,inside,HS5,65.02,129,LFB1E6672KJB02158
0~50%,33,inside,HS5,2.34,3.97,LFB1E6670KJB07620
0~50%,47,inside,HS5,2.44,4.15,LFB1E6675KJB08679
0~50%,17,inside,HS5,2.98,5.18,LFB1E6671KJB12406
50%+,6,inside,HS5,40.24,84.5,LFB1E6678KJB05369
0~50%,15,inside,HS5,8.29,15.2,LFB1E6077KJB10250
0~50%,18,inside,HS5,8.85,15.78,LFB1E6677KJB09218
0~50%,7,inside,HS5,0.26,0.43,LFB1E667XKJB16051
0~50%,1,inside,HS5,0.17,0,LFB1E6670KJB16172
0~50%,18,inside,HS5,8.87,15.39,LFB1E667XKJB08161
0~50%,75,inside,HS5,3.57,6.52,LFB1E6674KJB03800
0~50%,14,inside,HS5,11.74,20.79,LFB1E667XKJB06670
0~50%,3,inside,HS5,1.11,2,LFB1E6670KJB06791
0~50%,91,inside,HS5,4.22,7.8,LFB1E6679KJB04859
0~50%,1,inside,HS5,0.17,0,LFB1E6071KJB16674
50%+,1,inside,HS5,51.33,101,LFB1E6670KJB06113
0~50%,47,inside,HS5,1.87,3.19,LFB1E6071KJB08784
0~50%,61,inside,HS5,4.26,7.15,LFB1E6070KJB08548
0~50%,5,inside,HS5,1.6,2.6,LFB1E607XKJB08427
50%+,1,inside,HS5,1.42,0,LFB1E667XKJB10900
0~50%,3,inside,HS5,0.44,0.33,LFB1E6070KJB14947
0~50%,20,inside,HS5,16.65,31.6,LFB1E6674KJB12352
0~50%,34,inside,HS5,13.58,25.03,LFB1E6672KJB07330
0~50%,67,inside,HS5,4.39,7.87,LFB1E6677KJB06898
0~50%,25,inside,HS5,4.15,7.2,LFB1E607XKJB06936
50%+,1,inside,HS5,9.5,18,LFB1E6071KJB06615
0~50%,33,inside,HS5,7.45,13.33,LFB1E6673KJB10625
0~50%,53,inside,HS5,5.04,8.49,LFB1E6679KJB07437
0~50%,54,inside,HS5,6.14,12.48,LFB1E6079KJB13537
0~50%,6,inside,HS5,8.17,14.17,LFB1E6672KJB14391
0~50%,8,inside,HS5,0.36,0.75,LFB1E6076KJB11101
0~50%,35,inside,HS5,11.11,20.11,LFB1E607XKJB07598
0~50%,63,inside,HS5,3.49,6.03,LFB1E6079KJB05647
50%+,1,inside,HS5,41.17,77,LFB1E6670KJB03793
0~50%,47,inside,HS5,2.49,4.23,LFB1E6671KJB12664
0~50%,66,inside,HS5,5.5,9.65,LFB1E6671KJB06265
0~50%,5,inside,HS5,11.44,19.8,LFB1E607XKJB17404
0~50%,9,inside,HS5,0.37,0.67,LFB1E6074KJB13140
0~50%,12,inside,HS5,2.19,3.67,LFB1E6070KJB09635
0~50%,2,inside,HS5,4.5,8,LFB1E6677KJB15875
50%+,1,inside,HS5,52,95,LFB1E6678KJB15433
0~50%,142,inside,HS5,8.42,15.51,LFB1E6674KJB07040
0~50%,59,inside,HS5,5.28,9.32,LFB1E6679KJB08099
0~50%,22,inside,HS5,3.77,6.64,LFB1E667XKJB12307
0~50%,110,inside,HS5,3.65,6.38,LFB1E6677KJB07985
50%+,4,inside,HS5,11.72,33.75,LFB1E6078KJB07244
0~50%,177,inside,HS5,7.02,12.76,LFB1E6074KJB05250
0~50%,19,inside,HS5,8.33,15,LFB1E6072KJB06767
50%+,1,inside,HS5,27,52,LFB1E6678KJB07543
0~50%,37,inside,HS5,7.68,13.78,LFB1E6673KJB11712
0~50%,31,inside,HS5,11.93,21.35,LFB1E6676KJB07749
0~50%,1,inside,HS5,0.17,0,LFB1E6075KJB10036
0~50%,38,inside,HS5,6.63,12.97,LFB1E6677KJB09901
0~50%,5,inside,HS5,1.28,2,LFB1E6679KJB14923
0~50%,19,inside,HS5,2.96,5.26,LFB1E667XKJB11478
0~50%,38,inside,HS5,11.85,23.5,LFB1E667XKJB05079
0~50%,16,inside,HS5,8.15,14.63,LFB1E607XKJB08685
0~50%,45,inside,HS5,3.02,0.02,LFB1E6674KJB02209
50%+,1,inside,HS5,7.33,12,LFB1E6071KJB08364
50%+,1,inside,HS5,37.83,79,LFB1E607XKJB08007
0~50%,15,inside,HS5,5.44,10.27,LFB1E6670KJB15006
0~50%,2,inside,HS5,0.67,1.5,LFB1E6679KJB17076
0~50%,58,inside,HS5,2.78,4.86,LFB1E667XKJB03588
0~50%,12,inside,HS5,2.92,5.33,LFB1E6673KJB12374
0~50%,1,inside,HS5,0.17,1,LFB1E6079KJB15286
0~50%,24,inside,HS5,2.21,3.83,LFB1E6671KJB05861
0~50%,18,inside,HS5,9.7,22.67,LFB1E6072KJB07854
0~50%,54,inside,HS5,5.04,10.61,LFB1E6672KJB04248
0~50%,1,inside,HS5,1.83,2,LFB1E6673KJB02993
0~50%,18,inside,HS5,10.58,19.28,LFB1E6071KJB09109
0~50%,19,inside,HS5,13.59,26.58,LFB1E6678KJB15349
50%+,19,inside,HS5,42.34,86,LFB1E6679KJB03470
0~50%,30,inside,HS5,1,2.87,LFB1E667XKJB05504
0~50%,31,inside,HS5,3.76,7,LFB1E6075KJB11123
0~50%,3,inside,HS5,3.83,6.33,LFB1E6678KJB13858
0~50%,23,inside,HS5,1.38,2.26,LFB1E6672KJB02757
0~50%,10,inside,HS5,3,4.9,LFB1E6676KJB08836
0~50%,1,inside,HS5,0.13,0,LFB1E6070KJB17783
0~50%,173,inside,HS5,7.82,14.08,LFB1E6678KJB05968
0~50%,45,inside,HS5,12.17,21.49,LFB1E6670KJB12686
0~50%,70,inside,HS5,8.81,15.43,LFB1E6673KJB07062
0~50%,33,inside,HS5,4.37,7.39,LFB1E6673KJB11970
0~50%,26,inside,HS5,4.67,8.08,LFB1E6673KJB05571
0~50%,1,inside,HS5,0.17,1,LFB1E6679KJB16672
0~50%,17,inside,HS5,6.78,16.41,LFB1E6075KJB10294
0~50%,22,inside,HS5,5.37,11.82,LFB1E6672KJB11734
0~50%,176,inside,HS5,7.1,13.02,LFB1E6073KJB07328
0~50%,38,inside,HS5,3.23,5.37,LFB1E6670KJB15264
0~50%,24,inside,HS5,10.53,18.75,LFB1E6075KJB04320
50%+,2,inside,HS5,26.26,51,LFB1E6070KJB14785
