veh_series,road,HiBeam,LowBeam,top,vin
HS5,G,0,100,100,LFB1E6676KJB05502
HS5,G,59.17,63.59,122.76,LFB1E6678KJB15349
HS5,G,8.25,21.82,30.07,LFB1E6072KJB04730
HS5,G,0,49.26,49.26,LFB1E607XKJB11974
HS5,G,0,25,25,LFB1E6672KJB06145
HS5,G,0,41.78,41.78,LFB1E6673KJB13024
HS5,G,46.51,81.74,128.25,LFB1E6078KJB13173
HS5,G,0,60,60,LFB1E6077KJB09969
HS5,G,7.65,100,107.65,LFB1E607XKJB14888
HS5,G,0,17.86,17.86,LFB1E6073KJB11749
HS5,G,3.29,5.93,9.22,LFB1E6672KJB09059
HS5,G,0.11,70.49,70.6,LFB1E6674KJB12772
HS5,G,27.63,58.84,86.47,LFB1E6076KJB05993
HS5,G,11.63,49.32,60.95,LFB1E6678KJB03041
HS5,G,9.09,91.92,101.01,LFB1E6674KJB14733
HS5,G,0,83.67,83.67,LFB1E6072KJB09605
HS5,G,2.47,32.03,34.5,LFB1E6675KJB04440
HS5,G,0,35.96,35.96,LFB1E667XKJB03042
HS5,G,9.59,79.09,88.68,LFB1E6677KJB14287
HS5,G,38.28,52.81,91.09,LFB1E6676KJB09369
HS5,G,23.59,39.47,63.06,LFB1E6678KJB05002
HS5,G,2.52,73.33,75.85,LFB1E6076KJB07954
HS5,G,21.37,51.8,73.17,LFB1E667XKJB05003
HS5,G,25,32.99,57.99,LFB1E6674KJB15686
HS5,G,33.73,60.14,93.87,LFB1E6675KJB06401
HS5,G,10.96,11.11,22.07,LFB1E6671KJB07044
HS5,G,8.11,33.58,41.69,LFB1E6679KJB04750
HS5,G,0,36.51,36.51,LFB1E6079KJB10606
HS5,G,59.44,89.18,148.62,LFB1E6072KJB13461
HS5,G,0,11.76,11.76,LFB1E6071KJB08543
HS5,G,7.09,66.22,73.31,LFB1E6675KJB09315
HS5,G,0,0,0,LFB1E6075KJB06892
HS5,G,14.92,38.89,53.81,LFB1E607XKJB07455
HS5,G,13.56,62.72,76.28,LFB1E6073KJB04316
HS5,G,4,100,104,LFB1E6078KJB11505
HS5,G,61.16,86.5,147.66,LFB1E6077KJB07400
HS5,G,18.03,75.55,93.58,LFB1E6673KJB10348
HS5,G,7.29,57.83,65.12,LFB1E6077KJB06392
HS5,G,28.48,64.46,92.94,LFB1E6070KJB09442
HS5,G,8.33,100,108.33,LFB1E6676KJB03779
HS5,G,0,24.47,24.47,LFB1E6074KJB07791
HS5,G,66.46,83.13,149.59,LFB1E607XKJB13272
HS5,G,3.43,11.08,14.51,LFB1E6673KJB05991
HS5,G,0,60.85,60.85,LFB1E6074KJB09752
HS5,G,19.68,26.23,45.91,LFB1E6671KJB03415
HS5,G,0,0,0,LFB1E607XKJB15233
HS5,G,0,28.57,28.57,LFB1E6673KJB07952
HS5,G,31.78,85.5,117.28,LFB1E6072KJB06929
HS5,G,19.69,40,59.69,LFB1E6673KJB09913
HS5,G,0,100,100,LFB1E6079KJB16941
HS5,G,19.44,87.01,106.45,LFB1E6674KJB14070
HS5,G,0,0,0,LFB1E6076KJB07291
HS5,G,43.76,96.61,140.37,LFB1E6073KJB15008
HS5,G,8.76,14.09,22.85,LFB1E6671KJB06329
HS5,G,0,8.79,8.79,LFB1E6672KJB11247
HS5,G,82.72,89.02,171.74,LFB1E6676KJB10604
HS5,G,30.88,65.94,96.82,LFB1E6071KJB04914
HS5,G,8.51,45.75,54.26,LFB1E6672KJB13208
HS5,G,9.16,42.28,51.44,LFB1E6675KJB04678
HS5,G,52.42,83.33,135.75,LFB1E6672KJB06890
HS5,G,4.24,59.94,64.18,LFB1E6078KJB03064
HS5,G,15.35,60.22,75.57,LFB1E6072KJB10785
HS5,G,0,16.82,16.82,LFB1E6679KJB04988
HS5,G,31.23,62.98,94.21,LFB1E6071KJB07828
HS5,G,19.69,42.41,62.1,LFB1E6676KJB13518
HS5,G,18.63,53.5,72.13,LFB1E6679KJB06949
HS5,G,66.52,91.06,157.58,LFB1E607XKJB04779
HS5,G,0.33,77.8,78.13,LFB1E6677KJB03225
HS5,G,12.68,59.36,72.04,LFB1E6674KJB04624
HS5,G,0,4.17,4.17,LFB1E6673KJB16683
HS5,G,0,2.08,2.08,LFB1E6671KJB12146
HS5,G,0,100,100,LFB1E6671KJB14107
HS5,G,23.11,44.4,67.51,LFB1E6675KJB10495
HS5,G,0,18.28,18.28,LFB1E6071KJB11684
HS5,G,32.58,62.5,95.08,LFB1E6671KJB13099
HS5,G,15.38,23.57,38.95,LFB1E6070KJB06766
HS5,G,0.35,70.38,70.73,LFB1E607XKJB11604
HS5,G,0,91.5,91.5,LFB1E667XKJB13019
HS5,G,0,40,40,LFB1E6671KJB09750
HS5,G,0.55,69.99,70.54,LFB1E6678KJB08661
HS5,G,0,11.5,11.5,LFB1E6679KJB12766
HS5,G,0.19,24.56,24.75,LFB1E607XKJB10596
HS5,G,0,0,0,LFB1E6075KJB11994
HS5,G,0,62.5,62.5,LFB1E6670KJB11084
HS5,G,0,40,40,LFB1E6674KJB10441
HS5,G,24.64,54.57,79.21,LFB1E6072KJB05313
HS5,G,0.22,94.88,95.1,LFB1E6674KJB12402
HS5,G,6.14,66.86,73,LFB1E6076KJB05623
HS5,G,24.89,33.33,58.22,LFB1E6670KJB15006
HS5,G,28,40,68,LFB1E6676KJB07038
HS5,G,0,20,20,LFB1E6674KJB13355
HS5,G,0,9.09,9.09,LFB1E6072KJB08227
HS5,G,0,0,0,LFB1E6674KJB15316
HS5,G,0,42.86,42.86,LFB1E6076KJB06576
HS5,G,0,33.35,33.35,LFB1E6074KJB12893
HS5,G,10.91,68.68,79.59,LFB1E6675KJB05023
HS5,G,5.3,77.53,82.83,LFB1E607XKJB02210
HS5,G,1.38,98.18,99.56,LFB1E6071KJB06212
HS5,G,0,0,0,LFB1E667XKJB16440
HS5,G,28.8,74.9,103.7,LFB1E6071KJB09126
HS5,G,0.57,20.01,20.58,LFB1E6679KJB06286
HS5,G,5.09,68.96,74.05,LFB1E6679KJB08247
HS5,G,39.17,67.14,106.31,LFB1E6079KJB06832
HS5,G,0.27,43.31,43.58,LFB1E607XKJB08038
HS5,G,0,24.42,24.42,LFB1E6070KJB07111
HS5,G,0,25,25,LFB1E6672KJB13953
HS5,G,0,87.5,87.5,LFB1E6079KJB09746
HS5,G,15.01,74.03,89.04,LFB1E6679KJB11150
HS5,G,91.3,91.3,182.6,LFB1E6077KJB06022
HS5,G,0,0,0,LFB1E6679KJB13111
HS5,G,0,14.84,14.84,LFB1E6070KJB08064
HS5,G,22.19,67.98,90.17,LFB1E667XKJB05986
HS5,G,0,33.33,33.33,LFB1E6074KJB07421
HS5,G,0,33.33,33.33,LFB1E6075KJB14300
HS5,G,33.32,88.16,121.48,LFB1E6678KJB09907
HS5,G,69.77,70.69,140.46,LFB1E6074KJB08374
HS5,G,0,11.76,11.76,LFB1E6678KJB08899
HS5,G,0,81.96,81.96,LFB1E6070KJB10915
HS5,G,0.03,69.95,69.98,LFB1E6078KJB07731
HS5,G,54.41,93.62,148.03,LFB1E6075KJB15253
HS5,G,8.57,33.51,42.08,LFB1E6076KJB04908
HS5,G,61.32,94.22,155.54,LFB1E667XKJB10850
HS5,G,0,100,100,LFB1E6079KJB15563
HS5,G,7.51,72.75,80.26,LFB1E6675KJB02347
HS5,G,1.88,16,17.88,LFB1E6677KJB06884
HS5,G,0,3.57,3.57,LFB1E6673KJB09488
HS5,G,0.75,61.65,62.4,LFB1E6678KJB13763
HS5,G,1.28,72.99,74.27,LFB1E667XKJB13764
HS5,G,23.45,58.12,81.57,LFB1E6677KJB09798
HS5,G,25.29,79.19,104.48,LFB1E6679KJB04618
HS5,G,37.5,75,112.5,LFB1E6075KJB03846
HS5,G,0,0,0,LFB1E6071KJB04489
HS5,G,0,75,75,LFB1E6072KJB11368
HS5,G,0.75,80,80.75,LFB1E6673KJB12391
HS5,G,0.02,43.28,43.3,LFB1E6672KJB09434
HS5,G,0.46,3.23,3.69,LFB1E6670KJB13790
HS5,G,22.71,79.04,101.75,LFB1E6076KJB11678
HS5,G,30.16,61.48,91.64,LFB1E6674KJB05207
HS5,G,1.75,91.61,93.36,LFB1E6070KJB04435
HS5,G,30.49,100,130.49,LFB1E6675KJB10125
HS5,G,53.38,100,153.38,LFB1E6076KJB13639
HS5,G,38.63,82.02,120.65,LFB1E6079KJB09083
HS5,G,0,80,80,LFB1E6075KJB11624
HS5,G,32.28,81.35,113.63,LFB1E6672KJB13290
HS5,G,18.65,82.37,101.02,LFB1E6070KJB07349
HS5,G,100,100,200,LFB1E6071KJB12267
HS5,G,0.86,67.2,68.06,LFB1E6672KJB15251
HS5,G,8.87,10.48,19.35,LFB1E6075KJB12577
HS5,G,19.3,52.94,72.24,LFB1E667XKJB07284
HS5,G,18.59,99.91,118.5,LFB1E6675KJB08682
HS5,G,8.91,74.86,83.77,LFB1E6074KJB07659
HS5,G,0,50,50,LFB1E6672KJB17212
HS5,G,18.73,65.78,84.51,LFB1E6076KJB02284
HS5,G,68.33,100,168.33,LFB1E667XKJB09245
HS5,G,0,0,0,LFB1E6072KJB16750
HS5,G,0,21.38,21.38,LFB1E6679KJB08992
HS5,G,0,35.72,35.72,LFB1E607XKJB08783
HS5,G,4.67,64.55,69.22,LFB1E6076KJB06206
HS5,G,0.04,25.55,25.59,LFB1E6073KJB05644
HS5,G,0,0,0,LFB1E6077KJB11124
HS5,G,0,52.02,52.02,LFB1E6670KJB09271
HS5,G,6.8,77.54,84.34,LFB1E6070KJB13166
HS5,G,15,85,100,LFB1E6077KJB12077
HS5,G,0.33,85.65,85.98,LFB1E6076KJB07159
HS5,G,10.81,49.3,60.11,LFB1E6674KJB09581
HS5,G,0,41.67,41.67,LFB1E6678KJB17022
HS5,G,5.16,48.86,54.02,LFB1E6672KJB06758
HS5,G,6.48,25,31.48,LFB1E6077KJB09681
HS5,G,0,0,0,LFB1E667XKJB17023
HS5,G,0,0,0,LFB1E6078KJB13786
HS5,G,100,100,200,LFB1E6677KJB15908
HS5,G,2.14,60.05,62.19,LFB1E6678KJB03654
HS5,G,0,0,0,LFB1E6075KJB08058
HS5,G,24.97,81.48,106.45,LFB1E6671KJB05696
HS5,G,50.7,50.7,101.4,LFB1E6079KJB08368
HS5,G,0,2.6,2.6,LFB1E6075KJB10909
HS5,G,0.17,100,100.17,LFB1E6672KJB12575
HS5,G,36.04,58.1,94.14,LFB1E6074KJB04082
HS5,G,65.2,66.67,131.87,LFB1E6073KJB16336
HS5,G,0,56.58,56.58,LFB1E6074KJB06043
HS5,G,0,40,40,LFB1E6678KJB06568
HS5,G,0,0,0,LFB1E6671KJB09618
HS5,G,27.15,70.37,97.52,LFB1E6675KJB07967
HS5,G,11.91,50,61.91,LFB1E6676KJB12885
HS5,G,11.11,67.06,78.17,LFB1E6074KJB08004
HS5,G,0,48.93,48.93,LFB1E6678KJB08529
HS5,G,0,86.32,86.32,LFB1E6674KJB10309
HS5,G,26.16,72.73,98.89,LFB1E6078KJB06353
HS5,G,0,0.87,0.87,LFB1E6670KJB05642
HS5,G,0.09,76.01,76.1,LFB1E6670KJB07603
HS5,G,9.15,29.7,38.85,LFB1E6079KJB13232
HS5,G,0,70.97,70.97,LFB1E6676KJB16807
HS5,G,0.21,53.08,53.29,LFB1E6674KJB03991
HS5,G,0,0,0,LFB1E6678KJB11432
HS5,G,1.1,9.62,10.72,LFB1E6673KJB07157
HS5,G,3.92,33.9,37.82,LFB1E6670KJB06595
HS5,G,0,52.78,52.78,LFB1E6077KJB10409
HS5,G,0,100,100,LFB1E6072KJB16988
HS5,G,25.69,65.1,90.79,LFB1E667XKJB11433
HS5,G,31.29,95.82,127.11,LFB1E6671KJB15435
HS5,G,71.03,82.43,153.46,LFB1E6672KJB05142
HS5,G,2.52,71.15,73.67,LFB1E6678KJB14346
HS5,G,0,73.97,73.97,LFB1E6673KJB10060
HS5,G,1.74,63.03,64.77,LFB1E6677KJB09428
HS5,G,0,80.65,80.65,LFB1E6673KJB12021
HS5,G,11.25,71.71,82.96,LFB1E667XKJB14347
HS5,G,0,50,50,LFB1E6675KJB15745
HS5,G,0,50,50,LFB1E6078KJB12170
HS5,G,15.64,44.99,60.63,LFB1E6672KJB07103
HS5,G,5.25,53.61,58.86,LFB1E607XKJB12932
HS5,G,0,0,0,LFB1E6671KJB16388
HS5,G,5.02,50.81,55.83,LFB1E6075KJB04429
HS5,G,39.83,50,89.83,LFB1E6078KJB14131
HS5,G,52.26,91.67,143.93,LFB1E6670KJB13420
HS5,G,56.97,91.67,148.64,LFB1E6676KJB07413
HS5,G,0,13.99,13.99,LFB1E6072KJB06641
HS5,G,0,0,0,LFB1E6675KJB16698
HS5,G,0,9.09,9.09,LFB1E6672KJB08056
HS5,G,14.29,100,114.29,LFB1E6670KJB14373
HS5,G,0.33,22.06,22.39,LFB1E6076KJB04990
HS5,G,0.89,88.83,89.72,LFB1E6677KJB13284
HS5,G,45.44,47.92,93.36,LFB1E6074KJB02414
HS5,G,33.32,59.09,92.41,LFB1E6072KJB07594
HS5,G,0,73.16,73.16,LFB1E6670KJB16334
HS5,G,1.16,31.9,33.06,LFB1E6072KJB09555
HS5,G,17.27,78.09,95.36,LFB1E6671KJB08002
HS5,G,36.62,97.37,133.99,LFB1E6675KJB04390
HS5,G,1.18,82.09,83.27,LFB1E6075KJB10246
HS5,G,3.19,73.26,76.45,LFB1E6076KJB09865
HS5,G,57.31,66.13,123.44,LFB1E6677KJB16198
HS5,G,7.22,85.36,92.58,LFB1E6077KJB14783
HS5,G,4.77,9.29,14.06,LFB1E6679KJB11018
HS5,G,0,20,20,LFB1E6674KJB17597
HS5,G,18.68,33.55,52.23,LFB1E6071KJB07540
HS5,G,73.27,84.47,157.74,LFB1E6071KJB09501
HS5,G,0.01,7.2,7.21,LFB1E6679KJB06661
HS5,G,19.29,41.32,60.61,LFB1E6078KJB05638
HS5,G,11.58,83.79,95.37,LFB1E6679KJB08622
HS5,G,7.22,51.52,58.74,LFB1E607XKJB06452
HS5,G,6.67,61.98,68.65,LFB1E6075KJB07850
HS5,G,6.61,65.11,71.72,LFB1E6671KJB10798
HS5,G,5.47,28.42,33.89,LFB1E6075KJB09811
HS5,G,6.06,25.59,31.65,LFB1E6073KJB04266
HS5,G,0.46,16.83,17.29,LFB1E667XKJB10718
HS5,G,0,100,100,LFB1E6679KJB09575
HS5,G,0,24.74,24.74,LFB1E6077KJB09311
HS5,G,0,0,0,LFB1E6675KJB17043
HS5,G,0,47.92,47.92,LFB1E6677KJB11616
HS5,G,5.64,43.92,49.56,LFB1E6073KJB10083
HS5,G,6.54,100,106.54,LFB1E6679KJB15392
HS5,G,13.82,97.14,110.96,LFB1E6677KJB12569
HS5,G,0,61.11,61.11,LFB1E6670KJB15619
HS5,G,0,0,0,LFB1E607XKJB15183
HS5,G,3.37,55.02,58.39,LFB1E6072KJB06879
HS5,G,0,33.33,33.33,LFB1E6672KJB10244
HS5,G,0,2.94,2.94,LFB1E6673KJB09863
HS5,G,0,66.8,66.8,LFB1E6674KJB13968
HS5,G,24.87,83.2,108.07,LFB1E6672KJB12205
HS5,G,27.53,34.66,62.19,LFB1E607XKJB02823
HS5,G,0,13.79,13.79,LFB1E667XKJB04238
HS5,G,50.16,72.96,123.12,LFB1E6672KJB11197
HS5,G,57.57,86.99,144.56,LFB1E6672KJB13158
HS5,G,5.79,86.44,92.23,LFB1E6676KJB12515
HS5,G,0,14.29,14.29,LFB1E6071KJB06825
HS5,G,35.88,63.85,99.73,LFB1E6670KJB03311
HS5,G,15.79,73.71,89.5,LFB1E6675KJB06589
HS5,G,39.96,60.42,100.38,LFB1E6071KJB07778
HS5,G,1.23,35.28,36.51,LFB1E6679KJB07907
HS5,G,60.32,100,160.32,LFB1E6676KJB13468
HS5,G,0.78,38.24,39.02,LFB1E6670KJB06225
HS5,G,0.37,89.73,90.1,LFB1E6070KJB04810
HS5,G,1.98,46.15,48.13,LFB1E6677KJB03175
HS5,G,0,82.76,82.76,LFB1E6671KJB11143
HS5,G,4.45,74.89,79.34,LFB1E6679KJB06899
HS5,G,0,100,100,LFB1E6673KJB15680
HS5,G,0,100,100,LFB1E6072KJB14657
HS5,G,0.11,75.33,75.44,LFB1E6671KJB13104
HS5,G,0,36.93,36.93,LFB1E6674KJB06535
HS5,G,0,0,0,LFB1E6677KJB06089
HS5,G,0,23.81,23.81,LFB1E6071KJB12642
HS5,G,0,72.54,72.54,LFB1E6670KJB09139
HS5,G,21.34,60.46,81.8,LFB1E607XKJB11554
HS5,G,33.25,89.59,122.84,LFB1E6674KJB09449
HS5,G,0,100,100,LFB1E6071KJB13595
HS5,G,18.58,58.18,76.76,LFB1E6071KJB15556
HS5,G,46.04,71.66,117.7,LFB1E607XKJB13515
HS5,G,0,12.5,12.5,LFB1E6074KJB08987
HS5,G,42.85,77.31,120.16,LFB1E6072KJB05263
HS5,G,9.07,64.29,73.36,LFB1E6670KJB14003
HS5,G,0,43.62,43.62,LFB1E6674KJB12352
HS5,G,0,100,100,LFB1E6070KJB11580
HS5,G,0.25,67.77,68.02,LFB1E6072KJB07224
HS5,G,0,0,0,LFB1E607XKJB14468
HS5,G,0,100,100,LFB1E6077KJB10491
HS5,G,45.17,75.19,120.36,LFB1E6076KJB05573
HS5,G,0,0,0,LFB1E6075KJB17827
HS5,G,25.24,68.7,93.94,LFB1E6076KJB07534
HS5,G,0,67.22,67.22,LFB1E6073KJB06972
HS5,G,0.57,10.03,10.6,LFB1E6072KJB08177
HS5,G,67.47,72.73,140.2,LFB1E6074KJB13851
HS5,G,0,83.33,83.33,LFB1E6674KJB15266
HS5,G,0,73.56,73.56,LFB1E6074KJB15812
HS5,G,19.54,55.25,74.79,LFB1E6078KJB02299
HS5,G,6.56,45.68,52.24,LFB1E6071KJB06162
HS5,G,3.95,81.19,85.14,LFB1E6679KJB05283
HS5,G,8.83,52.86,61.69,LFB1E6674KJB02906
HS5,G,5.74,74.96,80.7,LFB1E6671KJB10428
HS5,G,0,100,100,LFB1E6673KJB14965
HS5,G,15.14,28.1,43.24,LFB1E6075KJB06472
HS5,G,10.7,20.68,31.38,LFB1E6071KJB09076
HS5,G,0,40,40,LFB1E607XKJB07035
HS5,G,17.6,69.13,86.73,LFB1E6679KJB08197
HS5,G,14.84,57,71.84,LFB1E6675KJB10738
HS5,G,0,25,25,LFB1E6079KJB06782
HS5,G,1.74,32.75,34.49,LFB1E6075KJB09386
HS5,G,72.73,82.72,155.45,LFB1E6678KJB04982
HS5,G,0,0,0,LFB1E6672KJB14911
HS5,G,4.64,35,39.64,LFB1E6678KJB06943
HS5,G,0.02,39.38,39.4,LFB1E667XKJB04983
HS5,G,22,99.58,121.58,LFB1E607XKJB10839
HS5,G,0.83,6.94,7.77,LFB1E6078KJB10077
HS5,G,0.44,50.18,50.62,LFB1E667XKJB06944
HS5,G,0.26,38.62,38.88,LFB1E6671KJB08985
HS5,G,2.13,36.17,38.3,LFB1E6672KJB15864
HS5,G,6.6,53.33,59.93,LFB1E6679KJB13061
HS5,G,3.02,46.76,49.78,LFB1E6074KJB07371
HS5,G,0,0,0,LFB1E6670KJB11327
HS5,G,0,0,0,LFB1E667XKJB08905
HS5,G,15.06,77.56,92.62,LFB1E6678KJB09857
HS5,G,0,60.49,60.49,LFB1E6076KJB03905
HS5,G,0.64,53.5,54.14,LFB1E6075KJB14250
HS5,G,2.73,17.33,20.06,LFB1E6072KJB04548
HS5,G,12.5,100,112.5,LFB1E6679KJB15022
HS5,G,0.51,41.94,42.45,LFB1E6673KJB05571
HS5,G,10.85,88.36,99.21,LFB1E667XKJB07897
HS5,G,0,96.15,96.15,LFB1E6075KJB16211
HS5,G,9.89,45.09,54.98,LFB1E667XKJB09858
HS5,G,1.5,13.05,14.55,LFB1E6070KJB12826
HS5,G,12.54,53.52,66.06,LFB1E6079KJB14560
HS5,G,0,4.27,4.27,LFB1E6076KJB04858
HS5,G,26.88,28.54,55.42,LFB1E6673KJB08485
HS5,G,0,100,100,LFB1E6678KJB12760
HS5,G,6.89,63.32,70.21,LFB1E6677KJB07842
HS5,G,5.89,67.96,73.85,LFB1E6670KJB09884
HS5,G,51.2,81.82,133.02,LFB1E6070KJB13779
HS5,G,6.58,58.63,65.21,LFB1E6678KJB14721
HS5,G,0.17,43,43.17,LFB1E6073KJB08270
HS5,G,38.21,51,89.21,LFB1E6675KJB06219
HS5,G,8.72,38.27,46.99,LFB1E6071KJB05447
HS5,G,24.01,100,124.01,LFB1E6672KJB08431
HS5,G,7.71,32.06,39.77,LFB1E6075KJB05757
HS5,G,0,25.26,25.26,LFB1E607XKJB04359
HS5,G,9.88,84.6,94.48,LFB1E6676KJB06780
HS5,G,16.88,60.94,77.82,LFB1E6072KJB13279
HS5,G,17.95,62.39,80.34,LFB1E6675KJB10075
HS5,G,14.96,45.36,60.32,LFB1E6079KJB08080
HS5,G,3.71,50.57,54.28,LFB1E6070KJB06346
HS5,G,30.4,60.47,90.87,LFB1E6071KJB11264
HS5,G,13.22,26.72,39.94,LFB1E6077KJB05257
HS5,G,2.48,5.69,8.17,LFB1E6673KJB03903
HS5,G,0.03,35.56,35.59,LFB1E6077KJB07218
HS5,G,0.26,20.98,21.24,LFB1E6074KJB06656
HS5,G,0.13,16.86,16.99,LFB1E6075KJB13535
HS5,G,0.31,59.09,59.4,LFB1E6673KJB04856
HS5,G,4.17,46.12,50.29,LFB1E6071KJB14178
HS5,G,0,85.71,85.71,LFB1E6070KJB11210
HS5,G,0,12.39,12.39,LFB1E6078KJB06966
HS5,G,0,53.85,53.85,LFB1E6672KJB17162
HS5,G,4.17,10.42,14.59,LFB1E6679KJB09950
HS5,G,12.77,59.28,72.05,LFB1E6076KJB05203
HS5,G,6.13,90.48,96.61,LFB1E6078KJB08927
HS5,G,0,41.18,41.18,LFB1E6073KJB06602
HS5,G,18.56,39.18,57.74,LFB1E607XKJB09741
HS5,G,2.67,66.08,68.75,LFB1E6073KJB05594
HS5,G,10.14,100,110.14,LFB1E6070KJB14124
HS5,G,0.74,18.92,19.66,LFB1E6672KJB03794
HS5,G,0,23.23,23.23,LFB1E6073KJB07555
HS5,G,4.1,74.17,78.27,LFB1E6678KJB12998
HS5,G,18.06,77.37,95.43,LFB1E6673KJB10673
HS5,G,19.15,37.78,56.93,LFB1E6075KJB04141
HS5,G,0.33,85.94,86.27,LFB1E6672KJB07716
HS5,G,0,0,0,LFB1E6078KJB14744
HS5,G,0,79.11,79.11,LFB1E6673KJB13587
HS5,G,51.65,89.58,141.23,LFB1E6079KJB04451
HS5,G,4.15,8.3,12.45,LFB1E6671KJB05701
HS5,G,28.67,87.39,116.06,LFB1E6075KJB07055
HS5,G,25.94,93.7,119.64,LFB1E6676KJB08979
HS5,G,0,96.7,96.7,LFB1E6678KJB04612
HS5,G,0,0,0,LFB1E6075KJB09016
HS5,G,31.53,81.81,113.34,LFB1E6079KJB07365
HS5,G,4.67,68.18,72.85,LFB1E6672KJB11572
HS5,G,0,90.64,90.64,LFB1E6672KJB13533
HS5,G,0,82.16,82.16,LFB1E6678KJB05565
HS5,G,54.14,66.67,120.81,LFB1E6073KJB16286
HS5,G,0,17.5,17.5,LFB1E6074KJB07001
HS5,G,37.79,80,117.79,LFB1E6671KJB09568
HS5,G,2.76,32.48,35.24,LFB1E6673KJB05201
HS5,G,25.5,46.25,71.75,LFB1E6673KJB04193
HS5,G,0,99.8,99.8,LFB1E6678KJB08479
HS5,G,3.3,62.83,66.13,LFB1E6674KJB10259
HS5,G,21.14,31.63,52.77,LFB1E6073KJB03926
HS5,G,0.11,78.4,78.51,LFB1E6674KJB06910
HS5,G,2.04,21.85,23.89,LFB1E6673KJB08115
HS5,G,17.67,36.47,54.14,LFB1E6078KJB08264
HS5,G,0,30.15,30.15,LFB1E667XKJB10430
HS5,G,0,45.83,45.83,LFB1E6070KJB11448
HS5,G,5.79,83.25,89.04,LFB1E6074KJB10805
HS5,G,37.25,39.6,76.85,LFB1E6070KJB13409
HS5,G,4.17,75.4,79.57,LFB1E6073KJB04879
HS5,G,12.76,53.3,66.06,LFB1E6677KJB06464
HS5,G,27.18,66.38,93.56,LFB1E6075KJB00512
HS5,G,70.73,82.69,153.42,LFB1E6670KJB09514
HS5,G,0,0,0,LFB1E6079KJB17104
HS5,G,6.23,76.47,82.7,LFB1E6673KJB09068
HS5,G,8.33,56.25,64.58,LFB1E667XKJB13344
HS5,G,51.1,99.97,151.07,LFB1E6678KJB15304
HS5,G,38.65,83.87,122.52,LFB1E6677KJB09378
HS5,G,0,58.33,58.33,LFB1E6671KJB17346
HS5,G,0,100,100,LFB1E6675KJB16703
HS5,G,58.29,87.5,145.79,LFB1E6676KJB06410
HS5,G,41.8,84,125.8,LFB1E6672KJB07053
HS5,G,8.86,83.98,92.84,LFB1E6077KJB09924
HS5,G,7.25,61.73,68.98,LFB1E607XKJB12882
HS5,G,13.85,89.96,103.81,LFB1E6675KJB15695
HS5,G,0,78.13,78.13,LFB1E6670KJB13370
HS5,G,11.09,24.77,35.86,LFB1E6672KJB09014
HS5,G,0,0,0,LFB1E6076KJB11258
HS5,G,0,0,0,LFB1E6670KJB15331
HS5,G,7.73,46.69,54.42,LFB1E6072KJB06591
HS5,G,0,48.71,48.71,LFB1E6073KJB12657
HS5,G,41.71,66.31,108.02,LFB1E6079KJB04689
HS5,G,6.25,100,106.25,LFB1E6677KJB14242
HS5,G,4.65,35.44,40.09,LFB1E6678KJB02889
HS5,G,50,60,110,LFB1E6674KJB15641
HS5,G,0,0,0,LFB1E6674KJB17602
HS5,G,11.77,71.06,82.83,LFB1E6679KJB10015
HS5,G,16.94,70.04,86.98,LFB1E6074KJB04325
HS5,G,0,0,0,LFB1E6674KJB16594
HS5,G,14.02,46.36,60.38,LFB1E6075KJB10196
HS5,G,14.35,59.47,73.82,LFB1E6074KJB07239
HS5,G,0,74.66,74.66,LFB1E6671KJB10803
HS5,G,5.51,39.39,44.9,LFB1E6673KJB03478
HS5,G,0,26.55,26.55,LFB1E6676KJB13180
HS5,G,0,47.28,47.28,LFB1E6071KJB09451
HS5,G,0,58.33,58.33,LFB1E6079KJB14428
HS5,G,1.39,38.54,39.93,LFB1E6671KJB13717
HS5,G,29,79.58,108.58,LFB1E607XKJB08363
HS5,G,12.64,47.92,60.56,LFB1E6678KJB10667
HS5,G,75.73,95.46,171.19,LFB1E667XKJB10668
HS5,G,0,100,100,LFB1E6673KJB10303
HS5,G,35.06,78.37,113.43,LFB1E6073KJB06177
HS5,G,0,0,0,LFB1E6076KJB18601
HS5,G,0,9.8,9.8,LFB1E6074KJB13056
HS5,G,5.83,27.06,32.89,LFB1E6676KJB03734
HS5,G,15.35,62.1,77.45,LFB1E6077KJB09261
HS5,G,1.14,73.9,75.04,LFB1E6676KJB04687
HS5,G,4.26,95.74,100,LFB1E6677KJB11566
HS5,G,0,47.37,47.37,LFB1E6073KJB11041
HS5,G,15.13,97.72,112.85,LFB1E6073KJB13002
HS5,G,0,65,65,LFB1E607XKJB16141
HS5,G,2.75,68.23,70.98,LFB1E6072KJB07837
HS5,G,0,2.24,2.24,LFB1E6677KJB13527
HS5,G,0,78.01,78.01,LFB1E6674KJB12965
HS5,G,6.33,77.68,84.01,LFB1E6673KJB08860
HS5,G,60.85,93.75,154.6,LFB1E6678KJB03234
HS5,G,0,100,100,LFB1E667XKJB01274
HS5,G,0,100,100,LFB1E6674KJB14926
HS5,G,1.61,49.01,50.62,LFB1E6671KJB07237
HS5,G,3.49,77.3,80.79,LFB1E6678KJB06148
HS5,G,2.67,46.07,48.74,LFB1E667XKJB06149
HS5,G,0,80,80,LFB1E6671KJB10140
HS5,G,39.04,77.88,116.92,LFB1E6670KJB05222
