veh_series,road,HiBeam,LowBeam,top,vin
HS5,S,0,99.58,99.58,LFB1E6072KJB11502
HS5,S,2.1,44.49,46.59,LFB1E6679KJB05705
HS5,S,0,97.25,97.25,LFB1E6071KJB07537
HS5,S,0,33.33,33.33,LFB1E6675KJB08309
HS5,S,0,15.77,15.77,LFB1E6076KJB11812
HS5,S,25.89,47.27,73.16,LFB1E6076KJB12765
HS5,S,80.11,92.27,172.38,LFB1E6679KJB08619
HS5,S,18.84,86.89,105.73,LFB1E6676KJB08870
HS5,S,25,25,50,LFB1E6674KJB04333
HS5,S,0,72.74,72.74,LFB1E6675KJB11212
HS5,S,11.72,73.36,85.08,LFB1E6070KJB05522
HS5,S,0,0,0,LFB1E6071KJB11393
HS5,S,0.17,80.64,80.81,LFB1E6070KJB06475
HS5,S,2.35,73.03,75.38,LFB1E6675KJB14126
HS5,S,68.99,73.53,142.52,LFB1E6071KJB13354
HS5,S,62.05,72.97,135.02,LFB1E6074KJB06785
HS5,S,11.96,55.12,67.08,LFB1E6077KJB07347
HS5,S,17.25,76.41,93.66,LFB1E6678KJB08370
HS5,S,58.03,92.31,150.34,LFB1E6072KJB05022
HS5,S,25,27.18,52.18,LFB1E6674KJB10150
HS5,S,0,100,100,LFB1E6074KJB08746
HS5,S,38.45,57.23,95.68,LFB1E6679KJB14436
HS5,S,37.79,65.11,102.9,LFB1E6076KJB03371
HS5,S,49.45,55.56,105.01,LFB1E607XKJB14227
HS5,S,0,60,60,LFB1E6679KJB15389
HS5,S,0,100,100,LFB1E6077KJB10250
HS5,S,0,100,100,LFB1E6079KJB15935
HS5,S,2.12,22.98,25.1,LFB1E6672KJB02970
HS5,S,17.71,46.52,64.23,LFB1E6673KJB07899
HS5,S,3.08,61.38,64.46,LFB1E6076KJB06285
HS5,S,0.17,75.5,75.67,LFB1E6077KJB15125
HS5,S,48.55,91.77,140.32,LFB1E6674KJB00704
HS5,S,33.02,73.02,106.04,LFB1E6672KJB05884
HS5,S,1.2,100,101.2,LFB1E6673KJB12763
HS5,S,0,50,50,LFB1E6076KJB09199
HS5,S,4.31,32.56,36.87,LFB1E6672KJB07845
HS5,S,25.9,60.61,86.51,LFB1E6679KJB07003
HS5,S,10.81,27.05,37.86,LFB1E6674KJB03618
HS5,S,58.69,73.19,131.88,LFB1E6078KJB16834
HS5,S,11.69,67.96,79.65,LFB1E6075KJB07184
HS5,S,43.88,98.62,142.5,LFB1E6079KJB08502
HS5,S,0,88.89,88.89,LFB1E6075KJB09145
HS5,S,0,54.55,54.55,LFB1E6079KJB07494
HS5,S,1.63,40.35,41.98,LFB1E6678KJB05694
HS5,S,1.13,39.74,40.87,LFB1E6671KJB08744
HS5,S,6.39,90.55,96.94,LFB1E6075KJB10988
HS5,S,3.26,11.76,15.02,LFB1E667XKJB05695
HS5,S,0.01,85.63,85.64,LFB1E6074KJB07130
HS5,S,54.43,76.93,131.36,LFB1E6676KJB03118
HS5,S,6.33,47.85,54.18,LFB1E6678KJB09616
HS5,S,0,0.49,0.49,LFB1E6072KJB03299
HS5,S,0,0,0,LFB1E6670KJB12039
HS5,S,12.5,88.54,101.04,LFB1E6677KJB05640
HS5,S,15.2,27.45,42.65,LFB1E6674KJB12349
HS5,S,0,47.7,47.7,LFB1E6670KJB07682
HS5,S,0,54.55,54.55,LFB1E6677KJB07601
HS5,S,38.88,84.16,123.04,LFB1E6070KJB13538
HS5,S,3.31,13.55,16.86,LFB1E6677KJB06593
HS5,S,0,0,0,LFB1E6670KJB09643
HS5,S,35.35,81.56,116.91,LFB1E6674KJB07992
HS5,S,30.72,77.95,108.67,LFB1E6678KJB13472
HS5,S,52.81,70.41,123.22,LFB1E6675KJB14871
HS5,S,3.81,78.68,82.49,LFB1E6678KJB15433
HS5,S,13.61,64.16,77.77,LFB1E6679KJB02366
HS5,S,8.89,61.07,69.96,LFB1E6074KJB13848
HS5,S,79.74,100,179.74,LFB1E6679KJB04327
HS5,S,0.77,64.65,65.42,LFB1E667XKJB15434
HS5,S,22.3,72.96,95.26,LFB1E6672KJB07182
HS5,S,0,57.1,57.1,LFB1E6075KJB05516
HS5,S,69.58,96,165.58,LFB1E6672KJB09143
HS5,S,41.31,84.35,125.66,LFB1E667XKJB16387
HS5,S,0,60.3,60.3,LFB1E6073KJB11833
HS5,S,0,55.7,55.7,LFB1E6075KJB06469
HS5,S,11.15,38.42,49.57,LFB1E6076KJB11387
HS5,S,33.76,83.33,117.09,LFB1E6072KJB08681
HS5,S,7.91,86.71,94.62,LFB1E6073KJB12786
HS5,S,0,47.93,47.93,LFB1E6079KJB06779
HS5,S,9.62,83.33,92.95,LFB1E6073KJB14747
HS5,S,87.5,87.5,175,LFB1E6674KJB15770
HS5,S,11.65,57.52,69.17,LFB1E6678KJB04979
HS5,S,3.7,97.75,101.45,LFB1E6679KJB10144
HS5,S,15.21,55.56,70.77,LFB1E6671KJB08081
HS5,S,0.43,83.79,84.22,LFB1E6070KJB07058
HS5,S,64.94,100,164.94,LFB1E6077KJB15870
HS5,S,2.45,88.46,90.91,LFB1E667XKJB08001
HS5,S,4.59,55.66,60.25,LFB1E6078KJB04764
HS5,S,0,0,0,LFB1E6074KJB07368
HS5,S,0,74.29,74.29,LFB1E6671KJB10932
HS5,S,0,0,0,LFB1E6071KJB09580
HS5,S,0,5.56,5.56,LFB1E6673KJB05568
HS5,S,0.09,80.77,80.86,LFB1E6078KJB07678
HS5,S,21.3,63.69,84.99,LFB1E6079KJB14557
HS5,S,8.33,61.46,69.79,LFB1E6074KJB10271
HS5,S,33.33,66.67,100,LFB1E6073KJB05353
HS5,S,0,100,100,LFB1E6075KJB09890
HS5,S,0.83,64.17,65,LFB1E6678KJB10796
HS5,S,8.69,51.25,59.94,LFB1E6672KJB03553
HS5,S,17.89,30.34,48.23,LFB1E6073KJB07314
HS5,S,100,100,200,LFB1E6676KJB02910
HS5,S,4.76,100,104.76,LFB1E6078KJB10581
HS5,S,0.6,30.02,30.62,LFB1E6673KJB10432
HS5,S,14.29,46.29,60.58,LFB1E667XKJB12758
HS5,S,11.64,72.74,84.38,LFB1E6674KJB09290
HS5,S,27.38,68.75,96.13,LFB1E6078KJB14503
HS5,S,22.22,65.47,87.69,LFB1E6677KJB10742
HS5,S,0.98,74.36,75.34,LFB1E6673KJB13346
HS5,S,50,100,150,LFB1E6670KJB12784
HS5,S,19.85,56.74,76.59,LFB1E6079KJB04210
HS5,S,0,0.48,0.48,LFB1E6670KJB14745
HS5,S,45.03,67.74,112.77,LFB1E6676KJB08738
HS5,S,1.11,90.46,91.57,LFB1E667XKJB02411
HS5,S,52.71,63.01,115.72,LFB1E6072KJB07966
HS5,S,7.81,69.13,76.94,LFB1E6671KJB06413
HS5,S,2.62,90.38,93,LFB1E6676KJB11641
HS5,S,34.38,75.66,110.04,LFB1E6671KJB07366
HS5,S,0,78.26,78.26,LFB1E6071KJB05951
HS5,S,73.39,74.62,148.01,LFB1E6675KJB06723
HS5,S,0,7.55,7.55,LFB1E6672KJB14245
HS5,S,0.91,77.95,78.86,LFB1E6675KJB07676
HS5,S,0,99.33,99.33,LFB1E6672KJB15198
HS5,S,12.76,55.29,68.05,LFB1E607XKJB06824
HS5,S,11.67,89.86,101.53,LFB1E6072KJB15744
HS5,S,0,50,50,LFB1E6078KJB08023
HS5,S,36.97,64.47,101.44,LFB1E6671KJB12230
HS5,S,10.16,89.98,100.14,LFB1E6076KJB03239
HS5,S,0,23.33,23.33,LFB1E6677KJB06223
HS5,S,17.06,63.72,80.78,LFB1E6679KJB09947
HS5,S,0,100,100,LFB1E607XKJB07777
HS5,S,16.67,40.46,57.13,LFB1E6671KJB13183
HS5,S,58.88,91.67,150.55,LFB1E6678KJB13102
HS5,S,13.79,43.32,57.11,LFB1E6070KJB06850
HS5,S,0,0,0,LFB1E6070KJB08811
HS5,S,0,9.38,9.38,LFB1E6677KJB07176
HS5,S,37.09,71.56,108.65,LFB1E607XKJB10680
HS5,S,0,65.68,65.68,LFB1E6678KJB14055
HS5,S,51.45,100,151.45,LFB1E667XKJB12095
HS5,S,0.03,16.56,16.59,LFB1E6677KJB09137
HS5,S,35.77,96.15,131.92,LFB1E6679KJB12850
HS5,S,0,100,100,LFB1E6675KJB13493
HS5,S,0,100,100,LFB1E6671KJB17105
HS5,S,0,100,100,LFB1E6671KJB16097
HS5,S,54.27,68.6,122.87,LFB1E6679KJB14811
HS5,S,0,100,100,LFB1E6070KJB09764
HS5,S,0,100,100,LFB1E6071KJB16643
HS5,S,6.15,60.17,66.32,LFB1E667XKJB16017
HS5,S,25.86,67.44,93.3,LFB1E6676KJB07122
HS5,S,0,0,0,LFB1E6075KJB14992
HS5,S,0.07,56.57,56.64,LFB1E6677KJB14001
HS5,S,0.08,53.33,53.41,LFB1E6072KJB08311
HS5,S,3.8,73.91,77.71,LFB1E6671KJB03737
HS5,S,0,100,100,LFB1E6079KJB04448
HS5,S,4.24,31.42,35.66,LFB1E6674KJB15400
HS5,S,16.67,16.67,33.34,LFB1E6670KJB16043
HS5,S,0,100,100,LFB1E6674KJB14392
HS5,S,3.3,5,8.3,LFB1E6072KJB09264
HS5,S,78.39,86.36,164.75,LFB1E6073KJB13369
HS5,S,78.05,100,178.05,LFB1E6674KJB16353
HS5,S,0,12.83,12.83,LFB1E6676KJB10926
HS5,S,23.53,100,123.53,LFB1E6675KJB06060
HS5,S,12.28,64.44,76.72,LFB1E6675KJB08021
HS5,S,19.74,66.67,86.41,LFB1E6676KJB11879
HS5,S,2.72,57.57,60.29,LFB1E6078KJB03386
HS5,S,13.09,40.48,53.57,LFB1E6670KJB02675
HS5,S,0,26.49,26.49,LFB1E6079KJB10265
HS5,S,5.61,70.66,76.27,LFB1E6071KJB09210
HS5,S,26.34,66.67,93.01,LFB1E6078KJB05347
HS5,S,38.32,65.51,103.83,LFB1E6078KJB07308
HS5,S,0,49.41,49.41,LFB1E6679KJB09284
HS5,S,0,43.33,43.33,LFB1E6078KJB10211
HS5,S,0,100,100,LFB1E6671KJB14429
HS5,S,42.52,85.75,128.27,LFB1E6675KJB12778
HS5,S,0,100,100,LFB1E6072KJB02721
HS5,S,12.5,75,87.5,LFB1E6672KJB14990
HS5,S,29.41,30.88,60.29,LFB1E6077KJB09020
HS5,S,0.25,72.22,72.47,LFB1E6672KJB05089
HS5,S,0,100,100,LFB1E6672KJB16951
HS5,S,26.72,69.97,96.69,LFB1E6670KJB12414
HS5,S,0,0,0,LFB1E6674KJB12724
HS5,S,0,100,100,LFB1E6078KJB14078
HS5,S,0,100,100,LFB1E6070KJB11952
HS5,S,0,41.67,41.67,LFB1E6677KJB12278
HS5,S,80,100,180,LFB1E6077KJB10863
HS5,S,0,75,75,LFB1E6670KJB15328
HS5,S,0.98,55.04,56.02,LFB1E6679KJB00780
HS5,S,60.73,60.73,121.46,LFB1E6077KJB12824
HS5,S,0,61.54,61.54,LFB1E607XKJB00571
HS5,S,38.36,82.51,120.87,LFB1E6677KJB09882
HS5,S,10.13,81.61,91.74,LFB1E6676KJB10263
HS5,S,18.32,46.39,64.71,LFB1E6076KJB08859
HS5,S,18.12,69.54,87.66,LFB1E6675KJB05345
HS5,S,0,30,30,LFB1E6077KJB15738
HS5,S,15.68,44.41,60.09,LFB1E6675KJB07306
HS5,S,0,70.36,70.36,LFB1E6072KJB11452
HS5,S,1.62,50.38,52,LFB1E6676KJB12224
HS5,S,0,22.36,22.36,LFB1E6675KJB06298
HS5,S,0,53.33,53.33,LFB1E6075KJB04883
HS5,S,11.83,69.84,81.67,LFB1E667XKJB16762
HS5,S,33.33,66.67,100,LFB1E6076KJB11762
HS5,S,2.22,94.85,97.07,LFB1E6675KJB08259
HS5,S,25.23,100,125.23,LFB1E6071KJB07487
HS5,S,3.2,39.48,42.68,LFB1E6075KJB08805
HS5,S,1.87,85.99,87.86,LFB1E607XKJB07407
HS5,S,100,100,200,LFB1E6072KJB16327
HS5,S,2.75,60.41,63.16,LFB1E607XKJB06399
HS5,S,8.32,59.03,67.35,LFB1E6674KJB06244
HS5,S,0,30.87,30.87,LFB1E6675KJB11162
HS5,S,0,0,0,LFB1E607XKJB10310
HS5,S,38.33,69.44,107.77,LFB1E6077KJB04383
HS5,S,3.37,34.69,38.06,LFB1E6077KJB06344
HS5,S,0,0,0,LFB1E6679KJB11472
HS5,S,0,18.38,18.38,LFB1E6674KJB09158
HS5,S,0,100,100,LFB1E6070KJB08386
HS5,S,20.29,52.71,73,LFB1E6074KJB07743
HS5,S,25.32,36.56,61.88,LFB1E6673KJB05943
HS5,S,8.81,60.59,69.4,LFB1E6673KJB07904
HS5,S,0,100,100,LFB1E6679KJB16347
HS5,S,0,22.22,22.22,LFB1E6073KJB11038
HS5,S,0,78.95,78.95,LFB1E6673KJB08857
HS5,S,11.03,87.83,98.86,LFB1E6076KJB05282
HS5,S,0,0,0,LFB1E6079KJB15885
HS5,S,3.34,99.17,102.51,LFB1E6079KJB17846
HS5,S,0,100,100,LFB1E6076KJB09204
HS5,S,30.66,50.53,81.19,LFB1E6672KJB04881
HS5,S,9.74,24.24,33.98,LFB1E6074KJB15521
HS5,S,10.43,39.81,50.24,LFB1E6679KJB02979
HS5,S,22.17,64.07,86.24,LFB1E6679KJB06000
HS5,S,12.31,100,112.31,LFB1E6673KJB13721
HS5,S,0,87.5,87.5,LFB1E6672KJB07795
HS5,S,0,14.82,14.82,LFB1E6078KJB15831
HS5,S,0.25,31.93,32.18,LFB1E6677KJB02169
HS5,S,7.4,58.69,66.09,LFB1E6077KJB02715
HS5,S,0,95.92,95.92,LFB1E6075KJB08142
HS5,S,8.24,42.86,51.1,LFB1E6675KJB10447
HS5,S,0,100,100,LFB1E6677KJB16945
HS5,S,0,66.67,66.67,LFB1E6071KJB11636
HS5,S,0,16.67,16.67,LFB1E6675KJB12408
HS5,S,0,13.31,13.31,LFB1E6070KJB06718
HS5,S,22.96,85.71,108.67,LFB1E6079KJB08452
HS5,S,9.72,78.59,88.31,LFB1E6075KJB09095
HS5,S,0.55,35.12,35.67,LFB1E667XKJB05700
HS5,S,23.85,71.43,95.28,LFB1E6671KJB07741
HS5,S,18.38,93.4,111.78,LFB1E6679KJB10757
HS5,S,13.99,75.09,89.08,LFB1E607XKJB10548
HS5,S,0,6.67,6.67,LFB1E6678KJB08613
HS5,S,33.6,83.46,117.06,LFB1E6071KJB12589
HS5,S,0.59,100,100.59,LFB1E6075KJB11946
HS5,S,43.25,98.79,142.04,LFB1E667XKJB06653
HS5,S,36.44,53.69,90.13,LFB1E6074KJB07080
HS5,S,0,35.71,35.71,LFB1E6676KJB03068
HS5,S,21.92,35.98,57.9,LFB1E6075KJB12899
HS5,S,50,100,150,LFB1E6078KJB07390
HS5,S,0,36.02,36.02,LFB1E6670KJB08640
HS5,S,6.87,85.71,92.58,LFB1E6078KJB09351
HS5,S,0,31.25,31.25,LFB1E6079KJB16230
HS5,S,0,100,100,LFB1E6074KJB10884
HS5,S,28.27,45.92,74.19,LFB1E6073KJB05966
HS5,S,3.02,8.96,11.98,LFB1E6674KJB12299
HS5,S,29.87,64.35,94.22,LFB1E667XKJB14431
HS5,S,0,1.39,1.39,LFB1E6071KJB05156
HS5,S,5.52,36.13,41.65,LFB1E6672KJB08140
HS5,S,0,100,100,LFB1E6673KJB11998
HS5,S,40.1,66.42,106.52,LFB1E6076KJB10384
HS5,S,1.69,58.28,59.97,LFB1E607XKJB06029
HS5,S,0,3.69,3.69,LFB1E6075KJB07427
HS5,S,0,0,0,LFB1E6073KJB11783
HS5,S,46.06,72.73,118.79,LFB1E6076KJB14306
HS5,S,25.16,38.24,63.4,LFB1E6079KJB05776
HS5,S,20,50.31,70.31,LFB1E6071KJB10020
HS5,S,0.16,53.3,53.46,LFB1E6079KJB07737
HS5,S,7.45,55.22,62.67,LFB1E6672KJB13905
HS5,S,33.54,89.18,122.72,LFB1E6679KJB10094
HS5,S,0,21.03,21.03,LFB1E667XKJB05938
HS5,S,0,0,0,LFB1E6073KJB16658
HS5,S,0,27.78,27.78,LFB1E6075KJB11283
HS5,S,0,60,60,LFB1E6679KJB14016
HS5,S,3.83,40.1,43.93,LFB1E6078KJB06675
HS5,S,43.24,82.05,125.29,LFB1E667XKJB10802
HS5,S,19.88,80,99.88,LFB1E6079KJB13554
HS5,S,47.43,78.02,125.45,LFB1E6677KJB04875
HS5,S,11.11,88.89,100,LFB1E6078KJB09589
HS5,S,19.18,44.84,64.02,LFB1E6677KJB07789
HS5,S,34.32,63.94,98.26,LFB1E6073KJB07264
HS5,S,37.91,80,117.91,LFB1E667XKJB13716
HS5,S,31.55,57.7,89.25,LFB1E6672KJB05464
HS5,S,36.39,87.45,123.84,LFB1E6073KJB09225
HS5,S,0,23.33,23.33,LFB1E6673KJB10382
HS5,S,3.19,60.56,63.75,LFB1E6670KJB11781
HS5,S,0,100,100,LFB1E667XKJB14669
HS5,S,0,65.87,65.87,LFB1E6677KJB11700
HS5,S,52.79,94.46,147.25,LFB1E6677KJB10692
HS5,S,7,72.16,79.16,LFB1E6670KJB13742
HS5,S,0,98.77,98.77,LFB1E6670KJB15703
HS5,S,7.36,86.71,94.07,LFB1E6676KJB07735
HS5,S,11.37,29.78,41.15,LFB1E6671KJB05410
HS5,S,0,0,0,LFB1E6670KJB14695
HS5,S,21.11,62.35,83.46,LFB1E667XKJB02361
HS5,S,5.99,71.83,77.82,LFB1E6678KJB04321
HS5,S,0,56.11,56.11,LFB1E6677KJB15567
HS5,S,27.42,51.09,78.51,LFB1E6079KJB07074
HS5,S,0,66.32,66.32,LFB1E6071KJB12219
HS5,S,4.13,43.75,47.88,LFB1E6079KJB09035
HS5,S,8.2,69.42,77.62,LFB1E6678KJB05274
HS5,S,6.55,18.7,25.25,LFB1E607XKJB03860
HS5,S,33.2,69.8,103,LFB1E6676KJB13552
HS5,S,0,34.56,34.56,LFB1E6675KJB08634
HS5,S,0,19.89,19.89,LFB1E6671KJB09277
HS5,S,1.05,19.31,20.36,LFB1E6078KJB03999
HS5,S,0,55.22,55.22,LFB1E6071KJB09823
HS5,S,0,71.88,71.88,LFB1E6070KJB10204
HS5,S,16.59,100,116.59,LFB1E6677KJB05220
HS5,S,46.43,50,96.43,LFB1E607XKJB06774
HS5,S,0,36.11,36.11,LFB1E667XKJB08189
HS5,S,13.03,66.67,79.7,LFB1E6671KJB12180
HS5,S,10.03,29.63,39.66,LFB1E6672KJB01835
HS5,S,18.44,49.79,68.23,LFB1E6070KJB13118
HS5,S,0,86.49,86.49,LFB1E6671KJB14141
HS5,S,9.74,80.75,90.49,LFB1E667XKJB12100
HS5,S,0.04,5.63,5.67,LFB1E6677KJB06173
HS5,S,56.18,93.69,149.87,LFB1E6670KJB09223
HS5,S,45.28,76.76,122.04,LFB1E6078KJB10824
HS5,S,0,0,0,LFB1E6678KJB13052
HS5,S,0,66.67,66.67,LFB1E6675KJB12490
HS5,S,0,56.75,56.75,LFB1E6677KJB08134
HS5,S,2.82,36.11,38.93,LFB1E6672KJB04749
HS5,S,25.77,66.67,92.44,LFB1E6074KJB13428
HS5,S,14.58,98.81,113.39,LFB1E667XKJB15014
HS5,S,9.48,69.7,79.18,LFB1E6078KJB11777
HS5,S,4.08,46.94,51.02,LFB1E6071KJB15640
HS5,S,1.32,22.46,23.78,LFB1E6079KJB05406
HS5,S,7.52,17.52,25.04,LFB1E6671KJB05648
HS5,S,5.17,47.73,52.9,LFB1E6076KJB08571
HS5,S,29,68.65,97.65,LFB1E6671KJB07609
HS5,S,5.44,31.79,37.23,LFB1E6676KJB12837
HS5,S,1.52,81.72,83.24,LFB1E6673KJB03187
HS5,S,29.91,30.52,60.43,LFB1E6673KJB05148
HS5,S,20.1,33.14,53.24,LFB1E6670KJB04586
HS5,S,13.33,70.45,83.78,LFB1E6679KJB08281
HS5,S,3.42,69.37,72.79,LFB1E6674KJB05904
HS5,S,3.25,53.93,57.18,LFB1E6078KJB07258
HS5,S,0,60.13,60.13,LFB1E6675KJB10822
HS5,S,0,71.46,71.46,LFB1E6677KJB03497
HS5,S,0.56,29.15,29.71,LFB1E6674KJB04896
HS5,S,43.86,66.82,110.68,LFB1E6671KJB13426
HS5,S,22.85,78.02,100.87,LFB1E6078KJB09219
HS5,S,0,23.33,23.33,LFB1E607XKJB08072
HS5,S,3.17,73.12,76.29,LFB1E6674KJB06857
HS5,S,9.38,37.64,47.02,LFB1E6672KJB03133
HS5,S,0,100,100,LFB1E6678KJB12337
HS5,S,0,0,0,LFB1E6079KJB09780
HS5,S,0,0,0,LFB1E6078KJB10161
HS5,S,20.96,76.57,97.53,LFB1E6673KJB10012
HS5,S,0.5,51.33,51.83,LFB1E6676KJB03443
HS5,S,47.41,88.46,135.87,LFB1E6672KJB04086
HS5,S,0,67.94,67.94,LFB1E6070KJB08999
HS5,S,0,22.84,22.84,LFB1E6077KJB08918
HS5,S,9.09,59.98,69.07,LFB1E6672KJB06047
HS5,S,24.95,83.04,107.99,LFB1E6072KJB04632
HS5,S,0,75.61,75.61,LFB1E6071KJB15878
HS5,S,9.77,67.19,76.96,LFB1E6674KJB11721
HS5,S,0,89.82,89.82,LFB1E6672KJB08008
HS5,S,47.65,78.32,125.97,LFB1E607XKJB13837
HS5,S,55.13,71.08,126.21,LFB1E6078KJB15036
HS5,S,0.15,17.14,17.29,LFB1E6072KJB05585
HS5,S,4.05,37.5,41.55,LFB1E6076KJB06903
HS5,S,70.54,100,170.54,LFB1E6670KJB15278
HS5,S,50,100,150,LFB1E6076KJB07856
HS5,S,0,100,100,LFB1E6074KJB03319
HS5,S,0,33.33,33.33,LFB1E6077KJB14735
HS5,S,0,53.33,53.33,LFB1E6679KJB02691
HS5,S,21.4,68.23,89.63,LFB1E6675KJB06303
HS5,S,18.06,79.97,98.03,LFB1E6072KJB12410
HS5,S,8.29,58.25,66.54,LFB1E607XKJB02482
HS5,S,5.82,47.57,53.39,LFB1E6675KJB05295
HS5,S,2.89,71.28,74.17,LFB1E6079KJB10508
HS5,S,13.14,30.26,43.4,LFB1E6075KJB05841
HS5,S,0,100,100,LFB1E6675KJB07256
HS5,S,0,54.83,54.83,LFB1E6679KJB06613
HS5,S,28.58,60.01,88.59,LFB1E6075KJB07802
HS5,S,3.4,67.28,70.68,LFB1E6073KJB02257
HS5,S,6.95,87.01,93.96,LFB1E6075KJB06794
HS5,S,0,70,70,LFB1E6676KJB15088
HS5,S,20.2,46.27,66.47,LFB1E607XKJB07357
HS5,S,36.77,52.76,89.53,LFB1E6073KJB04218
HS5,S,0.27,50.41,50.68,LFB1E6672KJB02418
HS5,S,0,50,50,LFB1E607XKJB09318
HS5,S,2.7,21.67,24.37,LFB1E6070KJB07383
HS5,S,0.29,57.78,58.07,LFB1E6074KJB06740
HS5,S,0.22,44.66,44.88,LFB1E6077KJB07302
HS5,S,0.42,71.39,71.81,LFB1E6078KJB10399
HS5,S,0.98,93.75,94.73,LFB1E6074KJB08701
HS5,S,0,71.52,71.52,LFB1E6070KJB09344
HS5,S,1.3,4.17,5.47,LFB1E6675KJB15034
HS5,S,0,0,0,LFB1E6670KJB11649
HS5,S,9.1,94.74,103.84,LFB1E6673KJB06901
HS5,S,0,52.56,52.56,LFB1E6074KJB07693
HS5,S,1.75,5.56,7.31,LFB1E6075KJB14572
HS5,S,12,43.23,55.23,LFB1E6673KJB05893
HS5,S,15.39,62.74,78.13,LFB1E6079KJB04028
HS5,S,95.79,100,195.79,LFB1E607XKJB15135
HS5,S,12.09,100,112.09,LFB1E6079KJB14882
HS5,S,17.89,54,71.89,LFB1E6076KJB08201
HS5,S,46.04,100,146.04,LFB1E6071KJB04816
HS5,S,0,100,100,LFB1E6672KJB11149
HS5,S,0,60,60,LFB1E6076KJB07193
HS5,S,0,47.35,47.35,LFB1E6676KJB10506
HS5,S,0,0,0,LFB1E6073KJB08592
HS5,S,0,100,100,LFB1E6672KJB07800
HS5,S,0.45,84.65,85.1,LFB1E6076KJB09154
HS5,S,0,96.94,96.94,LFB1E6077KJB14072
HS5,S,0,13.03,13.03,LFB1E6672KJB06792
HS5,S,0,97.83,97.83,LFB1E6678KJB15996
HS5,S,3.29,13.24,16.53,LFB1E6071KJB05769
HS5,S,40.56,62.39,102.95,LFB1E6072KJB10687
HS5,S,25.49,69.62,95.11,LFB1E6672KJB08753
HS5,S,1.61,67.18,68.79,LFB1E6072KJB12648
HS5,S,0,40,40,LFB1E6673KJB13671
HS5,S,22.71,59.24,81.95,LFB1E6670KJB04216
HS5,S,0,0,0,LFB1E6076KJB10997
HS5,S,37.83,87.5,125.33,LFB1E6072KJB14609
HS5,S,0,0,0,LFB1E6670KJB05169
HS5,S,0,60,60,LFB1E6671KJB10087
HS5,S,9.3,49.69,58.99,LFB1E6677KJB13981
HS5,S,1.93,41.51,43.44,LFB1E6070KJB05715
HS5,S,0,0,0,LFB1E6671KJB12048
HS5,S,23.12,42.55,65.67,LFB1E6674KJB05479
HS5,S,0,100,100,LFB1E6679KJB11715
HS5,S,12.53,64.27,76.8,LFB1E6675KJB12358
HS5,S,13.86,71.08,84.94,LFB1E6678KJB07610
HS5,S,4.07,59.34,63.41,LFB1E6671KJB07691
HS5,S,0,0,0,LFB1E6677KJB16895
HS5,S,0,0,0,LFB1E667XKJB05650
HS5,S,61.19,82.33,143.52,LFB1E6075KJB12904
HS5,S,8.65,12.73,21.38,LFB1E6671KJB09652
HS5,S,0.12,2.25,2.37,LFB1E6672KJB14570
HS5,S,8.93,61.3,70.23,LFB1E667XKJB07611
HS5,S,18.75,75,93.75,LFB1E6676KJB04026
HS5,S,0,57.08,57.08,LFB1E6072KJB03254
HS5,S,14.79,94.89,109.68,LFB1E6074KJB08939
HS5,S,15.15,91.67,106.82,LFB1E6077KJB10443
HS5,S,5.53,99.71,105.24,LFB1E6077KJB12404
HS5,S,1.95,44.57,46.52,LFB1E6670KJB08590
HS5,S,0,0,0,LFB1E6072KJB08129
HS5,S,0,33.33,33.33,LFB1E6674KJB15218
HS5,S,2.55,85.2,87.75,LFB1E6077KJB11396
HS5,S,59.41,90.89,150.3,LFB1E6077KJB13357
HS5,S,0.03,68.64,68.67,LFB1E6677KJB09462
HS5,S,0.6,79.7,80.3,LFB1E6076KJB08439
HS5,S,21.52,76.7,98.22,LFB1E6072KJB11032
HS5,S,63.86,65.35,129.21,LFB1E6679KJB03274
HS5,S,16.67,66.67,83.34,LFB1E6673KJB12956
HS5,S,0,14.29,14.29,LFB1E6679KJB05235
HS5,S,0,0,0,LFB1E6071KJB07067
HS5,S,8.62,85.81,94.43,LFB1E607XKJB05026
HS5,S,62.5,100,162.5,LFB1E6073KJB12741
HS5,S,40,100,140,LFB1E6079KJB04773
HS5,S,0,57.14,57.14,LFB1E6678KJB02973
HS5,S,0,23.44,23.44,LFB1E6073KJB14702
HS5,S,3.03,36.36,39.39,LFB1E6679KJB08149
HS5,S,0,79.77,79.77,LFB1E667XKJB02974
HS5,S,10.47,60.61,71.08,LFB1E6679KJB11052
HS5,S,3.64,59.99,63.63,LFB1E6672KJB13855
HS5,S,38.97,68.16,107.13,LFB1E6078KJB10029
HS5,S,0,15.46,15.46,LFB1E6075KJB14202
HS5,S,0.11,14.57,14.68,LFB1E667XKJB07849
HS5,S,33.65,69.64,103.29,LFB1E6677KJB03872
HS5,S,6.8,63.41,70.21,LFB1E6074KJB08276
HS5,S,0,0,0,LFB1E6076KJB02849
HS5,S,0,0.35,0.35,LFB1E6671KJB13801
HS5,S,12.14,48.94,61.08,LFB1E6677KJB05833
HS5,S,0,78.13,78.13,LFB1E6075KJB15155
HS5,S,17.52,79.79,97.31,LFB1E6673KJB08437
HS5,S,9.44,22.81,32.25,LFB1E6671KJB12793
HS5,S,0,100,100,LFB1E6671KJB14754
